_id,Actors,Awards,Response,Box_office,Metascore,Type,Language,Genre,Country,imdbID,Writer,Rated,Title,imdbVotes,Poster,Runtime,Director,Released,imdbRating
56fbc41171a0650ee4dd5410,"Warwick Davis, Jennifer Aniston, Ken Olandt, Mark Holton",N/A,True,"8,556,940",N/A,movie,English,"Comedy, Fantasy, Horror",USA,tt0107387,Mark Jones,R,Leprechaun,"16,790",http://ia.media-imdb.com/images/M/MV5BMTU4NjE2MjgwN15BMl5BanBnXkFtZTcwMjEyMTMyMQ@@._V1_SX300.jpg,92 min,Mark Jones,08 Jan 1993,4.6
56fbc41171a0650ee4dd5411,"Richard Gere, Lena Olin, Anne Bancroft, Tom Irwin",N/A,True,"8,315,975",N/A,movie,English,"Drama, Romance",USA,tt0107611,"Eric Roth (story, Eric Roth (screenplay, Michael Cristofer (screenplay)",R,Mr. Jones,"5,411",http://ia.media-imdb.com/images/M/MV5BNjg1OTc2NjU5OV5BMl5BanBnXkFtZTcwNjMwNDAyMQ@@._V1_SX300.jpg,114 min,Mike Figgis,08 Oct 1993,5.8
56fbc41171a0650ee4dd5412,"Paul Gross, Peter Berg, Finola Hughes, Teri Polo",N/A,True,"8,041,049",N/A,movie,English,Drama,USA,tt0106315,Patrick Hasburgh,PG-13,Aspen Extreme,"2,275",http://ia.media-imdb.com/images/M/MV5BMTY3OTU2NTI4MF5BMl5BanBnXkFtZTYwNDAyMzk4._V1_SX300.jpg,113 min,Patrick Hasburgh,22 Jan 1993,5.8
56fbc41171a0650ee4dd5413,"Robert Townsend, Marla Gibbs, Eddie Griffin, Robert Guillaume",1 nomination.,True,"8,023,147",N/A,movie,English,"Action, Comedy, Fantasy",USA,tt0107563,Robert Townsend,PG,The Meteor Man,"5,128",http://ia.media-imdb.com/images/M/MV5BMTc5NDk0NDk2OF5BMl5BanBnXkFtZTcwNTQ2MDgyMQ@@._V1_SX300.jpg,100 min,Robert Townsend,06 Aug 1993,5.0
56fbc41171a0650ee4dd5414,"Jason London, Joey Lauren Adams, Milla Jovovich, Shawn Andrews",2 nominations.,True,"7,993,039",78,movie,English,Comedy,USA,tt0106677,Richard Linklater,R,Dazed and Confused,"114,577",http://ia.media-imdb.com/images/M/MV5BMTM5MDY5MDQyOV5BMl5BanBnXkFtZTgwMzM3NzMxMDE@._V1_SX300.jpg,102 min,Richard Linklater,10 Feb 1994,7.7
56fbc41171a0650ee4dd5415,"Armand Assante, Sherilyn Fenn, Kate Nelligan, Sean Young",N/A,True,"7,852,653",N/A,movie,"English, Yiddish","Comedy, Crime, Thriller",USA,tt0106873,David O'Malley,PG-13,Fatal Instinct,"5,362",http://ia.media-imdb.com/images/M/MV5BMTUyNzc2ODU5Nl5BMl5BanBnXkFtZTYwNzAxNDg5._V1_SX300.jpg,91 min,Carl Reiner,29 Oct 1993,5.6
56fbc41171a0650ee4dd5416,"Max Pomeranc, Joe Mantegna, Joan Allen, Ben Kingsley",Nominated for 1 Oscar. Another 5 wins & 8 nominations.,True,"7,266,383",N/A,movie,English,"Biography, Drama",USA,tt0108065,"Fred Waitzkin (book, Steven Zaillian (screenplay)",PG,Searching for Bobby Fischer,"23,047",http://ia.media-imdb.com/images/M/MV5BMTI3NzY3ODg3N15BMl5BanBnXkFtZTcwNzU1NzcyMQ@@._V1_SX300.jpg,109 min,Steven Zaillian,11 Aug 1993,7.5
56fbc41171a0650ee4dd5417,"Jeff Bridges, Isabella Rossellini, Rosie Perez, Tom Hulce",Nominated for 1 Oscar. Another 6 wins & 5 nominations.,True,,N/A,movie,English,"Drama, Thriller",USA,tt0106881,"Rafael Yglesias (novel, Rafael Yglesias (screenplay)",R,Fearless,"17,221",http://ia.media-imdb.com/images/M/MV5BZGYyYzgyODMtOGYwOC00OTM5LTk4NDUtNTRkN2I3YmUxNTM5XkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg,122 min,Peter Weir,05 Nov 1993,7.2
56fbc41171a0650ee4dd5418,"Ya-Lei Kuei, Sihung Lung, May Chin, Winston Chao",Nominated for 1 Oscar. Another 12 wins & 8 nominations.,True,"6,933,459",N/A,movie,"Mandarin, English","Comedy, Drama, Romance","Taiwan, USA",tt0107156,"Ang Lee, Neil Peng, James Schamus",R,The Wedding Banquet,"10,588",http://ia.media-imdb.com/images/M/MV5BMjI1NDg2MTQxN15BMl5BanBnXkFtZTcwNTYwNTc3NA@@._V1_SX300.jpg,106 min,Ang Lee,04 Aug 1993,7.7
56fbc41171a0650ee4dd5419,"Eric Roberts, Phillip Rhee, Chris Penn, Edan Gross",N/A,True,"6,607,218",N/A,movie,English,"Action, Crime, Drama",USA,tt0106393,"Max Strom (screenplay, John Allen Nelson (screenplay)",R,Best of the Best II,"3,996",http://ia.media-imdb.com/images/M/MV5BMTg0MjExODk4MV5BMl5BanBnXkFtZTcwMzc4MDE0MQ@@._V1_SX300.jpg,101 min,Robert Radler,05 Mar 1993,5.3
56fbc41171a0650ee4dd541a,"Michael Crawford, Ben Vereen, Ellen Blain, Benji Gregory",1 win & 1 nomination.,True,"6,574,896",N/A,movie,English,"Animation, Adventure, Drama","UK, USA, Taiwan, Spain, Canada, Denmark",tt0107745,"Rae Lambert (story, Mark Young, Kelly Ward",G,Once Upon a Forest,"3,671",http://ia.media-imdb.com/images/M/MV5BMTUyMzM3Mjk0N15BMl5BanBnXkFtZTcwNTMwNDAzMQ@@._V1_SX300.jpg,71 min,Charles Grosvenor,18 Jun 1993,6.5
56fbc41171a0650ee4dd541b,"Kim Basinger, Val Kilmer, Terence Stamp, Gailard Sartain",N/A,True,"6,473,326",N/A,movie,English,"Crime, Drama, Thriller",USA,tt0107927,"Desmond Lowden (novel, William Davies (screenplay, William Osborne (screenplay)",PG-13,The Real McCoy,"6,641",http://ia.media-imdb.com/images/M/MV5BNzYwNzgwNzkyNF5BMl5BanBnXkFtZTYwMzgzODA5._V1_SX300.jpg,105 min,Russell Mulcahy,10 Sep 1993,5.4
56fbc41171a0650ee4dd541c,"Timothy Hutton, Lara Flynn Boyle, Dwight Schultz, Oliver Platt",1 win & 1 nomination.,True,"6,419,876",N/A,movie,English,"Drama, Thriller",USA,tt0108311,"Kevin Falls (story, Tom Engelman (story, Kevin Falls (screenplay)",R,The Temp,"2,343",http://ia.media-imdb.com/images/M/MV5BMTU4MzI1MTEwOV5BMl5BanBnXkFtZTcwMzIyNzgxMQ@@._V1_SX300.jpg,99 min,Tom Holland,12 Feb 1993,5.1
56fbc41171a0650ee4dd541d,"Stockard Channing, Will Smith, Donald Sutherland, Ian McKellen",Nominated for 1 Oscar. Another 5 nominations.,True,"6,410,676",N/A,movie,English,"Comedy, Drama, Mystery",USA,tt0108149,"John Guare (play, John Guare (screenplay)",R,Six Degrees of Separation,"16,073",http://ia.media-imdb.com/images/M/MV5BMTQ5ODk1NTI4NV5BMl5BanBnXkFtZTcwNDYzMjI3NA@@._V1_SX300.jpg,112 min,Fred Schepisi,08 Dec 1993,6.9
56fbc41171a0650ee4dd541e,"Andie MacDowell, Bruce Davison, Jack Lemmon, Zane Cassidy",Nominated for 1 Oscar. Another 17 wins & 16 nominations.,True,"6,110,979",79,movie,English,"Comedy, Drama",USA,tt0108122,"Raymond Carver (writings, Robert Altman (screenplay, Frank Barhydt (screenplay)",R,Short Cuts,"34,410",http://ia.media-imdb.com/images/M/MV5BMTM1MDc2ODQyM15BMl5BanBnXkFtZTcwODU4MjY5MQ@@._V1_SX300.jpg,187 min,Robert Altman,01 Oct 1993,7.7
56fbc41171a0650ee4dd541f,"Marlee Matlin, D.B. Sweeney, Martin Sheen, John C. McGinley",N/A,True,"5,678,777",N/A,movie,English,Thriller,USA,tt0107090,"Randall M. Badat (story, Danny Rubin (story, Randall M. Badat (screenplay, Kathleen Rowell (screenplay)",R,Hear No Evil,847,http://ia.media-imdb.com/images/M/MV5BNjUyNTU2Mjc2OF5BMl5BanBnXkFtZTcwMjI5ODYyMQ@@._V1_SX300.jpg,97 min,Robert Greenwald,26 Mar 1993,5.1
56fbc41171a0650ee4dd5420,"Robert Sean Leonard, Christian Bale, Frank Whaley, Barbara Hershey",1 win & 1 nomination.,True,"5,632,086",39,movie,English,"Drama, Music",USA,tt0108265,Jonathan Marc Feldman,PG-13,Swing Kids,"13,086",http://ia.media-imdb.com/images/M/MV5BMTQ4NDAxNjA5NF5BMl5BanBnXkFtZTcwMzUyNTUyMQ@@._V1_SX300.jpg,112 min,Thomas Carter,05 Mar 1993,6.8
56fbc41171a0650ee4dd5421,"Kevin Conroy, Dana Delany, Hart Bochner, Stacy Keach",1 nomination.,True,"5,617,391",N/A,movie,English,"Animation, Action, Adventure",USA,tt0106364,"Bob Kane (character created by: Batman, Alan Burnett (story, Alan Burnett (screenplay, Paul Dini (screenplay, Martin Pasko (screenplay, Michael Reaves (screenplay)",PG,Batman: Mask of the Phantasm,"27,322",http://ia.media-imdb.com/images/M/MV5BMTMzODU0NTYxN15BMl5BanBnXkFtZTcwNDUxNzUyMQ@@._V1_SX300.jpg,76 min,"Eric Radomski, Bruce W. Timm, Kevin Altieri, Boyd Kirkland, Frank Paur, Dan Riba",25 Dec 1993,7.9
56fbc41171a0650ee4dd5422,"William Baldwin, Kelly Lynch, Sherilyn Fenn, Joe Pantoliano",N/A,True,"5,495,507",N/A,movie,English,"Comedy, Romance",USA,tt0108334,"Adam Greenman (story, Adam Greenman (screenplay, Mitch Glazer (screenplay)",R,Three of Hearts,"1,628",http://ia.media-imdb.com/images/M/MV5BNDM4MzkwMTY1NF5BMl5BanBnXkFtZTcwMjI2NjUyMQ@@._V1_SX300.jpg,102 min,Yurek Bogayevicz,30 Apr 1993,5.5
56fbc41171a0650ee4dd5423,"Felicity Palmer, Rosemary Joshua, Rosa Mannion, Jennifer Lane",N/A,True,,N/A,movie,Italian,"Drama, Fantasy, Music",France,tt0255451,N/A,N/A,Orlando,N/A,N/A,N/A,N/A,N/A,N/A
56fbc41171a0650ee4dd5424,"Leslie Cheung, Fengyi Zhang, Li Gong, Qi Lü",Nominated for 2 Oscars. Another 18 wins & 6 nominations.,True,"5,216,888",N/A,movie,Mandarin,"Drama, Music, Romance","China, Hong Kong",tt0106332,"Pik Wah Lee (novel, Pik Wah Lee (screenplay, Wei Lu",R,Farewell My Concubine,"16,928","http://ia.media-imdb.com/images/M/MV5BMzg2NDI4MTM5OF5BMl5BanBnXkFtZTYwODU0ODU5._V1._CR18,0,254,401_SX89_AL_.jpg_V1_SX300.jpg",171 min,Kaige Chen,15 Oct 1993,8.1
56fbc41171a0650ee4dd5425,"Danny DeVito, Robert J. Steinmiller Jr., Miko Hughes, Gary Sinise",1 win & 2 nominations.,True,"5,145,462",N/A,movie,English,Drama,USA,tt0107247,"Dan McCall (novel, Steven Zaillian (screenplay)",PG-13,Jack the Bear,"3,200",http://ia.media-imdb.com/images/M/MV5BMTY1Mjk3MTQxOV5BMl5BanBnXkFtZTcwODkzMDcyMQ@@._V1_SX300.jpg,99 min,Marshall Herskovitz,02 Apr 1993,6.5
56fbc41171a0650ee4dd5426,"Karen Allen, Chris Mulkey, Ted Marcoux, Wil Horneff",N/A,True,"4,914,692",N/A,movie,English,"Horror, Sci-Fi, Thriller",USA,tt0107009,"William Davies, William Osborne",R,Ghost in the Machine,"2,637",http://ia.media-imdb.com/images/M/MV5BMTU2MDMyNDE0NV5BMl5BanBnXkFtZTcwMzUwNjczMQ@@._V1_SX300.jpg,95 min,Rachel Talalay,29 Dec 1993,4.3
56fbc41171a0650ee4dd5427,"Ernie Reyes Sr., Ernie Reyes Jr., Nicolas Cowan, John Karlen",1 nomination.,True,"4,916,135",N/A,movie,English,"Action, Adventure, Comedy",USA,tt0108258,Dan Gordon,PG,Surf Ninjas,"6,135",http://ia.media-imdb.com/images/M/MV5BMTY0NjYyMjg4MV5BMl5BanBnXkFtZTcwMDYyNjAyMQ@@._V1_SX300.jpg,87 min,Neal Israel,20 Aug 1993,5.0
56fbc41171a0650ee4dd5428,"Afa Anoai, Ed Leslie, Butch Brickell, James Coffey",2 nominations.,True,"4,247,162",N/A,movie,"English, German","Action, Comedy, Family",USA,tt0107612,"Edward Rugoff, Michael Gottlieb",PG,Mr. Nanny,"7,416",http://ia.media-imdb.com/images/M/MV5BMTMzNjg3NTA1Ml5BMl5BanBnXkFtZTcwMTg2MDMyMQ@@._V1_SX300.jpg,84 min,Michael Gottlieb,08 Oct 1993,3.6
56fbc41171a0650ee4dd5429,"Robert De Niro, Ellen Barkin, Leonardo DiCaprio, Jonah Blechman",2 wins & 2 nominations.,True,"4,104,962",60,movie,English,"Biography, Drama",USA,tt0108330,"Tobias Wolff (book, Robert Getchell (screenplay)",R,This Boy's Life,"33,623",http://ia.media-imdb.com/images/M/MV5BMTgyODM0NTIzOV5BMl5BanBnXkFtZTcwOTQ1MjMyMQ@@._V1_SX300.jpg,115 min,Michael Caton-Jones,23 Apr 1993,7.3
56fbc41171a0650ee4dd542a,"Julian Sands, Chris Young, Paula Marshall, Joanna Pacula",2 nominations.,True,"3,902,679",N/A,movie,English,"Fantasy, Horror",USA,tt0108517,"David Twohy (characters, Kevin Rock (story, Kevin Rock (screenplay, Sam Bernard (screenplay)",R,Warlock: The Armageddon,"3,800",http://ia.media-imdb.com/images/M/MV5BMTM4MDA1MTY3OV5BMl5BanBnXkFtZTcwNDkwOTAyMQ@@._V1_SX300.jpg,98 min,Anthony Hickox,24 Sep 1993,5.3
56fbc41171a0650ee4dd542b,"Nick Upton, Deborah Collard, Frank Passingham, John Schofield",4 wins & 2 nominations.,True,"69,870",N/A,movie,English,"Animation, Adventure, Sci-Fi",UK,tt0108069,Dave Borthwick,UNRATED,The Secret Adventures of Tom Thumb,"1,160",http://ia.media-imdb.com/images/M/MV5BMTk1NTQ4NjM4NV5BMl5BanBnXkFtZTcwNjEzMzkxMQ@@._V1_SX300.jpg,60 min,Dave Borthwick,13 Jan 1995,7.4
56fbc41171a0650ee4dd542c,"Patrick Swayze, Halle Berry, Sabrina Lloyd, Brian Bonsall",N/A,True,"3,418,141",N/A,movie,English,Comedy,USA,tt0106877,Scott Spencer,PG-13,Father Hood,"2,224",http://ia.media-imdb.com/images/M/MV5BNzgxMjg0NzA0Ml5BMl5BanBnXkFtZTcwMTQ0MTUyMQ@@._V1_SX300.jpg,95 min,Darrell Roodt,27 Aug 1993,4.7
56fbc41171a0650ee4dd542d,"Andrew Lowery, Traci Lind, Danny Zorn, Edward Herrmann",N/A,True,"3,335,984",N/A,movie,English,"Comedy, Fantasy, Horror",USA,tt0107626,Dean Lorey,PG-13,My Boyfriend's Back,"3,236",http://ia.media-imdb.com/images/M/MV5BMTQ2NTY5NjQzOF5BMl5BanBnXkFtZTcwNjYyMzcxMQ@@._V1_SX300.jpg,85 min,Bob Balaban,06 Aug 1993,5.3
56fbc41171a0650ee4dd542e,"Colm Meaney, Tina Kellegher, Ruth McCabe, Eanna MacLiam",Nominated for 1 Golden Globe. Another 10 wins & 3 nominations.,True,"3,323,524",N/A,movie,English,"Comedy, Drama",UK,tt0108170,"Roddy Doyle (novel, Roddy Doyle (screenplay)",R,The Snapper,"4,888",http://ia.media-imdb.com/images/M/MV5BMjA3ODE4NDI0Ml5BMl5BanBnXkFtZTcwMjk2OTcxMQ@@._V1_SX300.jpg,91 min,Stephen Frears,03 Dec 1993,7.2
56fbc41171a0650ee4dd542f,"Mark Dacascos, Stacey Travis, Geoffrey Lewis, Paco Christian Prieto",N/A,True,"3,273,588",N/A,movie,English,"Action, Drama","USA, France",tt0107750,"Sheldon Lettich, Luis Esteban",PG-13,Only the Strong,"4,085",http://ia.media-imdb.com/images/M/MV5BMTY3MDQxODYyNF5BMl5BanBnXkFtZTcwODI2OTQyMQ@@._V1_SX300.jpg,99 min,Sheldon Lettich,27 Aug 1993,6.7
56fbc41171a0650ee4dd5430,"Eric Idle, Rick Moranis, Barbara Hershey, Catherine Zeta-Jones",1 nomination.,True,"3,246,063",N/A,movie,English,Comedy,UK,tt0108207,Eric Idle,PG-13,Splitting Heirs,"3,286",http://ia.media-imdb.com/images/M/MV5BMTQ0NzY2Nzk4OF5BMl5BanBnXkFtZTcwNzA0MDcyMQ@@._V1_SX300.jpg,87 min,Robert Young,30 Apr 1993,5.5
56fbc41171a0650ee4dd5431,"Matt Dillon, Annabella Sciorra, Mary-Louise Parker, William Hurt",N/A,True,"3,125,424",N/A,movie,English,"Comedy, Romance",USA,tt0107613,"Amy Schor Ferris, Vicki Polon",PG-13,Mr. Wonderful,"2,586",http://ia.media-imdb.com/images/M/MV5BNTE5MTc4MTU0MF5BMl5BanBnXkFtZTcwNjU0MTgxMQ@@._V1_SX300.jpg,98 min,Anthony Minghella,15 Oct 1993,5.9
56fbc41171a0650ee4dd5432,"Shane McDermott, Seth Green, Brittney Powell, Chris Conrad",N/A,True,"2,850,263",N/A,movie,English,"Adventure, Comedy, Sport",USA,tt0106233,"Bill Apablasa (screenplay, Stephen McEveety (story, Bill Apablasa (story)",PG,Airborne,"4,939",http://ia.media-imdb.com/images/M/MV5BMTQ5NzYwNTU3Ml5BMl5BanBnXkFtZTYwNTE0Mzk5._V1_SX300.jpg,91 min,Rob Bowman,17 Sep 1993,6.2
56fbc41171a0650ee4dd5433,"Arye Gross, Claudia Christian, Adrienne Shelly, Ray Baker",N/A,True,"2,786,807",N/A,movie,English,"Comedy, Thriller",USA,tt0107107,Alan Spencer,R,Hexed,"1,169",http://ia.media-imdb.com/images/M/MV5BMTYyNjE1MjMwOF5BMl5BanBnXkFtZTcwNTgwMDAzMQ@@._V1_SX300.jpg,90 min,Alan Spencer,22 Jan 1993,5.5
56fbc41171a0650ee4dd5434,"Jason Priestley, Gabriel Olds, Jerry O'Connell, Joe Pantoliano",N/A,True,"2,570,145",N/A,movie,English,"Drama, Comedy",USA,tt0106505,Paul W. Shapiro,PG-13,Calendar Girl,"1,785",http://ia.media-imdb.com/images/M/MV5BMTM1MTA5MTE5NV5BMl5BanBnXkFtZTcwNzIwNTIyMQ@@._V1_SX300.jpg,90 min,John Whitesell,03 Sep 1993,4.9
56fbc41171a0650ee4dd5435,"Roberto Benigni, Herbert Lom, Claudia Cardinale, Shabana Azmi",3 nominations.,True,"2,457,574",N/A,movie,"English, Italian",Comedy,"Italy, USA",tt0108187,"Maurice Richlin (characters, Blake Edwards (characters, Blake Edwards (story, Blake Edwards (screenplay, Madeline Sunshine (screenplay, Steven Sunshine (screenplay)",PG,Son of the Pink Panther,"3,715",http://ia.media-imdb.com/images/M/MV5BMTU3NDUzNzkzNV5BMl5BanBnXkFtZTcwMDExMjMyNA@@._V1_SX300.jpg,93 min,Blake Edwards,27 Aug 1993,3.7
56fbc41171a0650ee4dd5436,"Brad Pitt, Kathy Larson, David Milford, David Duchovny",4 wins & 4 nominations.,True,"2,395,231",49,movie,English,"Crime, Thriller",USA,tt0107302,"Stephen Levy (story, Tim Metcalfe (story, Tim Metcalfe (screenplay)",R,Kalifornia,"41,100",http://ia.media-imdb.com/images/M/MV5BMzA1MTU4OTg2N15BMl5BanBnXkFtZTcwMTA1NjcyMQ@@._V1_SX300.jpg,117 min,Dominic Sena,03 Sep 1993,6.7
56fbc41171a0650ee4dd5437,"Kofi Ghanaba, Oyafunmike Ogunlano, Alexandra Duah, Nick Medley",1 nomination.,True,"2,691,899",N/A,movie,English,Drama,"USA, Ghana, Burkina Faso, UK, Germany",tt0108041,Haile Gerima,N/A,Sankofa,421,http://ia.media-imdb.com/images/M/MV5BMTk4NTM5NzM5MV5BMl5BanBnXkFtZTYwNzMyOTA5._V1_SX300.jpg,125 min,Haile Gerima,28 May 1993,7.3
56fbc41171a0650ee4dd5438,"Darci Kistler, Damian Woetzel, Kyra Nichols, Wendy Whelan",N/A,True,"2,119,994",N/A,movie,English,"Family, Fantasy, Music",USA,tt0107719,Susan Cooper (narration),G,The Nutcracker,"1,127",http://ia.media-imdb.com/images/M/MV5BMTQwNjkxMjIwM15BMl5BanBnXkFtZTYwODA2ODg5._V1_SX300.jpg,92 min,Emile Ardolino,24 Nov 1993,5.7
56fbc41171a0650ee4dd5439,"David Threlfall, Lena Headey, Roger Lloyd Pack, Jeanne Moreau",N/A,True,,N/A,movie,English,"Comedy, Drama",UK,tt1869755,Martin Sherman,N/A,The Summer House,52,N/A,N/A,Waris Hussein,21 Dec 1993,6.9
56fbc41171a0650ee4dd543a,"Matthew Broderick, Annabella Sciorra, Tim Guinee, Michelle Hurst",1 nomination.,True,"1,884,814",N/A,movie,English,"Comedy, Romance",USA,tt0107685,Warren Leight,R,The Night We Never Met,"2,047",http://ia.media-imdb.com/images/M/MV5BNjk0MjUxNDIwOV5BMl5BanBnXkFtZTcwMzgxOTAzMQ@@._V1_SX300.jpg,99 min,Warren Leight,30 Apr 1993,6.0
56fbc41171a0650ee4dd543b,"Julian Sands, Sherilyn Fenn, Bill Paxton, Kurtwood Smith",1 win & 2 nominations.,True,"1,796,389",26,movie,English,"Drama, Mystery, Romance",USA,tt0106471,"Philippe Caland (story, Jennifer Chambers Lynch (screenplay)",R,Boxing Helena,"9,366",http://ia.media-imdb.com/images/M/MV5BMTUzNjAzNjEzNV5BMl5BanBnXkFtZTYwMzg0OTg4._V1_SX300.jpg,107 min,Jennifer Chambers Lynch,03 Sep 1993,4.5
56fbc41171a0650ee4dd543c,"David Thewlis, Lesley Sharp, Katrin Cartlidge, Greg Cruttwell",8 wins & 6 nominations.,True,"1,769,305",84,movie,English,"Comedy, Drama",UK,tt0107653,Mike Leigh,UNRATED,Naked,"22,629",http://ia.media-imdb.com/images/M/MV5BMTY0OTcwNDI0MV5BMl5BanBnXkFtZTcwOTc1MDEzMQ@@._V1_SX300.jpg,126 min,Mike Leigh,04 Feb 1994,7.9
56fbc41171a0650ee4dd543d,"Diane Ladd, Raphael Sbarge, Jennifer Runyon, Harrison Page",N/A,True,"1,753,979",N/A,movie,English,"Horror, Sci-Fi",USA,tt0106521,"John Brosnan (novel, John Brosnan (treatment, Adam Simon (screenplay)",R,Carnosaur,"2,931",http://ia.media-imdb.com/images/M/MV5BMTgxMTEwNTcyMF5BMl5BanBnXkFtZTcwMTg1NTIyMQ@@._V1_SX300.jpg,83 min,"Adam Simon, Darren Moloney",21 May 1993,3.5
56fbc41171a0650ee4dd543e,"Kathy Bates, Edward Furlong, Clarissa Lassig, Sarah Schaub",1 win & 3 nominations.,True,"1,703,282",N/A,movie,English,"Biography, Drama",USA,tt0107130,Patrick Sheane Duncan,PG,A Home of Our Own,"2,145",http://ia.media-imdb.com/images/M/MV5BMTY1Njg3OTMwMl5BMl5BanBnXkFtZTYwMDA4MTI5._V1_SX300.jpg,104 min,Tony Bill,05 Nov 1993,7.0
56fbc41171a0650ee4dd543f,"Jacob Tierney, Noah Fleiss, Martha Plimpton, Stephen Tobolowsky",N/A,True,"1,528,163",N/A,movie,English,"Adventure, Comedy, Drama",USA,tt0107277,Frank Deese,PG-13,Josh and S.A.M.,"1,159",http://ia.media-imdb.com/images/M/MV5BMjE1MjMyNTI0Ml5BMl5BanBnXkFtZTcwMTQ4NjgyMQ@@._V1_SX300.jpg,96 min,Billy Weber,24 Nov 1993,5.8
56fbc41171a0650ee4dd5440,"Warren Miller, Michael Cozad, Dean Cummings, John Gute",N/A,True,,N/A,movie,English,Documentary,USA,tt0125676,Warren Miller,N/A,Black Diamond Rush,9,http://ia.media-imdb.com/images/M/MV5BMTY0MjQxODg5OV5BMl5BanBnXkFtZTcwODMxMzAyMQ@@._V1_SX300.jpg,96 min,"Kurt Miller, Peter Speek",12 Oct 1993,8.1
56fbc41171a0650ee4dd5441,"Karina Lombard, Nathaniel Parker, Rachel Ward, Michael York",N/A,True,"1,610,792",N/A,movie,English,"Drama, Romance, Thriller",Australia,tt0108565,"Jan Sharp, Carole Angier, Charlotte Brontë (characters, Jean Rhys (novel)",NC-17,Wide Sargasso Sea,"1,551",http://ia.media-imdb.com/images/M/MV5BMTM3MjQ2MzY5MF5BMl5BanBnXkFtZTcwMTc4NDQyMQ@@._V1_SX300.jpg,98 min,John Duigan,16 Apr 1993,5.8
56fbc41171a0650ee4dd5442,"Jeremy Irons, John Lone, Barbara Sukowa, Ian Richardson",1 win.,True,"1,499,795",43,movie,English,"Drama, History, Romance",USA,tt0107468,"David Henry Hwang (play, David Henry Hwang (screenplay)",R,M. Butterfly,"6,594",http://ia.media-imdb.com/images/M/MV5BMTQ3MTk3NDE1NV5BMl5BanBnXkFtZTcwNjk0MTYyMQ@@._V1_SX300.jpg,101 min,David Cronenberg,01 Oct 1993,6.8
56fbc41171a0650ee4dd5443,"Laurie Metcalf, Debra Winger, John Terry, Barbara Hershey",Nominated for 1 Golden Globe. Another 1 win & 3 nominations.,True,"1,497,222",N/A,movie,English,"Drama, Romance",USA,tt0106661,"Mary McGarry Morris (novel, Naomi Foner (screenplay)",R,A Dangerous Woman,"1,110",http://ia.media-imdb.com/images/M/MV5BODIyNzcwMTQ3N15BMl5BanBnXkFtZTYwMjE3NDg5._V1_SX300.jpg,102 min,Stephen Gyllenhaal,03 Dec 1993,5.9
56fbc41171a0650ee4dd5444,"Jim Varney, Ron James, Tom Butler, Linda Kash",N/A,True,"1,500,000",N/A,movie,English,"Family, Comedy","Canada, USA",tt0106827,"John R. Cherry III, William M. Akers",PG,Ernest Rides Again,"1,490",http://ia.media-imdb.com/images/M/MV5BNzRlMzgwNzEtYWMwYi00N2RjLWFmZDctOGRlNDQ0YWZmMGM4XkEyXkFqcGdeQXVyNjExODE1MDc@._V1_SX300.jpg,96 min,John R. Cherry III,12 Nov 1993,5.0
56fbc41171a0650ee4dd5445,"John Quentin, Nigel Terry, Derek Jarman, Tilda Swinton",2 wins & 1 nomination.,True,"1,718,328",N/A,movie,English,"Biography, Drama","UK, Japan",tt0106438,Derek Jarman,N/A,Blue,"1,179",http://ia.media-imdb.com/images/M/MV5BMjE4MDg4ODMzOV5BMl5BanBnXkFtZTcwODQ0NDQzMQ@@._V1_SX300.jpg,79 min,Derek Jarman,03 Dec 1993,7.2
56fbc41171a0650ee4dd5446,"Colm Feore, Derek Keurvorst, Katya Ladan, Devon Anderson",7 wins & 4 nominations.,True,"1,567,543",N/A,movie,"English, French","Biography, Drama, Music","Canada, Netherlands, Portugal, Finland",tt0108328,"François Girard (screenplay, Don McKellar (screenplay, Glenn Gould (additional material)",N/A,Thirty Two Short Films About Glenn Gould,"3,047",http://ia.media-imdb.com/images/M/MV5BMjA4MTA3NjI0N15BMl5BanBnXkFtZTcwMzUxOTAwMQ@@._V1_SX300.jpg,98 min,François Girard,26 Nov 1993,7.5
56fbc41171a0650ee4dd5447,"Jesse Bradford, Jeroen Krabbé, Lisa Eichhorn, Karen Allen",7 nominations.,True,"1,299,318",86,movie,English,"Drama, History",USA,tt0107322,"A.E. Hotchner (memoir, Steven Soderbergh (screenplay)",PG-13,King of the Hill,"5,757",http://ia.media-imdb.com/images/M/MV5BMTQ0MzM0NjM3N15BMl5BanBnXkFtZTcwODgzMTYyMQ@@._V1_SX300.jpg,103 min,Steven Soderbergh,20 Aug 1993,7.6
56fbc41171a0650ee4dd5448,"Thomas Ian Griffith, Lance Henriksen, James Earl Jones, Tony Todd",N/A,True,"1,200,000",N/A,movie,English,Action,USA,tt0104215,Thomas Ian Griffith,R,Excessive Force,899,http://ia.media-imdb.com/images/M/MV5BMTcyODY5MjkzNV5BMl5BanBnXkFtZTcwMTg0NTQyMQ@@._V1_SX300.jpg,87 min,Jon Hess,14 May 1993,5.1
