_id,Response,Actors,imdbID,Box_office,Director,Writer,Awards,Title,Rated,imdbVotes,imdbRating,Type,Genre,Released,Poster,Runtime,Metascore,Language,Country
56fb965e71a0650fe4339659,True,"Lilyan Chauvin, Gilmer McCormick, Toni Nero, Robert Brian Wilson",tt0088117,,Charles E. Sellier Jr.,"Paul Caimi (story, Michael Hickey",N/A,"Silent Night, Deadly Night",R,"8,860",5.9,movie,"Horror, Thriller",09 Nov 1984,http://ia.media-imdb.com/images/M/MV5BOTE1MjY3MzY3M15BMl5BanBnXkFtZTYwMTI3MTc4._V1_SX300.jpg,79 min,N/A,English,USA
56fb965e71a0650fe433965a,True,"Geneviève Bujold, Keith Carradine, Lesley Ann Warren, Patrick Bauchau",tt0087054,,Alan Rudolph,Alan Rudolph,2 wins & 1 nomination.,Choose Me,R,"2,033",6.9,movie,"Comedy, Drama, Romance",29 Aug 1984,http://ia.media-imdb.com/images/M/MV5BNjYxNTUzMTI1NF5BMl5BanBnXkFtZTcwODc4MTIyMQ@@._V1_SX300.jpg,106 min,N/A,English,USA
56fb965e71a0650fe433965b,True,"John Lurie, Eszter Balint, Richard Edson, Cecillia Stark",tt0088184,,Jim Jarmusch,Jim Jarmusch,8 wins & 2 nominations.,Stranger Than Paradise,R,"24,335",7.6,movie,"Comedy, Drama",09 Nov 1984,http://ia.media-imdb.com/images/M/MV5BMjE2ODUxMjk5NV5BMl5BanBnXkFtZTgwODQ5NjYzNDE@._V1_SX300.jpg,89 min,N/A,"English, Hungarian","USA, West Germany"
56fb965e71a0650fe433965c,True,"Louis Ducreux, Michel Aumont, Sabine Azéma, Geneviève Mnich",tt0088318,,Bertrand Tavernier,"Pierre Bost (novel, Bertrand Tavernier, Colo Tavernier",Nominated for 1 Golden Globe. Another 13 wins & 11 nominations.,A Sunday in the Country,G,"1,580",7.9,movie,Drama,11 Apr 1984,http://ia.media-imdb.com/images/M/MV5BNjIwMzczOTQzN15BMl5BanBnXkFtZTYwODYyMzk4._V1_SX300.jpg,90 min,N/A,French,France
56fb965e71a0650fe433965d,True,"Lenny von Dohlen, Virginia Madsen, Maxwell Caulfield, Bud Cort",tt0087197,,Steve Barron,Rusty Lemorande,Nominated for 1 BAFTA Film Award. Another 2 wins & 1 nomination.,Electric Dreams,PG,"5,120",6.5,movie,"Comedy, Drama, Music",20 Jul 1984,http://ia.media-imdb.com/images/M/MV5BMjA0MjMxNzA2MV5BMl5BanBnXkFtZTgwMzI1MzQxMDE@._V1_SX300.jpg,95 min,N/A,English,"USA, UK"
56fb965e71a0650fe433965e,True,"Harry Dean Stanton, Sam Berry, Bernhard Wicki, Dean Stockwell",tt0087884,,Wim Wenders,"L.M. Kit Carson (adaptation, Sam Shepard",Nominated for 1 Golden Globe. Another 15 wins & 8 nominations.,"Paris, Texas",R,"47,265",8.1,movie,Drama,19 Sep 1984,http://ia.media-imdb.com/images/M/MV5BMTUzMjU2MTA0MV5BMl5BanBnXkFtZTcwNjI2NzE5Mg@@._V1_SX300.jpg,147 min,N/A,English,"West Germany, France, UK"
56fb965e71a0650fe433965f,True,"Ken Wahl, Cheryl Ladd, Stephen Lee, Annie McEnroe",tt0087956,,Sidney J. Furie,"Sidney J. Furie, Rick Natkin",N/A,Purple Hearts,R,567,5.8,movie,"Drama, War",31 Aug 1984,http://ia.media-imdb.com/images/M/MV5BMTkyMjY0NTI4NF5BMl5BanBnXkFtZTcwODUxOTIxMw@@._V1_SX300.jpg,116 min,N/A,English,USA
56fb965e71a0650fe4339660,True,"Jack Lemmon, Zeljko Ivanek, Charles Durning, Louise Latham",tt0087688,,Glenn Jordan,"Bill C. Davis (play, Bill C. Davis (screenplay)",1 win.,Mass Appeal,PG,778,6.6,movie,Drama,14 Dec 1984,http://ia.media-imdb.com/images/M/MV5BMTUwMDg5OTQ5N15BMl5BanBnXkFtZTYwNzY4Nzg5._V1_SX300.jpg,99 min,N/A,English,USA
56fb965e71a0650fe4339661,True,"Richard Dreyfuss, Susan Sarandon, Nancy Allen, Jean Stapleton",tt0087006,,Glenn Jordan,Mary Agnes Donoghue,N/A,The Buddy System,PG,681,5.7,movie,"Drama, Comedy, Romance",20 Jan 1984,N/A,110 min,N/A,English,USA
56fb965e71a0650fe4339662,True,"Lorenzo Lamas, Vicki Frederick, Cameron Dye, Michelle Nicastro",tt0086985,,Marcelo Epstein,"Desmond Nakano (screenplay, Desmond Nakano (story, Kimberly Lynn White (story)",2 nominations.,Body Rock,PG-13,245,3.8,movie,"Drama, Music, Musical",28 Sep 1984,http://ia.media-imdb.com/images/M/MV5BMTRiZjIxNDgtZGE5My00ODIyLWI0NzgtZGE5NjcyZjBhNmU1XkEyXkFqcGdeQXVyMTM4NzA3NQ@@._V1_SX300.jpg,93 min,N/A,English,USA
56fb965e71a0650fe4339663,True,"Gene Hackman, Henry Thomas, Rip Torn, Huckleberry Fox",tt0087730,,Jerry Schatzberg,"Barra Grant, Florence Montgomery (novel)",1 nomination.,Misunderstood,PG,352,6.0,movie,Drama,30 Mar 1984,http://ia.media-imdb.com/images/M/MV5BMTI4MzMyNjM0N15BMl5BanBnXkFtZTcwMjY1NDAxMw@@._V1_SX300.jpg,91 min,N/A,English,"Italy, USA"
56fb965e71a0650fe4339664,True,"Anne Bancroft, Ron Silver, Carrie Fisher, Catherine Hicks",tt0087313,,Sidney Lumet,Larry Grusin,N/A,Garbo Talks,PG-13,"1,106",6.4,movie,"Comedy, Drama",12 Oct 1984,http://ia.media-imdb.com/images/M/MV5BMzgwMDg2NjU2M15BMl5BanBnXkFtZTcwNzAwMjkzNA@@._V1_SX300.jpg,103 min,N/A,English,USA
56fb965e71a0650fe4339665,True,"Michael O'Keefe, Beverly D'Angelo, Louis Gossett Jr., Pamela Stephenson",tt0087260,,Richard Lester,"Charles Dennis (novel, Charles Dennis (screenplay, Ronny Graham, Terence Marsh",N/A,Finders Keepers,R,568,5.6,movie,Comedy,18 May 1984,http://ia.media-imdb.com/images/M/MV5BMTgzNzQ1OTQxOV5BMl5BanBnXkFtZTYwNjg2Mjg5._V1_SX300.jpg,96 min,N/A,English,USA
56fb965e71a0650fe4339666,True,"Matthew Modine, Nicolas Cage, John Harkins, Sandy Baron",tt0086969,,Alan Parker,"William Wharton (based on the novel by, Sandy Kroopf (screenplay, Jack Behr (screenplay)",3 wins & 1 nomination.,Birdy,R,"17,052",7.3,movie,"Drama, War",21 Dec 1984,http://ia.media-imdb.com/images/M/MV5BMTg1ODg1NDExNF5BMl5BanBnXkFtZTgwODU2NzEyMDE@._V1_SX300.jpg,120 min,N/A,English,USA
56fb965e71a0650fe4339667,True,"Tommy Lee Jones, Martha Plimpton, Brian Dennehy, Shawn Smith",tt0088006,,Thomas Rickman,Thomas Rickman,N/A,The River Rat,PG,656,6.4,movie,"Adventure, Crime, Drama",28 Sep 1984,http://ia.media-imdb.com/images/M/MV5BODI2Mzk1NjkyNV5BMl5BanBnXkFtZTcwNDgzODAyMQ@@._V1_SX300.jpg,93 min,N/A,English,USA
56fb965e71a0650fe4339668,True,"Debra Winger, Mark Keyloun, Darrell Larson, Brooke Alderson",tt0087722,,James Bridges,James Bridges,N/A,Mike's Murder,R,595,5.6,movie,"Drama, Mystery, Thriller",09 Mar 1984,http://ia.media-imdb.com/images/M/MV5BMjEwMjUxNjcwOV5BMl5BanBnXkFtZTcwMjI0MjMzMQ@@._V1_SX300.jpg,109 min,N/A,English,USA
56fb965e71a0650fe4339669,True,"Bill Paterson, Eleanor David, Clare Grogan, Alex Norton",tt0087072,,Bill Forsyth,Bill Forsyth,Nominated for 1 BAFTA Film Award. Another 1 win.,Comfort and Joy,PG,"1,241",6.9,movie,Comedy,10 Oct 1984,http://ia.media-imdb.com/images/M/MV5BNjA5MjA5OTkzOV5BMl5BanBnXkFtZTcwOTg3MDcyMQ@@._V1_SX300.jpg,106 min,N/A,"English, Italian",UK
56fb965e71a0650fe433966a,True,"Christopher Reeve, Vanessa Redgrave, Jessica Tandy, Madeleine Potter",tt0086992,,James Ivory,"Henry James (novel, Ruth Prawer Jhabvala (screenplay)",Nominated for 2 Oscars. Another 1 win & 5 nominations.,The Bostonians,NOT RATED,"1,430",6.4,movie,"Drama, Romance",17 Aug 1984,http://ia.media-imdb.com/images/M/MV5BMTM2NjIzMzI1M15BMl5BanBnXkFtZTcwNjk0MzAwMQ@@._V1_SX300.jpg,122 min,59,English,"UK, USA"
56fb965e71a0650fe433966b,True,"Suzy Stokey, Warren Lincoln, Lisa Erickson, Chad Christian",tt0081366,,"Stephen Carpenter, Jeffrey Obrow","Stephen Carpenter (screenplay, Stephen Carpenter (story, John Hopkins (story, Jeffrey Obrow (screenplay, Jeffrey Obrow (story, John Penney (story)",1 win.,The Power,R,193,4.7,movie,Horror,20 Jan 1984,N/A,84 min,N/A,English,USA
56fb965e71a0650fe433966c,True,"Willie Nelson, Kris Kristofferson, Melinda Dillon, Rip Torn",tt0088153,,Alan Rudolph,Bud Shrake,Nominated for 1 Oscar. Another 1 nomination.,Songwriter,R,362,6.4,movie,"Drama, Music",14 Oct 1984,http://ia.media-imdb.com/images/M/MV5BMTAzOTY4OTkxODVeQTJeQWpwZ15BbWU3MDYwMzg1MjE@._V1_SX300.jpg,94 min,N/A,English,USA
56fb965e71a0650fe433966d,True,"Robert Hays, Ron Travis, M. Emmet Walsh, John Gielgud",tt0088046,,Rob Cohen,"Larry Cohen (story, Rob Cohen (story, John Byrum (story, Rob Cohen (screenplay, John Byrum (screenplay)",N/A,Scandalous,PG,191,4.4,movie,Comedy,20 Jan 1984,http://ia.media-imdb.com/images/M/MV5BMTMyMTM3Mjg2MF5BMl5BanBnXkFtZTcwODQyMTM4NA@@._V1_SX300.jpg,92 min,N/A,English,"UK, USA"
56fb965e71a0650fe433966e,True,"John Shea, Kate Capshaw, Josh Mostel, Jim Borrelli",tt0088405,,Armyan Bernstein,Armyan Bernstein,1 win.,Windy City,R,184,6.5,movie,Drama,21 Sep 1984,N/A,103 min,N/A,English,USA
56fb965e71a0650fe433966f,True,"Robert Duvall, Jason Presson, Glenn Close, Susan Rinell",tt0088176,,Christopher Cain,Gina Berriault (screenplay),2 nominations.,The Stone Boy,PG,575,6.8,movie,Drama,04 Apr 1984,http://ia.media-imdb.com/images/M/MV5BMTk0ODUwNjI3Nl5BMl5BanBnXkFtZTgwNTc0ODk1MDE@._V1_SX300.jpg,91 min,N/A,English,USA
56fb965e71a0650fe4339670,True,"John Hurt, Gregory Jones, Mick Dillon, Ann Bell",tt0085320,,John Irvin,"Bob Champion (book, Jonathan Powell (book, Evan Jones (screenplay)",1 win & 1 nomination.,Champions,PG,466,6.5,movie,"Biography, Drama, Romance",20 Apr 1984,http://ia.media-imdb.com/images/M/MV5BMjEyMDc4MjA1Ml5BMl5BanBnXkFtZTcwNzA4NjIyMQ@@._V1_SX300.jpg,106 min,N/A,English,UK
56fb965e71a0650fe4339671,True,"Gregory Harrison, Arkie Whiteley, Bill Kerr, Chris Haywood",tt0087981,"150,000",Russell Mulcahy,"Peter Brennan (novel, Everett De Roche",3 wins & 5 nominations.,Razorback,R,"3,584",6.0,movie,"Horror, Thriller",16 Nov 1984,http://ia.media-imdb.com/images/M/MV5BMTYwNzM2NTQyOF5BMl5BanBnXkFtZTcwODE2NDMzMQ@@._V1_SX300.jpg,95 min,N/A,English,Australia
56fb965e71a0650fe4339672,True,"Donald Sutherland, Jack Warden, Sean Penn, Wallace Shawn",tt0087096,,Louis Malle,Jeffrey Alan Fiskin (screenplay),1 nomination.,Crackers,PG,893,5.1,movie,"Adventure, Comedy, Crime",17 Feb 1984,http://ia.media-imdb.com/images/M/MV5BMTc3ODEyNzUxNF5BMl5BanBnXkFtZTcwMjUwMzk1Mw@@._V1_SX300.jpg,91 min,N/A,English,USA
56fb965e71a0650fe4339673,True,"Harry Dean Stanton, Emilio Estevez, Tracey Walter, Olivia Barash",tt0087995,,Alex Cox,Alex Cox,2 wins & 3 nominations.,Repo Man,R,"24,573",6.9,movie,"Comedy, Crime, Sci-Fi",02 Mar 1984,http://ia.media-imdb.com/images/M/MV5BMTU3MTI3MjkxOF5BMl5BanBnXkFtZTcwNjQyNzEzMQ@@._V1_SX300.jpg,92 min,75,"English, Spanish",USA
56fb965e71a0650fe4339674,True,David Bradshaw,tt0087220,,N/A,N/A,N/A,Eureka Stockade,N/A,32,7.5,movie,Drama,27 Mar 1984,N/A,N/A,N/A,English,Australia
