_id,Writer,Box_office,Awards,Director,Poster,Rated,Actors,Language,Type,Runtime,imdbRating,Released,Genre,Title,Metascore,Response,imdbID,imdbVotes,Country
56fbd17971a06517ccaa7ab2,"Rick Moody (novel, James Schamus",,Nominated for 1 Golden Globe. Another 5 wins & 30 nominations.,Ang Lee,http://ia.media-imdb.com/images/M/MV5BOTI2MzgxNjIwOF5BMl5BanBnXkFtZTcwOTcxMzU1MQ@@._V1_SX300.jpg,R,"Kevin Kline, Joan Allen, Sigourney Weaver, Henry Czerny",English,movie,112 min,7.5,26 Nov 1997,Drama,The Ice Storm,72,True,tt0119349,"45,726","USA, France"
56fbd17971a06517ccaa7ab3,"Jane Smiley (novel, Laura Jones (screenplay)",,Nominated for 1 Golden Globe. Another 1 win.,Jocelyn Moorhouse,http://ia.media-imdb.com/images/M/MV5BMTQ0NjA2OTAzMV5BMl5BanBnXkFtZTcwMTU1MjYxMQ@@._V1_SX300.jpg,R,"Michelle Pfeiffer, Jessica Lange, Jason Robards, Jennifer Jason Leigh",English,movie,105 min,6.0,19 Sep 1997,Drama,A Thousand Acres,N/A,True,tt0120323,"4,263",USA
56fbd17971a06517ccaa7ab4,"Rusty Cundieff, Darin Scott","7,553,105",N/A,Rusty Cundieff,http://ia.media-imdb.com/images/M/MV5BMTg2NTU0Nzc5OF5BMl5BanBnXkFtZTcwOTcwOTIyMQ@@._V1_SX300.jpg,R,"Tisha Campbell-Martin, Rusty Cundieff, Paula Jai Parker, Joe Torry",English,movie,105 min,4.8,14 May 1997,"Comedy, Romance",Sprung,N/A,True,tt0120190,795,USA
56fbd17971a06517ccaa7ab5,David Michael Wieger,"7,324,662",1 win.,William Dear,http://ia.media-imdb.com/images/M/MV5BNDkxOTY0NTg0Ml5BMl5BanBnXkFtZTcwMjkwMzEyMQ@@._V1_SX300.jpg,PG,"Jonathan Taylor Thomas, Devon Sawa, Scott Bairstow, Frances Fisher",English,movie,106 min,6.3,02 Jul 1997,"Action, Adventure, Comedy",Wild America,N/A,True,tt0120512,"5,256",USA
56fbd17971a06517ccaa7ab6,John Cassavetes,"7,221,836",3 wins & 3 nominations.,Nick Cassavetes,http://ia.media-imdb.com/images/M/MV5BMTk0ODE1MjU2M15BMl5BanBnXkFtZTcwNTk5NTIyMQ@@._V1_SX300.jpg,R,"Sean Penn, James Gandolfini, Robin Wright, John Travolta",English,movie,100 min,5.9,29 Aug 1997,"Drama, Romance",She's So Lovely,N/A,True,tt0120112,"6,949","France, USA"
56fbd17971a06517ccaa7ab7,Tom Benedek,"7,183,046",N/A,George Miller,http://ia.media-imdb.com/images/M/MV5BNzE0NDg4NzkzMV5BMl5BanBnXkFtZTcwMzYzOTAwMQ@@._V1_SX300.jpg,PG,"Steve Guttenberg, Kathleen Quinlan, Arnold Vosloo, Dawn McMillan",English,movie,98 min,5.2,24 Jan 1997,"Adventure, Comedy, Family",Zeus and Roxanne,N/A,True,tt0120550,"2,213",USA
56fbd17971a06517ccaa7ab8,"John Ridley (screenplay, John Ridley (book)",,1 win & 2 nominations.,Oliver Stone,http://ia.media-imdb.com/images/M/MV5BMTg0ODEwMzA5M15BMl5BanBnXkFtZTgwNjU0NTcxMTE@._V1_SX300.jpg,R,"Sean Penn, Billy Bob Thornton, Abraham Benrubi, Richard Rutowski",English,movie,125 min,6.8,03 Oct 1997,"Crime, Drama, Thriller",U Turn,54,True,tt0120399,"41,537","France, USA"
56fbd17971a06517ccaa7ab9,"Michael Vickerman (screenplay, Hugh Kelley (screenplay, Dennis K. Law (characters, Ron Law (characters, Chris Law (characters, Jeremy Law (characters)","6,448,817",2 nominations.,Ronny Yu,http://ia.media-imdb.com/images/M/MV5BMTUzOTg4MzM5MV5BMl5BanBnXkFtZTcwNzIwNTc3NA@@._V1_SX300.jpg,PG,"Angus Macfadyen, Mario Yedidia, Marley Shelton, Chao Li Chi","English, Mandarin",movie,101 min,4.6,02 May 1997,"Action, Fantasy, Adventure",Warriors of Virtue,N/A,True,tt0120479,"2,126","USA, China"
56fbd17971a06517ccaa7aba,Jeb Stuart,"6,482,195",N/A,Jeb Stuart,http://ia.media-imdb.com/images/M/MV5BMjAzNzM2Nzg2OV5BMl5BanBnXkFtZTcwMjM1MjcxMQ@@._V1_SX300.jpg,R,"Claudia Stedelin, Ian Nelson, Brent Hinkley, R. Lee Ermey",English,movie,118 min,6.4,31 Oct 1997,"Crime, Mystery, Thriller",Switchback,N/A,True,tt0119210,"9,549",USA
56fbd17971a06517ccaa7abb,Keenen Ivory Wayans,"6,320,276",1 nomination.,David Hogan,http://ia.media-imdb.com/images/M/MV5BMTc1MzExNTE0OF5BMl5BanBnXkFtZTcwNTA1NjkxMQ@@._V1_SX300.jpg,R,"Keenen Ivory Wayans, Robert Kotecki, Rick Cramer, Kenn Whitaker",English,movie,99 min,5.5,10 Oct 1997,"Action, Thriller",Most Wanted,N/A,True,tt0119709,"4,792",USA
56fbd17971a06517ccaa7abc,"Robert E. Howard (worlds and characters, Charles Edward Pogue (screenplay)","6,086,891",N/A,John Nicolella,http://ia.media-imdb.com/images/M/MV5BMjE4MzU5MjMyNF5BMl5BanBnXkFtZTYwOTUzMjc4._V1_SX300.jpg,PG-13,"Kevin Sorbo, Tia Carrere, Thomas Ian Griffith, Litefoot",English,movie,95 min,4.8,29 Aug 1997,"Fantasy, Action, Adventure",Kull the Conqueror,N/A,True,tt0119484,"6,442",USA
56fbd17971a06517ccaa7abd,"Jim Sheridan, Terry George",,Nominated for 3 Golden Globes. Another 3 wins & 3 nominations.,Jim Sheridan,http://ia.media-imdb.com/images/M/MV5BMTYyODU1ODgzMV5BMl5BanBnXkFtZTcwNjc2NzMyMQ@@._V1_SX300.jpg,R,"Daniel Day-Lewis, Daragh Donnelly, Frank Coughlan, Sean Kearns",English,movie,113 min,7.1,09 Jan 1998,"Drama, Romance, Sport",The Boxer,75,True,tt0118760,"13,806","USA, Ireland"
56fbd17971a06517ccaa7abe,"Sue Miller (story, Ken Hixon (screenplay)","5,852,547",N/A,Pat O'Connor,http://ia.media-imdb.com/images/M/MV5BMTU2Mjk5MzEzMF5BMl5BanBnXkFtZTcwNzY4NzgxMQ@@._V1_SX300.jpg,R,"Joaquin Phoenix, Billy Crudup, Will Patton, Kathy Baker",English,movie,110 min,6.4,04 Apr 1997,"Drama, Romance",Inventing the Abbotts,49,True,tt0119381,"9,384",USA
56fbd17971a06517ccaa7abf,Jim Kouf,,N/A,Jim Kouf,http://ia.media-imdb.com/images/M/MV5BMTY5MjYxMTM3OV5BMl5BanBnXkFtZTcwMTMzNDcxMQ@@._V1_SX300.jpg,R,"James Belushi, Tupac Shakur, Lela Rochon, Dennis Quaid",English,movie,111 min,6.5,08 Oct 1997,"Action, Crime, Drama",Gang Related,N/A,True,tt0118900,"5,643",USA
56fbd17971a06517ccaa7ac0,N/A,,N/A,Timothy Fong,N/A,N/A,"Edward Asner, Mike Farrell, Susan Sarandon, Martin Sheen",English,movie,58 min,5.2,N/A,"Documentary, Drama",187: Documented,N/A,True,tt0118532,21,USA
56fbd17971a06517ccaa7ac1,Melissa Mathison,,Nominated for 4 Oscars. Another 6 wins & 8 nominations.,Martin Scorsese,http://ia.media-imdb.com/images/M/MV5BMTg2NjM1MTI2Nl5BMl5BanBnXkFtZTgwMjA2MjgxMTE@._V1_SX300.jpg,PG-13,"Tenzin Thuthob Tsarong, Gyurme Tethong, Tulku Jamyang Kunga Tenzin, Tenzin Yeshi Paichang","English, Tibetan, Mandarin",movie,134 min,7.0,16 Jan 1998,"Biography, Drama, History",Kundun,74,True,tt0119485,"21,133",USA
56fbd17971a06517ccaa7ac2,Vondie Curtis-Hall,"5,479,037",2 wins & 1 nomination.,Vondie Curtis-Hall,http://ia.media-imdb.com/images/M/MV5BMjA3OTQ5OTMwM15BMl5BanBnXkFtZTcwODI4MTU1MQ@@._V1_SX300.jpg,R,"Tupac Shakur, Tim Roth, Thandie Newton, Charles Fleischer",English,movie,91 min,7.0,29 Jan 1997,"Comedy, Crime, Drama",Gridlock'd,N/A,True,tt0119225,"11,404",USA
56fbd17971a06517ccaa7ac3,"Greg Latter, Darrell Roodt","5,079,851",N/A,Darrell Roodt,http://ia.media-imdb.com/images/M/MV5BNzcxNzAwNjI3NF5BMl5BanBnXkFtZTcwMTAzMDYyMQ@@._V1_SX300.jpg,R,"Thokozani Nkosi, Ron Smerczak, Wilson Dunster, Ice Cube","English, Zulu",movie,95 min,4.5,12 Feb 1997,"Action, Crime, Drama",Dangerous Ground,N/A,True,tt0118927,"1,579","USA, South Africa"
56fbd17971a06517ccaa7ac4,"Christian Fournier, Louis Saia","4,602,341",1 win & 1 nomination.,Louis Saia,http://ia.media-imdb.com/images/M/MV5BMTY1MzAwMTYwNl5BMl5BanBnXkFtZTcwMjI1NzgxMQ@@._V1_SX300.jpg,N/A,"Marc Messier, Rémy Girard, Patrick Huard, Serge Thériault",French,movie,107 min,6.6,12 Dec 1997,"Comedy, Drama, Sport",Les Boys,N/A,True,tt0118764,"1,664",Canada
56fbd17971a06517ccaa7ac5,"Peter Crabbe (story, Andy Rose (story, Peter Crabbe (screenplay)","4,368,453",1 nomination.,Bryan Spicer,http://ia.media-imdb.com/images/M/MV5BMjE3MzEzODMxM15BMl5BanBnXkFtZTcwNjg4ODAwMQ@@._V1_SX300.jpg,PG,"Tom Arnold, Dean Stockwell, Debra Messing, David Alan Grier",English,movie,108 min,4.3,18 Apr 1997,"Action, Comedy",McHale's Navy,N/A,True,tt0119640,"5,398",USA
56fbd17971a06517ccaa7ac6,John Hodge,,1 win & 2 nominations.,Danny Boyle,http://ia.media-imdb.com/images/M/MV5BMTMyMTEzOTMxNF5BMl5BanBnXkFtZTYwNzYxMjE5._V1_SX300.jpg,R,"Holly Hunter, Delroy Lindo, Dan Hedaya, Cameron Diaz",English,movie,103 min,6.4,24 Oct 1997,"Comedy, Crime, Fantasy",A Life Less Ordinary,35,True,tt0119535,"29,496","UK, USA"
56fbd17971a06517ccaa7ac7,Mark Haskell Smith,"4,052,347",N/A,Andy Wilson,http://ia.media-imdb.com/images/M/MV5BMTQ0NDA0NjgyM15BMl5BanBnXkFtZTcwOTM5MzcxMQ@@._V1_SX300.jpg,R,"David Duchovny, Timothy Hutton, Angelina Jolie, Michael Massee","English, Russian",movie,94 min,5.6,17 Oct 1997,"Crime, Thriller, Drama",Playing God,N/A,True,tt0119906,"6,262",USA
56fbd17971a06517ccaa7ac8,"Harry Basil (story, Rodney Dangerfield (screenplay, Harry Basil (screenplay)","3,999,612",N/A,Peter Baldwin,http://ia.media-imdb.com/images/M/MV5BMTM2MjM0NjA3NV5BMl5BanBnXkFtZTcwOTYxNzIyMQ@@._V1_SX300.jpg,R,"Rodney Dangerfield, Debi Mazar, David Ogden Stiers, Burt Reynolds",English,movie,105 min,5.1,31 Jan 1997,Comedy,Meet Wally Sparks,N/A,True,tt0119644,"2,391",USA
56fbd17971a06517ccaa7ac9,"David Lynch, Barry Gifford","3,796,699",1 win.,David Lynch,http://ia.media-imdb.com/images/M/MV5BMTk3MzUxOTQyNF5BMl5BanBnXkFtZTgwODM3Mjc1MDE@._V1_SX300.jpg,R,"Bill Pullman, Patricia Arquette, John Roselius, Louis Eppolito",English,movie,134 min,7.6,21 Feb 1997,"Mystery, Thriller",Lost Highway,52,True,tt0116922,"94,897","France, USA"
56fbd17971a06517ccaa7aca,Tom Schulman,"3,559,990",1 win.,Tom Schulman,http://ia.media-imdb.com/images/M/MV5BMTQ4NjU0NDc2Ml5BMl5BanBnXkFtZTcwMTM3NjYxMQ@@._V1_SX300.jpg,R,"Joe Pesci, Andy Comeau, Kristy Swanson, George Hamilton","English, Spanish",movie,95 min,5.3,18 Apr 1997,"Comedy, Crime",8 Heads in a Duffel Bag,15,True,tt0118541,"7,877","USA, UK"
56fbd17971a06517ccaa7acb,"David Bar Katz (story, John Leguizamo (story, David Bar Katz (screenplay)","3,506,206",N/A,Paul Miller,http://ia.media-imdb.com/images/M/MV5BMTIwMjE4NTcxMV5BMl5BanBnXkFtZTYwMzQ5ODg5._V1_SX300.jpg,PG-13,"John Leguizamo, Jeffrey Jones, Freddy Rodríguez, Pat Skipper",English,movie,84 min,4.9,07 Feb 1997,Comedy,The Pest,N/A,True,tt0119887,"6,610",USA
56fbd17971a06517ccaa7acc,"Mark Dindal (story, Robert Lence (story, Brian McEntee (story, Rick Calabash (story, David Womersley (story, Kelvin Yasuda (story, Roberts Gannaway (screenplay, Cliff Ruby (screenplay, Elana Lesser (screenplay, Theresa Cullen (screenplay, Cinco Paul (additional screenplay material)","3,562,749",3 wins & 13 nominations.,Mark Dindal,http://ia.media-imdb.com/images/M/MV5BMTIzNjc5ODEzNl5BMl5BanBnXkFtZTcwOTc1MzEyMQ@@._V1_SX300.jpg,G,"Scott Bakula, Jasmine Guy, Natalie Cole, Ashley Peldon",English,movie,75 min,6.9,26 Mar 1997,"Animation, Comedy, Family",Cats Don't Dance,N/A,True,tt0118829,"5,465",USA
56fbd17971a06517ccaa7acd,Winnie Holzman,"3,478,370",N/A,Scott Winant,http://ia.media-imdb.com/images/M/MV5BMzAyNDY4Nzg4OF5BMl5BanBnXkFtZTcwNzQ4NTQyMQ@@._V1_SX300.jpg,PG-13,"John Plumpis, Janel Moloney, Yvonne Zima, Christine Ebersole",English,movie,113 min,4.7,30 May 1997,"Romance, Comedy",'Til There Was You,N/A,True,tt0118523,"2,279",USA
56fbd17971a06517ccaa7ace,"Keith Walker (characters, John Mattson",,1 win & 2 nominations.,Sam Pillsbury,http://ia.media-imdb.com/images/M/MV5BMjk4MTE5MzU5Ml5BMl5BanBnXkFtZTcwMDYyMDUyMQ@@._V1_SX300.jpg,PG,"Jason James Richter, August Schellenberg, Annie Corley, Vincent Berry",English,movie,86 min,4.5,08 Aug 1997,"Adventure, Drama",Free Willy 3: The Rescue,N/A,True,tt0119152,"6,798",USA
56fbd17971a06517ccaa7acf,"Greg Dinner (earlier screenplay, Karen Janszen (screenplay, Louis Nowra (screenplay, Graham Linehan (screenplay)",,N/A,Mark Joffe,http://ia.media-imdb.com/images/M/MV5BMTI4MDE4MDQ1N15BMl5BanBnXkFtZTcwMDA4NDgyMQ@@._V1_SX300.jpg,R,"Janeane Garofalo, David O'Hara, Milo O'Shea, Jay O. Sanders",English,movie,97 min,6.5,03 Oct 1997,"Comedy, Romance",The MatchMaker,N/A,True,tt0119632,"4,734","Ireland, UK, USA"
56fbd17971a06517ccaa7ad0,"Kevin Meyer, Keith Samples","3,247,524",1 nomination.,Keith Samples,http://ia.media-imdb.com/images/M/MV5BMjA2NDc4MTc3OF5BMl5BanBnXkFtZTcwMjg3MzQyMQ@@._V1_SX300.jpg,R,"Greg Kinnear, Lauren Holly, Joan Cusack, Jay Thomas",English,movie,98 min,4.8,22 Aug 1997,"Comedy, Romance",A Smile Like Yours,N/A,True,tt0120151,"1,136",USA
56fbd17971a06517ccaa7ad1,"Russell Banks (novel, Atom Egoyan (screenplay)","4,306,697",Nominated for 2 Oscars. Another 33 wins & 52 nominations.,Atom Egoyan,http://ia.media-imdb.com/images/M/MV5BMzU1MTcwMzI3M15BMl5BanBnXkFtZTgwMzk0NjYxMTE@._V1_SX300.jpg,R,"Ian Holm, Caerthan Banks, Sarah Polley, Tom McCamus",English,movie,112 min,7.7,21 Nov 1997,Drama,The Sweet Hereafter,90,True,tt0120255,"26,246",Canada
56fbd17971a06517ccaa7ad2,"Terrence McNally (play, Terrence McNally (screenplay)","2,874,242",1 nomination.,Joe Mantello,http://ia.media-imdb.com/images/M/MV5BMzIwNDU1NDY3N15BMl5BanBnXkFtZTcwOTcxNzUyMQ@@._V1_SX300.jpg,R,"Jason Alexander, Stephen Spinella, Stephen Bogardus, Randy Becker",English,movie,108 min,7.0,16 May 1997,"Comedy, Drama, Romance",Love! Valour! Compassion!,59,True,tt0119578,"2,697",USA
56fbd17971a06517ccaa7ad3,"Neil LaBute (play, Neil LaBute (screenplay)","2,856,622",14 wins & 11 nominations.,Neil LaBute,http://ia.media-imdb.com/images/M/MV5BMTA1NjYzMDg4NzheQTJeQWpwZ15BbWU3MDA3NTc5MzE@._V1_SX300.jpg,R,"Aaron Eckhart, Stacy Edwards, Matt Malloy, Michael Martin","English, American Sign Language",movie,97 min,7.3,01 Aug 1997,"Comedy, Drama",In the Company of Men,81,True,tt0119361,"11,374","Canada, USA"
56fbd17971a06517ccaa7ad4,Mike Figgis,,1 win & 3 nominations.,Mike Figgis,http://ia.media-imdb.com/images/M/MV5BMTgxOTQwNDcwM15BMl5BanBnXkFtZTcwMzgzOTMyMQ@@._V1_SX300.jpg,R,"Wesley Snipes, Nastassja Kinski, Kyle MacLachlan, Ming-Na Wen",English,movie,102 min,5.9,14 Nov 1997,"Drama, Romance",One Night Stand,N/A,True,tt0119832,"5,534",USA
56fbd17971a06517ccaa7ad5,Alan Rudolph,"2,441,642",Nominated for 1 Oscar. Another 8 wins & 2 nominations.,Alan Rudolph,http://ia.media-imdb.com/images/M/MV5BMTYzNzc5MDk3MV5BMl5BanBnXkFtZTcwMjE5NDAwMQ@@._V1_SX300.jpg,R,"Nick Nolte, Julie Christie, Lara Flynn Boyle, Jonny Lee Miller","English, French",movie,119 min,6.2,20 Mar 1998,"Comedy, Drama, Romance",Afterglow,68,True,tt0118566,"2,824",USA
56fbd17971a06517ccaa7ad6,Mike Leigh,"2,506,039",3 wins & 4 nominations.,Mike Leigh,http://ia.media-imdb.com/images/M/MV5BMTgyNzY0NDUwNV5BMl5BanBnXkFtZTcwMTMyMzAzMQ@@._V1_SX300.jpg,R,"Katrin Cartlidge, Lynda Steadman, Kate Byers, Mark Benton",English,movie,83 min,7.2,08 Aug 1997,Drama,Career Girls,76,True,tt0118818,"4,027","UK, France"
56fbd17971a06517ccaa7ad7,"Peter Høeg (novel, Ann Biderman (screenplay)",,1 nomination.,Bille August,http://ia.media-imdb.com/images/M/MV5BMTIyNDAzMzM1Ml5BMl5BanBnXkFtZTYwNDQ3OTU5._V1_SX300.jpg,R,"Ona Fletcher, Julia Ormond, Agga Olsen, Patrick Field","English, Inuktitut",movie,121 min,6.4,28 Feb 1997,"Action, Drama, Sci-Fi",Smilla's Sense of Snow,45,True,tt0120152,"11,600","Denmark, Germany, Sweden"
56fbd17971a06517ccaa7ad8,"Adi Hasak, Ric Gibbs","2,154,540",N/A,George P. Cosmatos,http://ia.media-imdb.com/images/M/MV5BMjA0MDUwODYwOV5BMl5BanBnXkFtZTcwNjY5ODUyMQ@@._V1_SX300.jpg,R,"Charlie Sheen, Donald Sutherland, Linda Hamilton, Stephen Lang",English,movie,103 min,4.9,31 Jan 1997,"Action, Thriller",Shadow Conspiracy,N/A,True,tt0120107,"3,733",USA
56fbd17971a06517ccaa7ad9,"Alain Berliner, Chris Vander Stappen","2,280,573",Won 1 Golden Globe. Another 12 wins & 7 nominations.,Alain Berliner,http://ia.media-imdb.com/images/M/MV5BMTY3ODY1MTkxN15BMl5BanBnXkFtZTYwNjQwMjI5._V1_SX300.jpg,R,"Michèle Laroque, Jean-Philippe Écoffey, Hélène Vincent, Georges Du Fresne",French,movie,88 min,7.6,26 Dec 1997,Drama,Ma Vie en Rose,N/A,True,tt0119590,"7,377","Belgium, France, UK"
56fbd17971a06517ccaa7ada,"David Giles (story, Martin Meader (story, Bruce Beresford, Betty Jeffrey (diaries)","1,921,471",1 win & 4 nominations.,Bruce Beresford,http://ia.media-imdb.com/images/M/MV5BMTgzOTA1MzYxM15BMl5BanBnXkFtZTcwMzc5NDIyMQ@@._V1_SX300.jpg,R,"Glenn Close, Frances McDormand, Pauline Collins, Cate Blanchett","English, Japanese, Dutch, Malay",movie,122 min,6.8,11 Apr 1997,"Drama, History, War",Paradise Road,48,True,tt0119859,"4,051","Australia, USA"
56fbd17971a06517ccaa7adb,"Floyd Byars (story, Alex Siskin (story, Chris Black (story, Floyd Byars (screenplay)","1,890,472",N/A,Roger Christian,http://ia.media-imdb.com/images/M/MV5BMTk2Mzg3MzIyOF5BMl5BanBnXkFtZTYwMTc4Nzg5._V1_SX300.jpg,PG-13,"Patrick Stewart, Vincent Kartheiser, Brenda Fricker, Bradley Whitford",English,movie,106 min,5.2,22 Aug 1997,"Action, Thriller, Comedy",Masterminds,N/A,True,tt0119630,"2,913",USA
56fbd17971a06517ccaa7adc,Tony Vitale,"1,828,284",N/A,Tony Vitale,http://ia.media-imdb.com/images/M/MV5BMzMyNTE4Mjk4MF5BMl5BanBnXkFtZTcwNTMwMjEyMQ@@._V1_SX300.jpg,R,"Nick Scotti, Anthony Barrile, Anthony DeSando, Craig Chester",English,movie,86 min,6.1,18 Jul 1997,Comedy,"Kiss Me, Guido",46,True,tt0119465,"1,784",USA
56fbd17971a06517ccaa7add,"Henry James (novel, Carol Doyle (screenplay)",,1 nomination.,Agnieszka Holland,http://ia.media-imdb.com/images/M/MV5BNTE4ODg5MTU5MF5BMl5BanBnXkFtZTcwMjk5MDcyMQ@@._V1_SX300.jpg,PG,"Jennifer Jason Leigh, Albert Finney, Maggie Smith, Ben Chaplin","English, French",movie,115 min,6.7,10 Oct 1997,"Drama, Romance",Washington Square,N/A,True,tt0120481,"2,614",USA
56fbd17971a06517ccaa7ade,"Louise Simonson (comic book series, Jon Bogdanove (comic book series, Kenneth Johnson","1,686,429",1 nomination.,Kenneth Johnson,http://ia.media-imdb.com/images/M/MV5BMjA3ODM0OTYxOF5BMl5BanBnXkFtZTcwNjEwMjgxMQ@@._V1_SX300.jpg,PG-13,"Shaquille O'Neal, Annabeth Gish, Judd Nelson, Richard Roundtree",English,movie,97 min,2.7,15 Aug 1997,"Action, Crime, Sci-Fi",Steel,N/A,True,tt0120207,"8,388",USA
56fbd17971a06517ccaa7adf,N/A,"1,591,687",N/A,Peter Spirer,http://ia.media-imdb.com/images/M/MV5BMTI5MTgxODI0Nl5BMl5BanBnXkFtZTYwNzg3MDU5._V1_SX300.jpg,R,"Too $hort, B-Real, Kurtis Blow, Da Brat",English,movie,90 min,7.5,05 Mar 1997,"Documentary, Music",Rhyme & Reason,N/A,True,tt0120014,622,USA
56fbd17971a06517ccaa7ae0,Ken Solarz,,1 nomination.,John Irvin,http://ia.media-imdb.com/images/M/MV5BMjA2MjI0MTQ1OF5BMl5BanBnXkFtZTcwMDAwMTYyMQ@@._V1_SX300.jpg,R,"Harvey Keitel, Stephen Dorff, Timothy Hutton, Famke Janssen",English,movie,97 min,6.2,14 Mar 1997,"Crime, Drama, Thriller",City of Industry,N/A,True,tt0118859,"4,861",USA
56fbd17971a06517ccaa7ae1,Sally Potter,"1,300,000",Nominated for 1 BAFTA Film Award. Another 3 wins.,Sally Potter,http://ia.media-imdb.com/images/M/MV5BMTI5ODk3MzE3NV5BMl5BanBnXkFtZTcwMTAyNDMzMQ@@._V1_SX300.jpg,PG,"Sally Potter, Morgane Maugran, Géraldine Maillet, Katerina Mechera","English, French, Spanish",movie,100 min,6.8,14 Nov 1997,"Drama, Music, Romance",The Tango Lesson,N/A,True,tt0120275,"1,836","UK, France, Argentina, Germany, Netherlands"
56fbd17971a06517ccaa7ae2,N/A,,N/A,Dr. Philgood,N/A,N/A,"Tammy Dukes, Phil Guye, Shiloh McCormick, Dr. Philgood",English,movie,N/A,N/A,N/A,Adult,Shiloh Makes It Big,N/A,True,tt1047878,N/A,USA
56fbd17971a06517ccaa7ae3,"Josep Llurba (translation and adaptation, Sharman Macdonald (play, Sharman Macdonald (screenplay, Alan Rickman","776,332",5 wins & 9 nominations.,Alan Rickman,http://ia.media-imdb.com/images/M/MV5BMzgzMTY5ODY3M15BMl5BanBnXkFtZTcwNjM1MDEzMQ@@._V1_SX300.jpg,R,"Phyllida Law, Emma Thompson, Sheila Reid, Sandra Voe",English,movie,108 min,7.1,24 Dec 1997,Drama,The Winter Guest,N/A,True,tt0120521,"2,839","UK, USA"
56fbd17971a06517ccaa7ae4,Bill Bennett,,12 wins & 11 nominations.,Bill Bennett,http://ia.media-imdb.com/images/M/MV5BMTQ1NzkyNDk2OF5BMl5BanBnXkFtZTcwNDcwNDMzMQ@@._V1_SX300.jpg,R,"Tiffany Peters, Julie Sobotta, Syd Brisbane, Frances O'Connor",English,movie,96 min,6.4,14 Nov 1997,"Crime, Drama, Thriller",Kiss or Kill,N/A,True,tt0119467,"1,166",Australia
56fbd17971a06517ccaa7ae5,"Miguel Arteta (screenplay, Miguel Arteta (story, Matthew Greenfield (story)","592,573",1 win & 6 nominations.,Miguel Arteta,http://ia.media-imdb.com/images/M/MV5BMTQ3NTU2NzQyMl5BMl5BanBnXkFtZTcwODk1MjYxMQ@@._V1_SX300.jpg,R,"Douglas Spain, Efrain Figueroa, Kandeyce Jorden, Martha Velez","English, Spanish",movie,86 min,5.9,23 Jul 1997,"Comedy, Drama",Star Maps,N/A,True,tt0120197,860,USA
56fbd17971a06517ccaa7ae6,"Wendy MacLeod (play, Mark Waters (adaptation)","617,403",1 win & 5 nominations.,Mark Waters,http://ia.media-imdb.com/images/M/MV5BMjI5MjMxNzYxOF5BMl5BanBnXkFtZTgwNDQ4MzMzNzE@._V1_SX300.jpg,R,"Parker Posey, Josh Hamilton, Tori Spelling, Freddie Prinze Jr.",English,movie,85 min,6.7,10 Oct 1997,"Comedy, Drama",The House of Yes,54,True,tt0119324,"6,631",USA
56fbd17971a06517ccaa7ae7,"Steve James, Eugene Corr","532,190",N/A,Steve James,http://ia.media-imdb.com/images/M/MV5BMTk2MzE0NjQ0Nl5BMl5BanBnXkFtZTcwMzUxMjkxMQ@@._V1_SX300.jpg,PG-13,"Jared Leto, R. Lee Ermey, Ed O'Neill, Breckin Meyer",English,movie,106 min,6.8,24 Jan 1997,"Biography, Drama, Romance",Prefontaine,56,True,tt0119937,"5,462",USA
56fbd17971a06517ccaa7ae8,Daniel Taplitz,"488,419",1 nomination.,Daniel Taplitz,http://ia.media-imdb.com/images/M/MV5BMjE2NDc1MjE1N15BMl5BanBnXkFtZTcwMjcwMjcyMQ@@._V1_SX300.jpg,R,"Aidan Quinn, Courteney Cox, Anthony LaPaglia, Shirl Bernheim",English,movie,88 min,5.6,02 May 1997,"Comedy, Drama, Romance",Commandments,N/A,True,tt0115927,"1,345",USA
56fbd17971a06517ccaa7ae9,"Finn Taylor (story, Jeffrey D. Brown (story, Finn Taylor (screenplay)","464,655",N/A,Finn Taylor,http://ia.media-imdb.com/images/M/MV5BMjEwODgxNDE0Ml5BMl5BanBnXkFtZTcwMzg0MTUxMQ@@._V1_SX300.jpg,R,"David Arquette, Brad Hunt, Cathy Moriarty, Kathryn Erbe",English,movie,97 min,7.0,20 Jun 1997,"Comedy, Drama",Dream with the Fishes,N/A,True,tt0119019,"1,516",USA
56fbd17971a06517ccaa7aea,Jim McGlynn,"500,649",1 nomination.,Jack N. Green,http://ia.media-imdb.com/images/M/MV5BMTg2NTk5ODA3Ml5BMl5BanBnXkFtZTcwMjE3MjAzMQ@@._V1_SX300.jpg,R,"Bill Paxton, Mark Wahlberg, Julianna Margulies, James Gammon",English,movie,101 min,6.2,18 Apr 1997,"Crime, Drama, Romance",Traveller,57,True,tt0120366,"1,449",USA
56fbd17971a06517ccaa7aeb,"Mark Christopher (segment, Tom DeCerchio (segment, James Lecesne (segment, Nickolas Perry (segment)","186,675",N/A,"Mark Christopher, Tom DeCerchio, Nickolas Perry, Peggy Rajski",http://ia.media-imdb.com/images/M/MV5BMTYxMTg5NDgwMV5BMl5BanBnXkFtZTcwNzA4NzgxMQ@@._V1_SX300.jpg,N/A,"Michael Saucedo, Justin Urich, Travis Sher, Milo Ventimiglia",English,movie,74 min,6.8,07 Mar 1997,Drama,Boys Life 2,N/A,True,tt0118762,402,USA
