_id,imdbVotes,Type,Response,Language,Title,Box_office,Country,Rated,Runtime,imdbRating,Metascore,Actors,imdbID,Writer,Released,Director,Genre,Poster,Awards
56fb997a71a06517682a2cce,"2,214",movie,True,English,The Bride,"3,600,000","UK, USA",PG-13,118 min,5.3,N/A,"Sting, Jennifer Beals, Anthony Higgins, Clancy Brown",tt0088851,Lloyd Fonvielle (screenplay),16 Aug 1985,Franc Roddam,"Fantasy, Horror, Romance",http://ia.media-imdb.com/images/M/MV5BMjEyMTMwMzU2MF5BMl5BanBnXkFtZTcwNzI5MDYyMQ@@._V1_SX300.jpg,3 nominations.
56fb997a71a06517682a2ccf,"1,358",movie,True,English,Starchaser: The Legend of Orin,,"South Korea, USA",PG,107 min,6.8,N/A,"Joe Colligan, Carmen Argenziano, Noelle North, Anthony De Longis",tt0090065,Jeffrey Scott,22 Nov 1985,Steven Hahn,"Adventure, Animation, Sci-Fi",http://ia.media-imdb.com/images/M/MV5BMTc4MzYwNTQ4NV5BMl5BanBnXkFtZTcwMzU0ODYzMQ@@._V1_SX300.jpg,N/A
56fb997a71a06517682a2cd0,"1,611",movie,True,English,Fraternity Vacation,,USA,R,94 min,4.9,N/A,"Stephen Geoffreys, Sheree J. Wilson, Cameron Dye, Leigh McCloskey",tt0089167,Lindsay Harrison,12 Apr 1985,James Frawley,Comedy,http://ia.media-imdb.com/images/M/MV5BMTc5MjkzMjMyN15BMl5BanBnXkFtZTcwMjg5MTUyMQ@@._V1_SX300.jpg,N/A
56fb997a71a06517682a2cd1,"6,317",movie,True,English,The Legend of Billie Jean,,USA,R,96 min,6.5,N/A,"Helen Slater, Keith Gordon, Christian Slater, Richard Bradford",tt0089470,"Mark Rosenthal, Lawrence Konner",19 Jul 1985,Matthew Robbins,"Action, Drama",http://ia.media-imdb.com/images/M/MV5BMTY4MzQzNzQ4M15BMl5BanBnXkFtZTcwNDkwNDk3OA@@._V1_SX300.jpg,N/A
56fb997a71a06517682a2cd2,295,movie,True,English,Rappin',,USA,PG,92 min,3.4,N/A,"Mario Van Peebles, Eriq La Salle, Melvin Plowden, Richie Abanes",tt0089883,"Adam Friedman, Robert Jay Litz",10 May 1985,Joel Silberg,"Drama, Music, Musical",http://ia.media-imdb.com/images/M/MV5BMTIxMjIxNTA5MF5BMl5BanBnXkFtZTcwNjMxNTAzMQ@@._V1_SX300.jpg,N/A
56fb997a71a06517682a2cd3,472,movie,True,English,Fast Forward,,USA,PG,110 min,5.6,N/A,"John Scott Clough, Don Franklin, Tamara Mark, Tracy Silver",tt0089129,"Richard Wesley (screenplay, Timothy March (story)",15 Feb 1985,Sidney Poitier,"Drama, Musical",http://ia.media-imdb.com/images/M/MV5BMTk2MTA5Njc3Ml5BMl5BanBnXkFtZTcwOTQzNzAwMQ@@._V1_SX300.jpg,1 nomination.
56fb997a71a06517682a2cd4,345,movie,True,English,Hot Moves,,USA,R,85 min,5.0,N/A,"Michael Zorek, Adam Silbar, Jeff Fishman, Johnny Timko",tt0089304,"Larry Anderson, Peter Foldy",17 May 1985,Jim Sotos,Comedy,http://ia.media-imdb.com/images/M/MV5BMjIzNzA5NDgxOF5BMl5BanBnXkFtZTcwNzk2NDM3Mg@@._V1_SX300.jpg,N/A
56fb997a71a06517682a2cd5,966,movie,True,English,Bad Medicine,,USA,PG-13,98 min,4.4,N/A,"Steve Guttenberg, Alan Arkin, Julie Hagerty, Bill Macy",tt0088765,"Steven Horowitz (novel, Neil Offen (novel, Harvey Miller",22 Nov 1985,Harvey Miller,Comedy,http://ia.media-imdb.com/images/M/MV5BMTI3NjMwMzc3MF5BMl5BanBnXkFtZTcwMTU5NjAyMQ@@._V1_SX300.jpg,N/A
56fb997a71a06517682a2cd6,811,movie,True,English,Maxie,,USA,PG,98 min,5.4,N/A,"Glenn Close, Mandy Patinkin, Ruth Gordon, Barnard Hughes",tt0089569,"Jack Finney (novel, Patricia Resnick",27 Sep 1985,Paul Aaron,Comedy,http://ia.media-imdb.com/images/M/MV5BMTc1NTk5NDkyNl5BMl5BanBnXkFtZTcwMjE4NTEyMQ@@._V1_SX300.jpg,Nominated for 1 Golden Globe. Another 1 win & 3 nominations.
56fb997a71a06517682a2cd7,556,movie,True,English,Marie,,USA,PG-13,112 min,6.7,N/A,"Sissy Spacek, Jeff Daniels, Keith Szarabajka, Morgan Freeman",tt0089555,"Peter Maas (book, John Briley (screenplay)",27 Sep 1985,Roger Donaldson,Drama,http://ia.media-imdb.com/images/M/MV5BMTI1NjU5NDU3OF5BMl5BanBnXkFtZTcwMTAxNjUyMQ@@._V1_SX300.jpg,N/A
56fb997a71a06517682a2cd8,"1,871",movie,True,English,Dance with a Stranger,"138,359",UK,R,96 min,6.9,N/A,"Miranda Richardson, Rupert Everett, Ian Holm, Matthew Carroll",tt0088987,Shelagh Delaney,09 Aug 1985,Mike Newell,"Biography, Crime, Drama",http://ia.media-imdb.com/images/M/MV5BMzIyNjIzOTE5N15BMl5BanBnXkFtZTgwODIxOTc0MTE@._V1_SX300.jpg,3 wins & 3 nominations.
56fb997a71a06517682a2cd9,"19,726",movie,True,English,The Quiet Earth,"1,595,097",New Zealand,R,91 min,6.9,N/A,"Bruno Lawrence, Alison Routledge, Pete Smith, Anzac Wallace",tt0089869,"Craig Harrison (novel, Bill Baer, Bruno Lawrence, Sam Pillsbury",18 Oct 1985,Geoff Murphy,"Drama, Mystery, Sci-Fi",http://ia.media-imdb.com/images/M/MV5BMTk2MjM1NjgzNl5BMl5BanBnXkFtZTcwMTc5ODIzMQ@@._V1_SX300.jpg,10 wins.
56fb997a71a06517682a2cda,"38,185",movie,True,"English, German",Re-Animator,,USA,UNRATED,104 min,7.3,N/A,"Jeffrey Combs, Bruce Abbott, Barbara Crampton, David Gale",tt0089885,"H.P. Lovecraft (story, Dennis Paoli (screenplay, William Norris (screenplay, Stuart Gordon (screenplay)",18 Oct 1985,Stuart Gordon,"Comedy, Horror, Sci-Fi",http://ia.media-imdb.com/images/M/MV5BODI0NTQ1ODUwMV5BMl5BanBnXkFtZTgwNzU0ODgwNzE@._V1_SX300.jpg,4 wins & 2 nominations.
56fb997a71a06517682a2cdb,"1,415",movie,True,English,Warning Sign,,USA,R,99 min,6.1,N/A,"Sam Waterston, Kathleen Quinlan, Yaphet Kotto, Jeffrey DeMunn",tt0090293,"Hal Barwood, Matthew Robbins",23 Aug 1985,Hal Barwood,"Drama, Sci-Fi, Thriller",http://ia.media-imdb.com/images/M/MV5BMjA5OTQyMDU4M15BMl5BanBnXkFtZTcwMzkxODIzMQ@@._V1_SX300.jpg,N/A
56fb997a71a06517682a2cdc,429,movie,True,English,Bring on the Night,,USA,PG-13,97 min,7.4,N/A,"Miles A. Copeland III, Gil Friesen, Vic Garbarini, Omar Hakim",tt0088855,Michael Apted,08 Nov 1985,Michael Apted,"Documentary, Music",http://ia.media-imdb.com/images/M/MV5BMTI2OTc4ODEzMV5BMl5BanBnXkFtZTcwNTM4NTgyMQ@@._V1_SX300.jpg,1 win.
56fb997a71a06517682a2cdd,822,movie,True,English,The Slugger's Wife,,USA,PG-13,105 min,4.3,N/A,"Michael O'Keefe, Rebecca De Mornay, Martin Ritt, Randy Quaid",tt0090036,Neil Simon,29 Mar 1985,Hal Ashby,"Comedy, Music, Romance",http://ia.media-imdb.com/images/M/MV5BMTM3MzI1OTcxNl5BMl5BanBnXkFtZTcwODQ4MTUyMQ@@._V1_SX300.jpg,1 nomination.
56fb997a71a06517682a2cde,"4,488",movie,True,English,American Flyers,"1,400,000",USA,PG-13,113 min,6.3,N/A,"Kevin Costner, David Marshall Grant, Rae Dawn Chong, Alexandra Paul",tt0088707,Steve Tesich,16 Aug 1985,John Badham,"Drama, Sport",http://ia.media-imdb.com/images/M/MV5BMTU4MDU2OTk0MF5BMl5BanBnXkFtZTcwODQ0NzgxMQ@@._V1_SX300.jpg,N/A
56fb997a71a06517682a2cdf,249,movie,True,English,Certain Fury,,USA,R,87 min,5.0,N/A,"Tatum O'Neal, Irene Cara, Nicholas Campbell, George Murdock",tt0088895,Michael Jacobs (screenplay),01 Mar 1985,Stephen Gyllenhaal,"Action, Drama",http://ia.media-imdb.com/images/M/MV5BMTkxODg2NDY5Nl5BMl5BanBnXkFtZTcwMTU3MTAzMQ@@._V1_SX300.jpg,N/A
56fb997a71a06517682a2ce0,"1,056",movie,True,English,Wetherby,,UK,R,102 min,7.2,N/A,"Vanessa Redgrave, Ian Holm, Judi Dench, Marjorie Yates",tt0090310,David Hare,19 Jul 1985,David Hare,"Drama, Mystery",http://ia.media-imdb.com/images/M/MV5BMTIxMjYwOTc2MF5BMl5BanBnXkFtZTcwMDk0MTcyMQ@@._V1_SX300.jpg,Nominated for 1 BAFTA Film Award. Another 5 wins & 1 nomination.
56fb997a71a06517682a2ce1,"1,148",movie,True,English,Dreamchild,,UK,PG,94 min,7.1,N/A,"Coral Browne, Ian Holm, Peter Gallagher, Caris Corfman",tt0089052,Dennis Potter,04 Oct 1985,Gavin Millar,"Biography, Comedy, Drama",http://ia.media-imdb.com/images/M/MV5BMjE0MDI2ODcwM15BMl5BanBnXkFtZTcwNTczMDAyMw@@._V1_SX300.jpg,Nominated for 2 BAFTA Film Awards. Another 6 wins & 5 nominations.
56fb997a71a06517682a2ce2,"1,299",movie,True,English,Def-Con 4,,Canada,R,88 min,4.3,N/A,"Lenore Zann, Maury Chaykin, Kate Lynch, Kevin King",tt0087130,Paul Donovan,15 Mar 1985,"Paul Donovan, Digby Cook, Tony Randel","Action, Sci-Fi",http://ia.media-imdb.com/images/M/MV5BMTg1MzA0NTM1Ml5BMl5BanBnXkFtZTcwMDQ5NDUyMQ@@._V1_SX300.jpg,N/A
56fb997a71a06517682a2ce3,"1,664",movie,True,English,Fool for Love,"468,106",USA,R,106 min,6.1,N/A,"Sam Shepard, Kim Basinger, Harry Dean Stanton, Randy Quaid",tt0089160,"Sam Shepard (play, Sam Shepard (screenplay)",14 May 1986,Robert Altman,Drama,http://ia.media-imdb.com/images/M/MV5BMTIzMDgyODIxMl5BMl5BanBnXkFtZTcwNjk1NTYyMQ@@._V1_SX300.jpg,1 win & 1 nomination.
56fb997a71a06517682a2ce4,"2,306",movie,True,English,Lust in the Dust,,USA,R,84 min,6.3,N/A,"Tab Hunter, Divine, Lainie Kazan, Geoffrey Lewis",tt0089523,Philip John Taylor,01 Mar 1985,Paul Bartel,"Comedy, Western",http://ia.media-imdb.com/images/M/MV5BMTk2MzE1NTgwNl5BMl5BanBnXkFtZTcwNjAzNzYxMQ@@._V1_SX300.jpg,1 nomination.
56fb997a71a06517682a2ce5,714,movie,True,English,Code Name: Emerald,,USA,PG,95 min,6.0,N/A,"Ed Harris, Max von Sydow, Horst Buchholz, Helmut Berger",tt0088934,"Ronald Bass (novel, Ronald Bass (screenplay)",27 Sep 1985,Jonathan Sanger,"Action, Drama, War",N/A,N/A
56fb997a71a06517682a2ce6,455,movie,True,English,Joshua Then and Now,,Canada,R,119 min,6.7,N/A,"James Woods, Gabrielle Lazure, Alan Arkin, Michael Sarrazin",tt0089383,"Mordecai Richler (novel, Mordecai Richler (screenplay)",20 Sep 1985,Ted Kotcheff,"Comedy, Drama",http://ia.media-imdb.com/images/M/MV5BMTU5Mzg3Nzc3NV5BMl5BanBnXkFtZTcwODU5OTY1NQ@@._V1_SX300.jpg,5 wins & 8 nominations.
56fb997a71a06517682a2ce7,"1,356",movie,True,English,Morons from Outer Space,,UK,PG-13,90 min,4.5,N/A,"Joanne Pearce, Jimmy Nail, Paul Bown, James Sikking",tt0089622,"Griff Rhys Jones, Mel Smith",20 Sep 1985,Mike Hodges,"Comedy, Sci-Fi",http://ia.media-imdb.com/images/M/MV5BMTA4MjY3NTQ3MzleQTJeQWpwZ15BbWU3MDY2NjYxNjQ@._V1_SX300.jpg,1 nomination.
56fb997a71a06517682a2ce8,"5,081",movie,True,"Japanese, English",Mishima: A Life in Four Chapters,"450,000","USA, Japan",R,121 min,7.9,N/A,"Ken Ogata, Masayuki Shionoya, Hiroshi Mikami, Junya Fukuda",tt0089603,"Paul Schrader, Leonard Schrader",20 Sep 1985,Paul Schrader,"Biography, Drama",http://ia.media-imdb.com/images/M/MV5BMTAyMzM5MjAzODFeQTJeQWpwZ15BbWU3MDU3NzYwNzE@._V1_SX300.jpg,1 win & 1 nomination.
56fb997a71a06517682a2ce9,"1,889",movie,True,"English, German, Serbian",The Holcroft Covenant,,UK,R,112 min,5.8,N/A,"Michael Caine, Anthony Andrews, Victoria Tennant, Lilli Palmer",tt0089283,"Robert Ludlum (novel, George Axelrod (screenplay, Edward Anhalt (screenplay, John Hopkins (screenplay)",18 Oct 1985,John Frankenheimer,"Action, Crime, Drama",http://ia.media-imdb.com/images/M/MV5BMjEzODE4NTQzOV5BMl5BanBnXkFtZTYwMTA5OTA5._V1_SX300.jpg,1 nomination.
56fb997a71a06517682a2cea,"10,724",movie,True,French,Subway,,France,R,104 min,6.5,N/A,"Isabelle Adjani, Christopher Lambert, Richard Bohringer, Michel Galabru",tt0090095,"Luc Besson (dialogue, Luc Besson (scenario, Pierre Jolivet (scenario, Alain Le Henry (scenario, Marc Perrier (dialogue, Marc Perrier (scenario, Sophie Schmit (scenario)",06 Nov 1985,Luc Besson,"Comedy, Drama, Thriller",http://ia.media-imdb.com/images/M/MV5BMTk5MzUwNTk1NV5BMl5BanBnXkFtZTcwODgwMDAzMQ@@._V1_SX300.jpg,Nominated for 1 BAFTA Film Award. Another 3 wins & 11 nominations.
56fb997a71a06517682a2ceb,290,movie,True,English,Sylvester,,USA,PG,104 min,6.5,N/A,"Richard Farnsworth, Melissa Gilbert, Michael Schoeffling, Constance Towers",tt0090112,Carol Sobieski,15 Mar 1985,Tim Hunter,"Drama, Family",http://ia.media-imdb.com/images/M/MV5BMTQzNTgwNjEzNF5BMl5BanBnXkFtZTcwNDk3MTUyMQ@@._V1_SX300.jpg,1 nomination.
56fb997a71a06517682a2cec,"4,926",movie,True,English,Revolution,"184,570","UK, Norway",PG-13,126 min,5.2,N/A,"Al Pacino, Donald Sutherland, Nastassja Kinski, Joan Plowright",tt0089913,Robert Dillon,25 Dec 1985,Hugh Hudson,"Adventure, Drama, History",http://ia.media-imdb.com/images/M/MV5BMTg2NDEyMzk2OF5BMl5BanBnXkFtZTcwNTY2MTYyMQ@@._V1_SX300.jpg,1 win & 4 nominations.
56fb997a71a06517682a2ced,"5,663",movie,True,English,Private Resort,,USA,R,82 min,5.2,N/A,"Rob Morrow, Johnny Depp, Emily Longstreth, Karyn O'Bryan",tt0089839,"Gordon Mitchell (screenplay, Ken Segall (story, Alan Wenkus (story, Gordon Mitchell (story)",03 May 1985,George Bowers,Comedy,http://ia.media-imdb.com/images/M/MV5BMTk0MDk4NzQxOF5BMl5BanBnXkFtZTcwMjIzODEyMQ@@._V1_SX300.jpg,N/A
56fb997a71a06517682a2cee,972,movie,True,English,Eleni,,USA,PG,114 min,6.8,N/A,"Kate Nelligan, John Malkovich, Linda Hunt, Oliver Cotton",tt0089079,"Nicholas Gage (book, Steve Tesich (screenplay)",21 Dec 1985,Peter Yates,"Drama, War",http://ia.media-imdb.com/images/M/MV5BMTQ2MzcyNzcyOV5BMl5BanBnXkFtZTYwMzA3Mjg5._V1_SX300.jpg,N/A
56fb997a71a06517682a2cef,"1,549",movie,True,English,The New Kids,,USA,R,110 min,5.9,N/A,"Shannon Presby, Lori Loughlin, James Spader, John Philbin",tt0089679,"Stephen Gyllenhaal (screenplay, Stephen Gyllenhaal (story, Brian Taggert (story)",18 Jan 1985,Sean S. Cunningham,"Drama, Horror, Thriller",http://ia.media-imdb.com/images/M/MV5BMTcxMjA0MDgyNF5BMl5BanBnXkFtZTcwMjI1ODAzMQ@@._V1_SX300.jpg,N/A
56fb997a71a06517682a2cf0,707,movie,True,English,The Doctor and the Devils,,"UK, USA",R,93 min,6.3,N/A,"Timothy Dalton, Jonathan Pryce, Twiggy, Julian Sands",tt0089034,"Dylan Thomas (earlier screenplay, Ronald Harwood",04 Oct 1985,Freddie Francis,"Horror, Drama",http://ia.media-imdb.com/images/M/MV5BMTUyMzQzMzA0Ml5BMl5BanBnXkFtZTcwODA1NjAzMQ@@._V1_SX300.jpg,N/A
56fb997a71a06517682a2cf1,162,movie,True,English,Almost You,,USA,R,96 min,4.9,N/A,"Brooke Adams, Griffin Dunne, Karen Young, Marty Watt",tt0086876,"Adam Brooks (story, Mark Horowitz",29 Mar 1985,Adam Brooks,"Comedy, Drama",http://ia.media-imdb.com/images/M/MV5BMjEwMDgzNjM2MV5BMl5BanBnXkFtZTcwNTc0MjEzMQ@@._V1_SX300.jpg,1 win & 1 nomination.
56fb997a71a06517682a2cf2,"6,070",movie,True,English,Fandango,"85,000",USA,PG,91 min,6.7,N/A,"Kevin Costner, Judd Nelson, Sam Robards, Chuck Bush",tt0089126,Kevin Reynolds,25 Jan 1985,Kevin Reynolds,"Comedy, Drama",http://ia.media-imdb.com/images/M/MV5BMTUwNTA1MzUxOV5BMl5BanBnXkFtZTcwNDY0NDcyMQ@@._V1_SX300.jpg,N/A
56fb997a71a06517682a2cf3,827,movie,True,English,Wild Geese II,,"UK, Australia",R,125 min,4.7,N/A,"Scott Glenn, Barbara Carrera, Edward Fox, Laurence Olivier",tt0090323,"Daniel Carney (novel, Reginald Rose (screenplay)",18 Oct 1985,Peter R. Hunt,"Adventure, Thriller, Action",http://ia.media-imdb.com/images/M/MV5BMTM5MDM4MTIxNF5BMl5BanBnXkFtZTcwNzQ1Nzg0NQ@@._V1_SX300.jpg,N/A
56fb997a71a06517682a2cf4,"5,058",movie,True,"Spanish, English",The Official Story,,Argentina,R,112 min,7.8,N/A,"Héctor Alterio, Norma Aleandro, Chunchuna Villafañe, Hugo Arana",tt0089276,"Aída Bortnik, Luis Puenzo",08 Nov 1985,Luis Puenzo,"Drama, History, War",http://ia.media-imdb.com/images/M/MV5BMTMyNTc1MjIwNF5BMl5BanBnXkFtZTcwOTcyMTcyMQ@@._V1_SX300.jpg,Won 1 Oscar. Another 23 wins & 9 nominations.
56fb997a71a06517682a2cf5,"1,141",movie,True,"English, Korean, Spanish, Japanese, Latin",Trouble in Mind,,USA,R,111 min,6.7,N/A,"Kris Kristofferson, Keith Carradine, Lori Singer, Geneviève Bujold",tt0090209,Alan Rudolph,01 Mar 1986,Alan Rudolph,"Comedy, Crime, Drama",http://ia.media-imdb.com/images/M/MV5BMTA4MTQ3MTQ0MzJeQTJeQWpwZ15BbWU2MDkwNzI4OQ@@._V1_SX300.jpg,2 wins & 3 nominations.
56fb997a71a06517682a2cf6,"1,122",movie,True,English,Smooth Talk,,"UK, USA",PG-13,92 min,6.3,N/A,"Treat Williams, Laura Dern, Mary Kay Place, Margaret Welsh",tt0090037,"Joyce Carol Oates (story, Tom Cole (screenplay)",17 Nov 1985,Joyce Chopra,"Drama, Romance, Thriller",http://ia.media-imdb.com/images/M/MV5BMTQwNDI2ODc2NV5BMl5BanBnXkFtZTcwMjM0MTcyMQ@@._V1_SX300.jpg,2 wins & 5 nominations.
56fb997a71a06517682a2cf7,"6,403",movie,True,"Bosnian, Hungarian",When Father Was Away on Business,,Yugoslavia,R,136 min,7.9,N/A,"Moreno D'E Bartolli, Predrag Manojlovic, Mirjana Karanovic, Mustafa Nadarevic",tt0089748,Abdulah Sidran,11 Oct 1985,Emir Kusturica,Drama,http://ia.media-imdb.com/images/M/MV5BMTU5Nzk3NDEzMl5BMl5BanBnXkFtZTcwMTQzMDgyMQ@@._V1_SX300.jpg,Nominated for 1 Oscar. Another 3 wins & 3 nominations.
56fb997a71a06517682a2cf8,"1,967",movie,True,German,Colonel Redl,,"Yugoslavia, Hungary, Austria, West Germany",R,144 min,7.7,N/A,"Klaus Maria Brandauer, Hans Christian Blech, Armin Mueller-Stahl, Gudrun Landgrebe",tt0089716,"István Szabó (screenplay, Péter Dobai (screenplay, John Osborne (inspired by)",04 Oct 1985,István Szabó,"Biography, Drama, History",http://ia.media-imdb.com/images/M/MV5BMTI5NTk3MjgxNF5BMl5BanBnXkFtZTcwMzAzMzMzMQ@@._V1_SX300.jpg,Nominated for 1 Oscar. Another 5 wins & 2 nominations.
