_id,Genre,Runtime,Awards,Director,Language,Actors,imdbRating,Country,Response,Metascore,Writer,Poster,imdbID,Box_office,Rated,Title,Type,Released,imdbVotes
57076f1171a065033c87abed,"Comedy, Drama, Romance",93 min,Nominated for 1 Golden Globe. Another 8 wins & 35 nominations.,Nicole Holofcener,English,"Julia Louis-Dreyfus, Lennie Loftin, Jessica St. Clair, Christopher Nicholas Smith",7.1,USA,True,78,Nicole Holofcener,http://ia.media-imdb.com/images/M/MV5BMjI2MjIwMDk2Ml5BMl5BanBnXkFtZTcwNTQ1MzQ5OQ@@._V1_SX300.jpg,tt2390361,"17,536,788",PG-13,Enough Said,movie,11 Oct 2013,"47,557"
57076f1171a065033c87abee,"Horror, Sci-Fi, Thriller",97 min,N/A,Scott Stewart,English,"Keri Russell, Josh Hamilton, Dakota Goyo, Kadan Rockett",6.3,USA,True,50,Scott Stewart,http://ia.media-imdb.com/images/M/MV5BMTcxNDE1OTgyOF5BMl5BanBnXkFtZTcwMTEyMzMxOQ@@._V1_SX300.jpg,tt2387433,"17,411,930",PG-13,Dark Skies,movie,22 Feb 2013,"55,306"
57076f1171a065033c87abef,"Crime, Drama, Thriller",117 min,4 wins & 3 nominations.,Ridley Scott,"English, Spanish, Dutch","Michael Fassbender, Penélope Cruz, Cameron Diaz, Javier Bardem",5.4,"USA, UK",True,48,Cormac McCarthy,http://ia.media-imdb.com/images/M/MV5BMTc3ODk0MTY0N15BMl5BanBnXkFtZTgwOTU2MTEzMDE@._V1_SX300.jpg,tt2193215,"16,969,390",R,The Counselor,movie,25 Oct 2013,"78,602"
57076f1171a065033c87abf0,"Biography, Drama",128 min,2 nominations.,Joshua Michael Stern,English,"Ashton Kutcher, Dermot Mulroney, Josh Gad, Lukas Haas",5.9,"USA, Switzerland",True,44,Matt Whiteley,http://ia.media-imdb.com/images/M/MV5BMTM5NTQ3MTYxN15BMl5BanBnXkFtZTcwODE2Nzk3OQ@@._V1_SX300.jpg,tt2357129,"16,117,443",PG-13,Jobs,movie,16 Aug 2013,"74,191"
57076f1171a065033c87abf1,"Biography, Drama, Romance",85 min,39 wins & 52 nominations.,Ryan Coogler,English,"Michael B. Jordan, Melonie Diaz, Octavia Spencer, Kevin Durand",7.5,USA,True,85,Ryan Coogler,http://ia.media-imdb.com/images/M/MV5BMTQ0OTU1MDkxMF5BMl5BanBnXkFtZTcwNjI5OTA3OQ@@._V1_SX300.jpg,tt2334649,"16,097,842",R,Fruitvale Station,movie,26 Jul 2013,"50,425"
57076f1171a065033c87abf2,"Drama, Fantasy, Romance",123 min,3 wins & 8 nominations.,Richard Curtis,English,"Domhnall Gleeson, Rachel McAdams, Bill Nighy, Lydia Wilson",7.8,UK,True,55,Richard Curtis,http://ia.media-imdb.com/images/M/MV5BMTA1ODUzMDA3NzFeQTJeQWpwZ15BbWU3MDgxMTYxNTk@._V1_SX300.jpg,tt2194499,"15,294,553",R,About Time,movie,08 Nov 2013,"191,005"
57076f1171a065033c87abf3,"Drama, Horror, Thriller",88 min,1 win & 2 nominations.,Ed Gass-Donnelly,English,"Ashley Bell, Julia Garner, Spencer Treat Clark, David Jensen",4.0,"USA, France",True,35,"Damien Chazelle (screenplay, Ed Gass-Donnelly (screenplay, Damien Chazelle (story, Huck Botko (characters created by, Andrew Gurland (characters created by)",http://ia.media-imdb.com/images/M/MV5BMTk5MjkxMjUxMF5BMl5BanBnXkFtZTcwODk5ODUwOQ@@._V1_SX300.jpg,tt2034139,"15,152,879",PG-13,The Last Exorcism Part II,movie,01 Mar 2013,"13,215"
57076f1171a065033c87abf4,"Drama, Music",104 min,Nominated for 2 Oscars. Another 44 wins & 147 nominations.,"Ethan Coen, Joel Coen",English,"Oscar Isaac, Carey Mulligan, Justin Timberlake, Ethan Phillips",7.4,"USA, UK, France",True,92,"Joel Coen, Ethan Coen",http://ia.media-imdb.com/images/M/MV5BMjAxNjcyNDQxM15BMl5BanBnXkFtZTgwNzU2NDA0MDE@._V1_SX300.jpg,tt2042568,"13,214,255",R,Inside Llewyn Davis,movie,10 Jan 2014,"91,165"
57076f1171a065033c87abf5,"Action, Crime, Thriller",107 min,1 win & 2 nominations.,Jee-woon Kim,English,"Arron Shiver, Arnold Schwarzenegger, Titos Menchaca, Richard Dillard",6.4,USA,True,54,Andrew Knauer,http://ia.media-imdb.com/images/M/MV5BODc4NjI0OTYwNl5BMl5BanBnXkFtZTcwOTYwODQ3OA@@._V1_SX300.jpg,tt1549920,"12,026,670",R,The Last Stand,movie,18 Jan 2013,"111,878"
57076f1171a065033c87abf6,"Crime, Drama, Thriller",116 min,2 wins & 8 nominations.,Scott Cooper,English,"Woody Harrelson, Dendrie Taylor, Carl Ciarfalio, Nancy Mosser",6.8,"USA, UK",True,63,"Brad Ingelsby, Scott Cooper",http://ia.media-imdb.com/images/M/MV5BMTc2MTQ4MDU4NV5BMl5BanBnXkFtZTgwOTU1ODgzMDE@._V1_SX300.jpg,tt1206543,"11,326,836",R,Out of the Furnace,movie,06 Dec 2013,"80,323"
57076f1171a065033c87abf7,"Action, Crime, Drama",118 min,N/A,Niels Arden Oplev,"English, French, Albanian, Spanish, Hungarian","Colin Farrell, Noomi Rapace, Terrence Howard, Dominic Cooper",6.5,USA,True,39,J.H. Wyman,http://ia.media-imdb.com/images/M/MV5BMTM2NTU5NTIzMF5BMl5BanBnXkFtZTcwNjQ3MTM5OA@@._V1_SX300.jpg,tt2101341,"10,880,926",R,Dead Man Down,movie,08 Mar 2013,"52,733"
57076f1171a065033c87abf8,"Documentary, Short",9 min,N/A,Josh Oreck,English,N/A,N/A,USA,True,N/A,N/A,N/A,tt4047068,,N/A,Bullet to the Head: Mayhem Inc.,movie,16 Jul 2013,N/A
57076f1171a065033c87abf9,Music,110 min,1 nomination.,Benson Lee,English,"Josh Holloway, Laz Alonso, Josh Peck, Caity Lotz",5.0,USA,True,29,"Brin Hill, Chris Parker, Benson Lee (based upon the documentary \",http://ia.media-imdb.com/images/M/MV5BOTY2OTcyNzM3NF5BMl5BanBnXkFtZTgwNzgxMjkxMDE@._V1_SX300.jpg,tt1532958,"8,888,355",PG-13,Battle of the Year,movie,20 Sep 2013,"7,725"
57076f1171a065033c87abfa,Comedy,94 min,4 wins & 5 nominations.,"Elizabeth Banks, Steven Brill, Steve Carr, Rusty Cundieff, James Duffy, Griffin Dunne, Peter Farrelly, Patrik Forsberg, Will Graham, James Gunn, Brett Ratner, Jonathan van Tulleken, Bob Odenkirk",English,"Dennis Quaid, Greg Kinnear, Common, Charlie Saxton",4.3,USA,True,18,"Rocky Russo, Jeremy Sosenko, Ricky Blitt, Rocky Russo (screenplay, Jeremy Sosenko (screenplay, Bill O'Malley (story, Will Graham, Jack Kukoda, Rocky Russo, Jeremy Sosenko, Matt Portenoy, Rocky Russo (screenplay, Jeremy Sosenko (screenplay, Claes Kjellstrom (story, Jonas Wittenmark (story, Tobias Carlson (story, Will Carlough, Jonathan van Tulleken, Elizabeth Shapiro, Patrik Forsberg, Olle Sarri, Jacob Fleisher, Greg Pritikin, Rocky Russo, Jeremy Sosenko, James Gunn",http://ia.media-imdb.com/images/M/MV5BMTg4NzQ3NDM1Nl5BMl5BanBnXkFtZTcwNjEzMjM3OA@@._V1_SX300.jpg,tt1333125,"8,828,771",R,Movie 43,movie,25 Jan 2013,"76,459"
57076f1171a065033c87abfb,"Biography, Drama, History",141 min,Nominated for 1 Oscar. Another 10 wins & 28 nominations.,Justin Chadwick,"English, Afrikaans, Xhosa","Idris Elba, Naomie Harris, Tony Kgoroge, Riaad Moosa",7.1,"UK, South Africa",True,60,"William Nicholson (screenplay, Nelson Mandela (autobiography)",http://ia.media-imdb.com/images/M/MV5BMTg1NTQ1NDczNV5BMl5BanBnXkFtZTcwNDQyMDU1OQ@@._V1_SX300.jpg,tt2304771,"8,324,748",PG-13,Mandela: Long Walk to Freedom,movie,25 Dec 2013,"20,332"
57076f1171a065033c87abfc,"Drama, Romance",109 min,Nominated for 1 Oscar. Another 19 wins & 55 nominations.,Richard Linklater,"English, Greek, French","Ethan Hawke, Julie Delpy, Seamus Davey-Fitzpatrick, Jennifer Prior",7.9,"USA, Greece",True,94,"Richard Linklater, Julie Delpy, Ethan Hawke, Richard Linklater (characters, Kim Krizan (characters)",http://ia.media-imdb.com/images/M/MV5BMjA5NzgxODE2NF5BMl5BanBnXkFtZTcwNTI1NTI0OQ@@._V1_SX300.jpg,tt2209418,"8,114,507",R,Before Midnight,movie,14 Jun 2013,"90,146"
57076f1171a065033c87abfd,"Action, Crime, Thriller",172 min,15 wins & 25 nominations.,Vijay Krishna Acharya,"Hindi, English, Tamil, Telugu, Arabic","Aamir Khan, Katrina Kaif, Tabrett Bethell, Abhishek Bachchan",5.5,India,True,61,"Vijay Krishna Acharya (story, Aditya Chopra (story, Vijay Krishna Acharya (screenplay)",http://ia.media-imdb.com/images/M/MV5BMjI3NjY4OTU3Ml5BMl5BanBnXkFtZTgwODI5MzM1MDE@._V1_SX300.jpg,tt1833673,"8,031,955",N/A,Dhoom:3,movie,20 Dec 2013,"32,841"
57076f1171a065033c87abfe,Documentary,45 min,2 wins & 1 nomination.,Daniel Ferguson,English,"Benedict Cumberbatch, Jodi Magness, Farah Ammouri, Austin Carder",7.2,USA,True,N/A,"Daniel Ferguson, Sheila Curran Bernard (contributing writer)",http://ia.media-imdb.com/images/M/MV5BMTc5NjU3NzE4MV5BMl5BanBnXkFtZTgwNzExMjQ1MDE@._V1_SX300.jpg,tt2385006,"7,993,108",NOT RATED,Jerusalem,movie,18 Sep 2013,622
57076f1171a065033c87abff,"Action, Comedy, Crime",107 min,3 nominations.,Robert Rodriguez,"English, Spanish","Danny Trejo, Mel Gibson, Demián Bichir, Amber Heard",5.6,"Russia, USA",True,41,"Kyle Ward (screenplay, Robert Rodriguez (story, Marcel Rodriguez (story)",http://ia.media-imdb.com/images/M/MV5BMjA2MzUxMTM3M15BMl5BanBnXkFtZTgwMzA2NzkxMDE@._V1_SX300.jpg,tt2002718,"7,268,659",R,Machete Kills,movie,11 Oct 2013,"57,276"
57076f1171a065033c87ac00,"Drama, Thriller",106 min,1 nomination.,Robert Luketic,English,"Liam Hemsworth, Gary Oldman, Amber Heard, Harrison Ford",5.7,"USA, India, France",True,32,"Jason Hall (screenplay, Barry L. Levy (screenplay, Joseph Finder (novel)",http://ia.media-imdb.com/images/M/MV5BMTUyNjYwMTYwM15BMl5BanBnXkFtZTcwNDA4NTc2OQ@@._V1_SX300.jpg,tt1413495,"7,376,027",PG-13,Paranoia,movie,16 Aug 2013,"27,404"
57076f1171a065033c87ac01,Documentary,40 min,1 nomination.,"Stephen Judson, Greg MacGillivray",English,"Ferdiel Ballamu, Cate Blanchett, Menas Mambasar, Jawi Mayor",7.1,USA,True,N/A,Stephen Judson,http://ia.media-imdb.com/images/M/MV5BMTUyMjEzNjA5NF5BMl5BanBnXkFtZTgwOTk5MTYyMTE@._V1_SX300.jpg,tt3195742,"7,116,257",G,Journey to the South Pacific,movie,27 Nov 2013,72
57076f1171a065033c87ac02,"Drama, Family, Music",93 min,2 wins & 5 nominations.,Kasi Lemmons,English,"Forest Whitaker, Angela Bassett, Jennifer Hudson, Tyrese Gibson",4.4,USA,True,48,"Langston Hughes (based on the play by, Kasi Lemmons (written for the screen by)",http://ia.media-imdb.com/images/M/MV5BMTg3OTkxNzkwMl5BMl5BanBnXkFtZTgwOTcyNTE2MDE@._V1_SX300.jpg,tt1425922,"7,017,178",PG,Black Nativity,movie,27 Nov 2013,"1,593"
57076f1171a065033c87ac03,"Comedy, Drama, Romance",95 min,10 wins & 30 nominations.,James Ponsoldt,English,"Miles Teller, Shailene Woodley, Brie Larson, Masam Holden",7.1,USA,True,82,"Scott Neustadter (screenplay, Michael H. Weber (screenplay, Tim Tharp (novel)",http://ia.media-imdb.com/images/M/MV5BMjA5MTc0NTkzM15BMl5BanBnXkFtZTcwODEwNjE3OQ@@._V1_SX300.jpg,tt1714206,"6,851,969",R,The Spectacular Now,movie,13 Sep 2013,"98,318"
57076f1171a065033c87ac04,"Action, Biography, Drama",130 min,Nominated for 2 Oscars. Another 53 wins & 50 nominations.,Kar-wai Wong,"Mandarin, Cantonese, Japanese","Tony Chiu Wai Leung, Cung Le, Qingxiang Wang, Elvis Tsui",6.5,"Hong Kong, China",True,73,"Kar-wai Wong (story, Kar-wai Wong (screenplay, Jingzhi Zou (screenplay, Haofeng Xu (screenplay, Ta-chuen Chang (script consultant)",http://ia.media-imdb.com/images/M/MV5BMTQ0OTY2NTU2MF5BMl5BanBnXkFtZTcwNTEyMjY2OQ@@._V1_SX300.jpg,tt1462900,"6,594,136",PG-13,The Grandmaster,movie,30 Aug 2013,"23,687"
57076f1171a065033c87ac05,"Action, Adventure, Drama",106 min,Nominated for 1 Oscar. Another 3 wins & 40 nominations.,J.C. Chandor,English,Robert Redford,6.9,USA,True,87,J.C. Chandor,http://ia.media-imdb.com/images/M/MV5BMjI0MzIyMjU1N15BMl5BanBnXkFtZTgwOTk1MjQxMDE@._V1_SX300.jpg,tt2017038,"6,262,942",PG-13,All Is Lost,movie,07 Nov 2013,"57,391"
57076f1171a065033c87ac06,Drama,96 min,2 wins & 1 nomination.,David Scheinmann,English,"Jack Smith, Brian Cox, Natascha McElhone, Anne Reid",5.6,UK,True,39,"Massimiliano Durante, Carmelo Pennisi, David Scheinmann",http://ia.media-imdb.com/images/M/MV5BMTQwODYzNzM3OV5BMl5BanBnXkFtZTgwODA2NTc0MjE@._V1_SX300.jpg,tt2009606,,PG,Believe,movie,25 Jul 2014,530
57076f1171a065033c87ac07,"Biography, Crime, Drama",90 min,4 wins & 6 nominations.,Sofia Coppola,English,"Katie Chang, Israel Broussard, Emma Watson, Claire Julien",5.6,"USA, UK, France, Germany, Japan",True,66,"Sofia Coppola, Nancy Jo Sales (based on the Vanity Fair article \",http://ia.media-imdb.com/images/M/MV5BMTQzMTgwMzQxN15BMl5BanBnXkFtZTcwOTcwNTY0OQ@@._V1_SX300.jpg,tt2132285,"5,841,046",R,The Bling Ring,movie,21 Jun 2013,"65,512"
57076f1171a065033c87ac08,"Comedy, Romance",111 min,N/A,Pedro Pablo Ibarra,"English, Spanish","Jaime Camil, Laura Ramsey, Omar Chaparro, Aurora Papile",6.0,Mexico,True,57,"Georgina Garcia Riedel (screenplay, Issa López (screenplay, Gabriel Ripstein (screenplay, Oscar Orlando Torres (screenplay)",http://ia.media-imdb.com/images/M/MV5BMTk4NjAxMTYyMF5BMl5BanBnXkFtZTgwOTY4MDEzMDE@._V1_SX300.jpg,tt3203890,"5,823,487",PG,Pulling Strings,movie,08 Nov 2013,"1,408"
57076f1171a065033c87ac09,"Crime, Drama, Mystery",96 min,N/A,John Crowley,English,"Kate Lock, Katherine Press, Patrick Warner, Ricky Nixon",6.2,"UK, USA",True,50,Steven Knight (screenplay),http://ia.media-imdb.com/images/M/MV5BMjc3MTU2MzI2Ml5BMl5BanBnXkFtZTcwMzI3ODI2OQ@@._V1_SX300.jpg,tt2218003,"5,733,310",R,Closed Circuit,movie,28 Aug 2013,"16,788"
57076f1171a065033c87ac0a,"Action, Comedy, Romance",141 min,28 wins & 55 nominations.,Rohit Shetty,"Hindi, Tamil, English, Marathi","Deepika Padukone, Shah Rukh Khan, Satyaraj, Nikitin Dheer",5.9,India,True,45,"K. Subhash (story, Yunus Sajawal (screenplay, Robin Bhatt (additional screenplay, Farhad (dialogue, Sajid (dialogue)",http://ia.media-imdb.com/images/M/MV5BMjE2OTEyOTA3OV5BMl5BanBnXkFtZTcwNjI4MDk3OQ@@._V1_SX300.jpg,tt2112124,"5,306,729",NOT RATED,Chennai Express,movie,08 Aug 2013,"34,046"
57076f1171a065033c87ac0b,Short,18 min,N/A,N/A,English,"Julie Christie, Richard Jenkins, Shia LaBeouf, Brit Marling",N/A,USA,True,N/A,N/A,N/A,tt5230324,,N/A,"The Company You Keep: Behind-the-Scenes - The Script, Preparation and the Cast",movie,13 Aug 2013,N/A
57076f1171a065033c87ac0c,"Comedy, Drama, Musical",160 min,22 wins & 92 nominations.,Ayan Mukherjee,"Hindi, English, French","Ranbir Kapoor, Deepika Padukone, Aditya Roy Kapoor, Kalki Koechlin",6.9,India,True,N/A,"Hussain Dalal (dialogue, Ayan Mukherjee (story)",http://ia.media-imdb.com/images/M/MV5BODA4MjM2ODk4OF5BMl5BanBnXkFtZTcwNDgzODk1OQ@@._V1_SX300.jpg,tt2178470,"3,827,466",NOT RATED,Yeh Jawaani Hai Deewani,movie,31 May 2013,"23,741"
57076f1171a065033c87ac0d,Comedy,104 min,N/A,Maggie Carey,"English, Sanskrit","Aubrey Plaza, Johnny Simmons, Bill Hader, Alia Shawkat",5.8,USA,True,61,Maggie Carey (screenplay),http://ia.media-imdb.com/images/M/MV5BODg4ODYxMTk2NV5BMl5BanBnXkFtZTcwNzYxMTI5OQ@@._V1_SX300.jpg,tt1758795,"3,447,339",R,The To Do List,movie,26 Jul 2013,"28,447"
57076f1171a065033c87ac0e,Music,93 min,1 win & 3 nominations.,Nimród Antal,English,"Dane DeHaan, James Hetfield, Lars Ulrich, Kirk Hammett",7.2,USA,True,61,"Nimród Antal, Kirk Hammett, James Hetfield, Robert Trujillo, Lars Ulrich",http://ia.media-imdb.com/images/M/MV5BMjQwNjk5MTk4Ml5BMl5BanBnXkFtZTcwNTgwNDA5OQ@@._V1_SX300.jpg,tt2172935,"3,419,967",R,Metallica Through the Never,movie,04 Oct 2013,"12,918"
57076f1171a065033c87ac0f,Comedy,N/A,N/A,Ben McMillan,English,"Erik Stolhanske, James Grace, Madisen Beaty, Michelle Lombardo",7.5,USA,True,N/A,Ben McMillan,http://ia.media-imdb.com/images/M/MV5BMTc3MjI2MTQyMV5BMl5BanBnXkFtZTcwMjc3Nzc0OA@@._V1_SX300.jpg,tt1858776,,N/A,RockBarnes: The Emperor in You,movie,28 Apr 2013,15
57076f1171a065033c87ac10,Short,N/A,N/A,N/A,English,"Alan Arkin, Gary Lucchesi, Julianna Margulies, Al Pacino",N/A,USA,True,N/A,N/A,N/A,tt3272262,,N/A,Stand Up Guys: The Stand Up Songs of Jon Bon Jovi,movie,21 May 2013,N/A
57076f1171a065033c87ac11,"Biography, Drama, Thriller",128 min,2 wins & 3 nominations.,Bill Condon,"English, Icelandic, Swahili, Arabic","Peter Capaldi, David Thewlis, Anatole Taubman, Alexander Beyer",6.2,"USA, India, Belgium",True,49,"Daniel Domscheit-Berg (book, David Leigh (book, Luke Harding (book, Josh Singer (screenplay)",http://ia.media-imdb.com/images/M/MV5BMjY1MTY5NTg3M15BMl5BanBnXkFtZTgwMDQyMjgwMDE@._V1_SX300.jpg,tt1837703,"3,254,172",R,The Fifth Estate,movie,18 Oct 2013,"28,036"
57076f1171a065033c87ac12,Comedy,93 min,3 wins & 16 nominations.,Lake Bell,English,"Lake Bell, Rob Corddry, Alexandra Holden, Eva Longoria",6.7,USA,True,79,Lake Bell,http://ia.media-imdb.com/images/M/MV5BMTU0NzE0Mzg3M15BMl5BanBnXkFtZTcwNzY2MDY3OQ@@._V1_SX300.jpg,tt2294677,"2,962,542",R,In a World...,movie,13 Sep 2013,"25,026"
57076f1171a065033c87ac13,"Drama, Sport",113 min,N/A,David Boyd,English,"Scott Elrod, Dorian Brown, Charles Henry Wyson, James Devoti",6.0,USA,True,N/A,"Brian Brightly, Candace Lee, Eric Newman, Melanie Wistar",http://ia.media-imdb.com/images/M/MV5BNDAzODgwNDY0Nl5BMl5BanBnXkFtZTcwNDQ3NjAxOQ@@._V1_SX300.jpg,tt2051894,"2,859,955",PG-13,Home Run,movie,19 Apr 2013,"2,339"
57076f1171a065033c87ac14,Drama,141 min,Won 1 Oscar. Another 52 wins & 72 nominations.,Paolo Sorrentino,"Italian, Japanese, Spanish, Chinese","Toni Servillo, Carlo Verdone, Sabrina Ferilli, Carlo Buccirosso",7.7,"Italy, France",True,86,"Paolo Sorrentino (story, Paolo Sorrentino (screenplay, Umberto Contarello (screenplay)",http://ia.media-imdb.com/images/M/MV5BMTQ0ODg1OTQ2Nl5BMl5BanBnXkFtZTgwNTc2MDY1MDE@._V1_SX300.jpg,tt2358891,"2,835,886",NOT RATED,The Great Beauty,movie,14 Mar 2014,"52,259"
57076f1171a065033c87ac15,"Action, Drama, Musical",150 min,29 wins & 90 nominations.,Sanjay Leela Bhansali,Hindi,"Deepika Padukone, Ranveer Singh, Supriya Pathak, Sharad Kelkar",6.3,India,True,N/A,"Sanjay Leela Bhansali (screenplay, Garima (screenplay, William Shakespeare (play, Siddharth (screenplay)",http://ia.media-imdb.com/images/M/MV5BOTI0MzEyODgyN15BMl5BanBnXkFtZTgwODI3Mjk3MDE@._V1_SX300.jpg,tt2215477,"2,633,885",N/A,Goliyon Ki Rasleela Ram-Leela,movie,15 Nov 2013,"11,859"
57076f1171a065033c87ac16,"Drama, Music",102 min,N/A,Brad J. Silverman,English,"AJ Michalka, James Denton, Kevin Pollak, Shawnee Smith",6.1,USA,True,39,"Brad J. Silverman (screenplay, Brad J. Silverman (story, Brandon Rice (story, James Killian (story)",http://ia.media-imdb.com/images/M/MV5BMTA4MzY3MzA1MTZeQTJeQWpwZ15BbWU3MDY1MTE2Nzk@._V1_SX300.jpg,tt2349460,"2,507,106",PG,Grace Unplugged,movie,04 Oct 2013,"2,487"
57076f1171a065033c87ac17,"Drama, Romance",118 min,N/A,Steve Race,English,"Michael Madsen, Stephen Baldwin, Zahn McClarnon, Martin Kove",4.4,USA,True,23,Galley Molina,http://ia.media-imdb.com/images/M/MV5BMTU3MjA1MjY1NV5BMl5BanBnXkFtZTcwOTMxOTg3OQ@@._V1_SX300.jpg,tt1618432,"2,380,405",PG,I'm in Love with a Church Girl,movie,06 Dec 2013,"1,105"
57076f1171a065033c87ac18,"Crime, Drama, Mystery",101 min,3 wins & 3 nominations.,Danny Boyle,"English, French","James McAvoy, Vincent Cassel, Rosario Dawson, Danny Sapani",7.0,"UK, USA, France",True,61,"Joe Ahearne (screenplay, John Hodge (screenplay, Joe Ahearne (story)",http://ia.media-imdb.com/images/M/MV5BMjMzNjU1MTg5NF5BMl5BanBnXkFtZTcwMTExMTcwOQ@@._V1_SX300.jpg,tt1924429,"2,319,187",R,Trance,movie,27 Mar 2013,"90,074"
57076f1171a065033c87ac19,"Drama, Thriller",116 min,1 win & 7 nominations.,Zal Batmanglij,English,"Brit Marling, Alexander Skarsgård, Ellen Page, Toby Kebbell",6.9,"USA, UK",True,68,"Zal Batmanglij, Brit Marling",http://ia.media-imdb.com/images/M/MV5BMjEyNjQzMzg5Nl5BMl5BanBnXkFtZTcwMjExNzU1OQ@@._V1_SX300.jpg,tt1869716,"2,268,296",PG-13,The East,movie,28 Jun 2013,"40,692"
57076f1171a065033c87ac1a,N/A,N/A,N/A,N/A,French,"Cécile Bois, Raphaël Lenglet, Clara Antoons, Etienne Martinelli",6.8,France,True,N/A,"Solen Roy-Pagenault, Robin Barataud, Brigitte Peskine",N/A,tt2819924,,N/A,Candice Renoir,series,19 Apr 2013,60
57076f1171a065033c87ac1b,"Drama, Family",100 min,N/A,John Stephenson,English,"Hans Matheson, Samantha Barks, Lesley Manville, Sylvester McCoy",5.8,"UK, USA",True,33,"Candace Lee (screenplay, Max Lucado (based on the novel by, Eric Newman (screenplay)",http://ia.media-imdb.com/images/M/MV5BMTgzNzM2NjE0OV5BMl5BanBnXkFtZTgwMDY5MjI1MDE@._V1_SX300.jpg,tt2739338,"2,209,479",PG,The Christmas Candle,movie,15 Nov 2013,825
57076f1171a065033c87ac1c,"Drama, Romance",180 min,Nominated for 1 Golden Globe. Another 83 wins & 92 nominations.,Abdellatif Kechiche,"French, English","Léa Seydoux, Adèle Exarchopoulos, Salim Kechiouche, Aurélien Recoing",7.8,"France, Belgium, Spain",True,88,"Abdellatif Kechiche (scenario,  adaptation and dialogue, Ghalia Lacroix (scenario,  adaptation and dialogue, Julie Maroh (adapted from: the comic book \",http://ia.media-imdb.com/images/M/MV5BMTQ5NTg5ODk4OV5BMl5BanBnXkFtZTgwODc4MTMzMDE@._V1_SX300.jpg,tt2278871,"2,199,675",NC-17,Blue Is the Warmest Color,movie,09 Oct 2013,"86,065"
57076f1171a065033c87ac1d,"Action, Romance, Sci-Fi",152 min,9 wins & 23 nominations.,Rakesh Roshan,"Hindi, Telugu, Tamil","Priyanka Chopra, Hrithik Roshan, Amitabh Bachchan, Kangana Ranaut",5.4,India,True,N/A,"Rakesh Roshan (story, Robin Bhatt (screenplay, Honey Irani (screenplay, Irfan Kamal (screenplay, Akarsh Khurana (screenplay, Rakesh Roshan (screenplay, Sanjay Masoom (dialogue, David Benullo (story)",http://ia.media-imdb.com/images/M/MV5BMjI0MzU3MTM1Ml5BMl5BanBnXkFtZTgwOTk2MjQ0MDE@._V1_SX300.jpg,tt1029231,"2,191,343",N/A,Krrish 3,movie,01 Nov 2013,"15,173"
57076f1171a065033c87ac1e,"Comedy, Romance",97 min,1 nomination.,Jerusha Hess,English,"Keri Russell, JJ Feild, Bret McKenzie, Jennifer Coolidge",6.3,"UK, USA",True,42,"Jerusha Hess (screenplay, Shannon Hale (screenplay, Shannon Hale (based on the novel by)",http://ia.media-imdb.com/images/M/MV5BMjE2MTUzMjgyNF5BMl5BanBnXkFtZTcwNjY4NDM4OQ@@._V1_SX300.jpg,tt1985019,"2,151,202",PG-13,Austenland,movie,27 Sep 2013,"14,180"
57076f1171a065033c87ac1f,"Action, Drama",107 min,6 wins & 7 nominations.,Garrett Batty,English,"Corbin Allred, Maclain Nelson, Nikita Bogolyubov, Alex Veadov",5.6,"USA, Ukraine",True,N/A,Garrett Batty,http://ia.media-imdb.com/images/M/MV5BMTQzMTA5NzYwM15BMl5BanBnXkFtZTgwMDUyODYyMDE@._V1_SX300.jpg,tt2887322,"2,137,705",PG-13,The Saratov Approach,movie,09 Oct 2013,"1,699"
57076f1171a065033c87ac20,"Documentary, Drama",83 min,Nominated for 1 BAFTA Film Award. Another 7 wins & 35 nominations.,Gabriela Cowperthwaite,"English, Spanish","Tilikum, John Hargrove, Samantha Berg, Mark Simmons",8.1,USA,True,83,"Gabriela Cowperthwaite, Eli B. Despres, Tim Zimmermann",http://ia.media-imdb.com/images/M/MV5BNTkyNTkwMzkxMl5BMl5BanBnXkFtZTcwMzAwOTE2OQ@@._V1_SX300.jpg,tt2545118,"2,063,312",PG-13,Blackfish,movie,18 Oct 2013,"42,139"
57076f1171a065033c87ac21,Documentary,101 min,2 nominations.,Richard Robbins,English,"Amina, Marie Arana, Azmera, Arindol Bagchi",7.3,USA,True,59,"Marie Arana, Doreen Baingana, Edwidge Dantical, Mona Eltahawy, Aminatta Forna, Zarghuna Kargar, Maaza Mengiste, Sooni Taraporevala, Manjushree Thapa, Loung Ung",http://ia.media-imdb.com/images/M/MV5BMTY2MjY5OTMwNl5BMl5BanBnXkFtZTcwOTE2NTcyOQ@@._V1_SX300.jpg,tt2444946,,PG-13,Girl Rising,movie,01 Sep 2014,822
57076f1171a065033c87ac22,"Comedy, Sci-Fi",53 min,N/A,"Louie Cortes, Lindsay Serrano",English,"Bradley Creanzo, Patrick Devaney, Ralph Merced, Samantha Quintana",8.0,USA,True,N/A,"Louie Cortes, Lindsay Serrano, Manny Serrano",http://ia.media-imdb.com/images/M/MV5BZTNiMjJhNjQtYTJlNy00YzEwLWJhMmEtZjI4YTkxNDE4ZjBmXkEyXkFqcGdeQXVyMzc1MjQ5MTU@._V1_SX300.jpg,tt3041534,,N/A,The Attack of the Brain People,movie,29 Jun 2013,8
