_id,Type,Response,imdbRating,Director,Poster,Metascore,Runtime,imdbID,Writer,imdbVotes,Box_office,Rated,Country,Title,Awards,Actors,Released,Language,Genre
56fb9e7b71a0651ba00657e3,movie,True,6.1,Marshall Brickman,http://ia.media-imdb.com/images/M/MV5BNzQwMzk0OTEyNV5BMl5BanBnXkFtZTcwMDE0OTcxMQ@@._V1_SX300.jpg,N/A,117 min,tt0091472,"Marshall Brickman, Thomas Baum","4,037","3,900,000",PG-13,USA,The Manhattan Project,1 win & 1 nomination.,"John Lithgow, Richard Council, Robert Schenkkan, Paul Austin",13 Jun 1986,English,"Sci-Fi, Thriller"
56fb9e7b71a0651ba00657e4,movie,True,5.7,Sidney Lumet,http://ia.media-imdb.com/images/M/MV5BMjE4ODI5Mzk0M15BMl5BanBnXkFtZTcwNTMzNjEyMQ@@._V1_SX300.jpg,N/A,111 min,tt0091786,David Himmelstein,"2,082","3,800,000",R,USA,Power,1 win & 1 nomination.,"Richard Gere, Julie Christie, Gene Hackman, Kate Capshaw",31 Jan 1986,English,Drama
56fb9e7b71a0651ba00657e5,movie,True,5.9,Mike Marvin,http://ia.media-imdb.com/images/M/MV5BMjAzNzY5NjQ4Ml5BMl5BanBnXkFtZTcwOTAzMTkzMQ@@._V1_SX300.jpg,N/A,93 min,tt0092240,Mike Marvin,"9,696","3,500,000",R,"USA, Canada",The Wraith,N/A,"Charlie Sheen, Nick Cassavetes, Sherilyn Fenn, Randy Quaid",21 Nov 1986,English,"Action, Horror, Romance"
56fb9e7b71a0651ba00657e6,movie,True,4.4,Renny Harlin,http://ia.media-imdb.com/images/M/MV5BMTA4ODg4NzIyODFeQTJeQWpwZ15BbWU3MDIzOTQzMjE@._V1_SX300.jpg,N/A,95 min,tt0091313,"Renny Harlin, Markus Selin","1,427","3,388,020",R,"USA, Finland",Born American,N/A,"Mike Norris, Steve Durham, David Coburn, Thalmus Rasulala",29 Aug 1986,English,"Action, Drama, Thriller"
56fb9e7b71a0651ba00657e7,movie,True,7.4,Bertrand Tavernier,http://ia.media-imdb.com/images/M/MV5BMjE5MDQ5MDA0N15BMl5BanBnXkFtZTcwMDg5MzEyMQ@@._V1_SX300.jpg,N/A,133 min,tt0090557,"David Rayfiel (screenplay, Bertrand Tavernier (screenplay, Colo Tavernier (French translation)","3,665","3,272,600",R,"USA, France",'Round Midnight,Won 1 Oscar. Another 9 wins & 11 nominations.,"Dexter Gordon, François Cluzet, Gabrielle Haker, Sandra Reaves-Phillips",03 Oct 1986,"English, French","Drama, Music"
56fb9e7b71a0651ba00657e8,movie,True,5.6,Paul Nicholas,http://ia.media-imdb.com/images/M/MV5BMjA0OTU4NTY2OF5BMl5BanBnXkFtZTgwMjI0NTkwMzE@._V1_SX300.jpg,N/A,97 min,tt0091603,Paul Nicholas,263,"3,136,701",R,USA,The Naked Cage,N/A,"Shari Shattuck, Angel Tompkins, Lucinda Crosby, Stacey Shaffer",07 Mar 1986,English,"Drama, Action"
56fb9e7b71a0651ba00657e9,movie,True,5.3,Paul Lynch,http://ia.media-imdb.com/images/M/MV5BMTIwMDAxMjEyMF5BMl5BanBnXkFtZTcwMTY4MDkzMQ@@._V1_SX300.jpg,N/A,90 min,tt0090779,"John Sheppard (screenplay, Bryan McCann (screenplay)",300,"2,995,527",R,Canada,Bullies,1 nomination.,"Jonathan Crombie, Janet-Laine Green, Stephen Hunter, Dehl Berti",29 Aug 1986,English,"Action, Thriller, Drama"
56fb9e7b71a0651ba00657ea,movie,True,7.1,Alex Cox,http://ia.media-imdb.com/images/M/MV5BMjExNjA5NzY4M15BMl5BanBnXkFtZTcwNjQ2NzI5NA@@._V1_SX300.jpg,N/A,112 min,tt0091954,"Alex Cox (screenplay, Abbe Wool (screenplay)","22,773","2,826,523",R,UK,Sid and Nancy,Nominated for 1 BAFTA Film Award. Another 4 wins & 1 nomination.,"Gary Oldman, Chloe Webb, David Hayman, Debby Bishop",07 Nov 1986,English,"Biography, Drama, Music"
56fb9e7b71a0651ba00657eb,movie,True,4.5,Jeffrey Delman,http://ia.media-imdb.com/images/M/MV5BMjU5ODg3MjYyOV5BMl5BanBnXkFtZTcwMzk2MDc0NQ@@._V1_SX300.jpg,N/A,93 min,tt0092850,"Jeffrey Delman, J. Edward Kiernan, Charles F. Shelton",774,"2,750,741",R,USA,Deadtime Stories,N/A,"Scott Valentine, Nicole Picard, Matt Mitler, Cathryn de Prume",28 Nov 1986,English,"Comedy, Horror"
56fb9e7b71a0651ba00657ec,movie,True,5.3,Bruno Bianchi,N/A,N/A,73 min,tt0104401,"George Gately (comic strip, Alan Swayze",173,,G,"Canada, France, USA",Heathcliff: The Movie,N/A,"Mel Blanc, Donna Christie, Peter Cullen, Jeannie Elias",17 Jan 1986,English,"Family, Animation, Comedy"
56fb9e7b71a0651ba00657ed,movie,True,4.4,Peter Medak,http://ia.media-imdb.com/images/M/MV5BMzY1MjE4NDYxN15BMl5BanBnXkFtZTcwNjg3ODE1NA@@._V1_SX300.jpg,N/A,101 min,tt0091508,"Leonard Michaels (novel, Leonard Michaels (screenplay)",635,"2,444,076",R,USA,The Men's Club,N/A,"David Dukes, Richard Jordan, Harvey Keitel, Frank Langella",19 Sep 1986,English,Drama
56fb9e7b71a0651ba00657ee,movie,True,6.0,Joe Roth,http://ia.media-imdb.com/images/M/MV5BMjE1MDEwNjUzOV5BMl5BanBnXkFtZTYwODM3Mjg5._V1_SX300.jpg,N/A,95 min,tt0092022,"Dezsö Magyar (story, Heywood Gould, Richard Price, Tom Cole",463,"2,546,238",R,USA,Streets of Gold,N/A,"Klaus Maria Brandauer, Adrian Pasdar, Wesley Snipes, Ángela Molina",14 Nov 1986,English,"Drama, Sport"
56fb9e7b71a0651ba00657ef,movie,True,7.0,David Byrne,http://ia.media-imdb.com/images/M/MV5BNTMxODI4MjQxOF5BMl5BanBnXkFtZTcwOTQxODgxMQ@@._V1_SX300.jpg,N/A,90 min,tt0092117,"David Byrne, Beth Henley, Stephen Tobolowsky","3,447","2,545,142",PG,USA,True Stories,2 nominations.,"David Byrne, John Goodman, Annie McEnroe, Jo Harvey Allen",10 Oct 1986,English,"Musical, Comedy"
56fb9e7b71a0651ba00657f0,movie,True,5.1,Tom DeSimone,http://ia.media-imdb.com/images/M/MV5BNTI0MTcxMjU5NF5BMl5BanBnXkFtZTcwNTQyMjAzMQ@@._V1_SX300.jpg,N/A,94 min,tt0091836,"Jack Cummins (additional dialogue, Tom DeSimone, Daniel Arthur Wray (additional dialogue)","1,605",,R,USA,Reform School Girls,N/A,"Linda Carol, Wendy O. Williams, Pat Ast, Sybil Danning",22 Aug 1986,English,"Drama, Thriller, Crime"
56fb9e7b71a0651ba00657f1,movie,True,6.7,Albert Pyun,http://ia.media-imdb.com/images/M/MV5BMjAzNTUzODkwNV5BMl5BanBnXkFtZTYwMzE3NDg5._V1_SX300.jpg,N/A,95 min,tt0090904,"Scott Fields, Marty Ross (screenplay, Marty Ross (story, John Stockwell",856,"2,390,525",R,USA,Dangerously Close,N/A,"John Stockwell, J. Eddie Peck, Carey Lowell, Bradford Bancroft",09 May 1986,English,"Action, Crime, Thriller"
56fb9e7b71a0651ba00657f2,movie,True,7.0,James Foley,http://ia.media-imdb.com/images/M/MV5BMjA2MjUzMjY1M15BMl5BanBnXkFtZTcwMDczMTcyNA@@._V1_SX300.jpg,N/A,111 min,tt0090670,"Elliott Lewitt (story, Nicholas Kazan (story, Nicholas Kazan (screenplay)","10,501","2,347,000",R,USA,At Close Range,2 wins & 2 nominations.,"Sean Penn, Christopher Walken, Mary Stuart Masterson, Chris Penn",18 Apr 1986,English,"Crime, Drama"
56fb9e7b71a0651ba00657f3,movie,True,3.0,Jim Goddard,http://ia.media-imdb.com/images/M/MV5BMTMxNzAwMDQ5OV5BMl5BanBnXkFtZTcwMjUxMTE3NA@@._V1_SX300.jpg,N/A,97 min,tt0091934,"John Kohn (screenplay, Robert Bentley (screenplay, Tony Kenrick (from the novel \","3,993","2,315,683",PG-13,UK,Shanghai Surprise,1 win & 6 nominations.,"Sean Penn, Madonna, Paul Freeman, Richard Griffiths",29 Aug 1986,English,"Adventure, Crime, Drama"
56fb9e7b71a0651ba00657f4,movie,True,4.7,Zoran Perisic,http://ia.media-imdb.com/images/M/MV5BMTIzNjM5OTI5Nl5BMl5BanBnXkFtZTYwMjcwMDk5._V1_SX300.jpg,N/A,105 min,tt0091963,Thom Keyes (original screenplay),152,"2,295,500",PG,UK,Sky Bandits,N/A,"Scott McGinnis, Jeff Osterhage, Ronald Lacey, Miles Anderson",31 Oct 1986,English,"Action, Adventure, War"
56fb9e7b71a0651ba00657f5,movie,True,5.5,John McTiernan,http://ia.media-imdb.com/images/M/MV5BMTIyNzY0NDMxNl5BMl5BanBnXkFtZTcwOTkzOTEyMQ@@._V1_SX300.jpg,N/A,91 min,tt0091647,John McTiernan,"2,675","2,278,264",R,USA,Nomads,N/A,"Lesley-Anne Down, Pierce Brosnan, Anna Maria Monticelli, Adam Ant",07 Mar 1986,"English, French","Horror, Mystery, Thriller"
56fb9e7b71a0651ba00657f6,movie,True,7.2,Hal Needham,http://ia.media-imdb.com/images/M/MV5BMTA0NjY5NzExMzNeQTJeQWpwZ15BbWU4MDIxNTM4MTEx._V1_SX300.jpg,N/A,91 min,tt0091817,"Sam Bernard, Geoffrey Edwards","3,612","2,015,882",PG,USA,Rad,1 win & 1 nomination.,"Bill Allen, Lori Loughlin, Talia Shire, Ray Walston",21 Aug 1986,English,"Drama, Sport"
56fb9e7b71a0651ba00657f7,movie,True,7.4,Jean-Jacques Beineix,http://ia.media-imdb.com/images/M/MV5BMTc1MTc0ODcxM15BMl5BanBnXkFtZTcwNDIzMzMzMQ@@._V1_SX300.jpg,N/A,120 min,tt0090563,"Philippe Djian (novel, Jean-Jacques Beineix","12,915","2,003,822",N/A,France,Betty Blue,Nominated for 1 Oscar. Another 5 wins & 10 nominations.,"Jean-Hugues Anglade, Béatrice Dalle, Gérard Darmon, Consuelo De Haviland",07 Nov 1986,French,"Drama, Romance"
56fb9e7b71a0651ba00657f8,movie,True,5.3,Michael Chapman,http://ia.media-imdb.com/images/M/MV5BMTM4NDY4NjYwOF5BMl5BanBnXkFtZTcwODQyODMyMQ@@._V1_SX300.jpg,N/A,98 min,tt0090848,"Jean M. Auel (novel, John Sayles (screenplay)","4,881","1,953,732",R,USA,The Clan of the Cave Bear,N/A,"Daryl Hannah, Pamela Reed, James Remar, Thomas G. Waites",17 Jan 1986,English,"Adventure, Drama, Fantasy"
56fb9e7b71a0651ba00657f9,movie,True,5.3,Andrew Lane,http://ia.media-imdb.com/images/M/MV5BMTM4MDExNTAxN15BMl5BanBnXkFtZTcwMDc5MjYxMQ@@._V1_SX300.jpg,N/A,100 min,tt0091282,"Wayne Crawford, Andrew Lane",594,"1,943,751",PG,USA,Jake Speed,N/A,"Wayne Crawford, Dennis Christopher, Karen Kopins, John Hurt",30 May 1986,English,"Adventure, Action, Comedy"
56fb9e7b71a0651ba00657fa,movie,True,7.4,Denys Arcand,http://ia.media-imdb.com/images/M/MV5BMTMyMTY4OTg2Nl5BMl5BanBnXkFtZTcwNDE4NjYyMQ@@._V1_SX300.jpg,N/A,101 min,tt0090985,"Denys Arcand, Gabriel Arcand (collaborating writer, Mark Blandford (collaborating writer, Jean-Claude Lauzon (collaborating writer, Monique Proulx (collaborating writer, Yvon Rivard (collaborating writer, Catherine Ruelle (collaborating writer, Louise Vandelac (collaborating writer)","6,140",,R,Canada,The Decline of the American Empire,Nominated for 1 Oscar. Another 13 wins & 6 nominations.,"Dominique Michel, Dorothée Berryman, Louise Portal, Pierre Curzi",14 Nov 1986,French,"Comedy, Drama"
56fb9e7b71a0651ba00657fb,movie,True,5.6,Clay Borris,http://ia.media-imdb.com/images/M/MV5BMTI3NTI1ODQ1MV5BMl5BanBnXkFtZTcwNjk3MDQzMQ@@._V1_SX300.jpg,N/A,80 min,tt0091815,"Clay Borris, Susan Vercellino",498,"1,900,000",R,USA,Quiet Cool,N/A,"James Remar, Adam Coleman Howard, Daphne Ashbrook, Jared Martin",07 Nov 1986,English,Action
56fb9e7b71a0651ba00657fc,movie,True,5.9,Richard Franklin,http://ia.media-imdb.com/images/M/MV5BMTQ2ODcxMDI4N15BMl5BanBnXkFtZTcwMTIzNTkxMQ@@._V1_SX300.jpg,N/A,103 min,tt0091415,"Lee David Zlotoff (story, Tom Ackermann (story, Everett De Roche","1,876","1,720,450",R,UK,Link,1 win & 2 nominations.,"Elisabeth Shue, Terence Stamp, Steven Finch, Richard Garnett",19 Sep 1986,English,Horror
56fb9e7b71a0651ba00657fd,movie,True,4.8,Alan Johnson,http://ia.media-imdb.com/images/M/MV5BMjEwMTQxNTQ0Ml5BMl5BanBnXkFtZTcwMDE0MjI3NA@@._V1_SX300.jpg,N/A,94 min,tt0091981,"Walon Green (screenplay, D.A. Metrov (screenplay)","2,943","1,579,260",PG-13,USA,Solarbabies,1 nomination.,"Richard Jordan, Jami Gertz, Jason Patric, Lukas Haas",26 Nov 1986,English,"Action, Drama, Sci-Fi"
56fb9e7b71a0651ba00657fe,movie,True,7.5,Oliver Stone,http://ia.media-imdb.com/images/M/MV5BMTU1MjA3MTM4NF5BMl5BanBnXkFtZTcwMDE0NzI5NA@@._V1_SX300.jpg,N/A,122 min,tt0091886,"Oliver Stone, Rick Boyle","14,780",,R,"UK, USA",Salvador,Nominated for 2 Oscars. Another 3 wins & 7 nominations.,"James Woods, James Belushi, Michael Murphy, John Savage",23 Apr 1986,"English, Spanish","Drama, History, Thriller"
56fb9e7b71a0651ba00657ff,movie,True,6.6,Christopher Morahan,http://ia.media-imdb.com/images/M/MV5BMTcxMzcyNDgzM15BMl5BanBnXkFtZTcwNTU0MzYxMQ@@._V1_SX300.jpg,N/A,96 min,tt0090852,Michael Frayn (original screenplay),"8,919","1,476,356",PG,UK,Clockwise,1 win.,"John Cleese, Penny Leatherbarrow, Howard Lloyd-Lewis, Jonathan Bowater",10 Oct 1986,English,Comedy
56fb9e7b71a0651ba0065800,movie,True,7.9,Jim Jarmusch,http://ia.media-imdb.com/images/M/MV5BMTQ1NjA0OTIxMV5BMl5BanBnXkFtZTYwNDQ3NTk4._V1_SX300.jpg,N/A,107 min,tt0090967,Jim Jarmusch,"35,070","1,436,000",R,"USA, West Germany",Down by Law,4 wins & 6 nominations.,"Tom Waits, John Lurie, Roberto Benigni, Nicoletta Braschi",30 Oct 1986,"English, Italian","Comedy, Crime, Drama"
56fb9e7b71a0651ba0065801,movie,True,5.7,"Don Lusk, Ray Patterson, Alan Zaslove",http://ia.media-imdb.com/images/M/MV5BYTQ5Y2FiMDYtNTRjMi00ZGEzLTg3MzctYmM5YmQwMmFlYWE3XkEyXkFqcGdeQXVyMzU1ODUxOTk@._V1_SX300.jpg,N/A,75 min,tt0091123,Jeff Segal,319,"1,338,264",G,USA,GoBots: Battle of the Rock Lords,N/A,"Roddy McDowall, Telly Savalas, Margot Kidder, Michael Bell",21 Mar 1986,English,Animation
56fb9e7b71a0651ba0065802,movie,True,5.7,Hal Ashby,http://ia.media-imdb.com/images/M/MV5BMjA4OTM2NzE4NF5BMl5BanBnXkFtZTYwNjk1Mjk4._V1_SX300.jpg,N/A,115 min,tt0090568,"Lawrence Block (book, Oliver Stone (screenplay, R. Lance Hill (screenplay)","3,224","1,305,114",R,USA,8 Million Ways to Die,1 nomination.,"Jeff Bridges, Rosanna Arquette, Alexandra Paul, Randy Brooks",25 Apr 1986,"English, Spanish","Action, Adventure, Crime"
56fb9e7b71a0651ba0065803,movie,True,5.9,Jerrold Freedman,http://ia.media-imdb.com/images/M/MV5BMTM2MTAwMjYwNV5BMl5BanBnXkFtZTcwMTAwMTMzMQ@@._V1_SX300.jpg,N/A,111 min,tt0091613,"Richard Wesley, Richard Wright (novel)",414,"1,301,121",PG,USA,Native Son,2 nominations.,"Victor Love, Matt Dillon, Elizabeth McGovern, Geraldine Page",12 Dec 1986,English,Drama
56fb9e7b71a0651ba0065804,movie,True,6.8,Stuart Gordon,http://ia.media-imdb.com/images/M/MV5BMTUwMjg0MzgyMF5BMl5BanBnXkFtZTcwNDQ2MDgzNA@@._V1_SX300.jpg,N/A,86 min,tt0091083,"H.P. Lovecraft (short story, Brian Yuzna (adaptation, Dennis Paoli (adaptation, Stuart Gordon (adaptation, Dennis Paoli (screenplay)","14,279","1,261,000",R,USA,From Beyond,3 wins & 3 nominations.,"Jeffrey Combs, Barbara Crampton, Ted Sorel, Ken Foree",24 Oct 1986,English,"Horror, Sci-Fi"
56fb9e7b71a0651ba0065805,movie,True,7.6,João César Monteiro,N/A,N/A,143 min,tt0092306,João César Monteiro (scenario and dialogue),180,,N/A,Portugal,Hovering Over the Water,N/A,"Laura Morante, Philip J. Spinelli, Manuela de Freitas, Georges Claisse",28 Jun 1996,"Portuguese, English, French, Italian, German","Drama, Romance"
56fb9e7b71a0651ba0065806,movie,True,5.8,Robert Mandel,http://ia.media-imdb.com/images/M/MV5BMTAyNjcxMDgzMDNeQTJeQWpwZ15BbWU4MDAyNTg5NTAx._V1_SX300.jpg,N/A,101 min,tt0092104,"Alan Ormsby, Bob Sand, Harry Colomby",621,"1,300,000",R,USA,Touch and Go,N/A,"Michael Keaton, Maria Conchita Alonso, Ajay Naidu, John Reilly",22 Aug 1986,English,"Comedy, Drama, Romance"
56fb9e7b71a0651ba0065807,movie,True,6.5,Glen Pitre,http://ia.media-imdb.com/images/M/MV5BMTExOTAxNDQ0NzheQTJeQWpwZ15BbWU3MDgxNzI1NTE@._V1_SX300.jpg,N/A,103 min,tt0090710,Glen Pitre,375,"1,444,618",PG,USA,Belizaire the Cajun,3 nominations.,"Armand Assante, Gail Youngs, Michael Schoeffling, Stephen McHattie",13 Jun 1986,English,"Drama, History, Romance"
56fb9e7b71a0651ba0065808,movie,True,5.4,Bob Swaim,http://ia.media-imdb.com/images/M/MV5BMTMwOTQ1NjIyNV5BMl5BanBnXkFtZTcwOTEyMzgxMQ@@._V1_SX300.jpg,N/A,90 min,tt0091164,"Edward Behr, Bob Swaim, Paul Theroux (novel)","2,008","1,131,399",R,"UK, USA",Half Moon Street,1 win & 1 nomination.,"Sigourney Weaver, Michael Caine, Patrick Kavanagh, Faith Kent",26 Sep 1986,English,"Thriller, Drama"
56fb9e7b71a0651ba0065809,movie,True,5.5,Julien Temple,http://ia.media-imdb.com/images/M/MV5BMTkyOTMyODg4MF5BMl5BanBnXkFtZTcwMTU1NDgyMQ@@._V1_SX300.jpg,N/A,108 min,tt0090585,"Colin MacInnes (based on the novel by, Michael Hamlyn (developed for the screen by, Richard Burridge (screenplay, Christopher Wicking (screenplay, Don MacPherson (screenplay, Terry Johnson (additional dialogue by)","2,341","930,211",PG-13,UK,Absolute Beginners,N/A,"Patsy Kensit, Eddie O'Connell, David Bowie, James Fox",18 Apr 1986,English,"Drama, Fantasy, Musical"
56fb9e7b71a0651ba006580a,movie,True,7.0,Bertrand Blier,http://ia.media-imdb.com/images/M/MV5BMzE1OTU5MjQxNV5BMl5BanBnXkFtZTYwMDE5Nzk4._V1_SX300.jpg,N/A,84 min,tt0092068,Bertrand Blier,"1,834","925,952",N/A,France,Ménage,2 wins & 9 nominations.,"Gérard Depardieu, Michel Blanc, Miou-Miou, Michel Creton",01 Oct 1986,French,"Comedy, Crime, Drama"
56fb9e7b71a0651ba006580b,movie,True,7.3,Federico Fellini,http://ia.media-imdb.com/images/M/MV5BMTQyNDU4OTg1MV5BMl5BanBnXkFtZTgwMzQxMTEwMzE@._V1_SX300.jpg,N/A,125 min,tt0091113,"Federico Fellini (story, Tonino Guerra (story, Federico Fellini (screenplay, Tonino Guerra (screenplay, Tullio Pinelli (screenplay)","3,523","835,060",PG-13,"Italy, France, West Germany",Ginger and Fred,Nominated for 1 Golden Globe. Another 13 wins & 15 nominations.,"Giulietta Masina, Marcello Mastroianni, Franco Fabrizi, Friedrich von Ledebur",28 Mar 1986,"Italian, English","Comedy, Drama"
56fb9e7b71a0651ba006580c,movie,True,6.6,Christopher Cain,http://ia.media-imdb.com/images/M/MV5BMTgxODYxMjMyMV5BMl5BanBnXkFtZTYwNzc0MTk5._V1_SX300.jpg,N/A,100 min,tt0092205,"Neal Jimenez, David Kendall (book, Peter Silverman",318,"676,166",PG,USA,Where the River Runs Black,N/A,"Charles Durning, Alessandro Rabelo, Ajay Naidu, Divana Brandão",19 Sep 1986,English,Adventure
56fb9e7b71a0651ba006580d,movie,True,5.8,Jerry Kramer,http://ia.media-imdb.com/images/M/MV5BNTgwMjc5OTc2NV5BMl5BanBnXkFtZTcwNTQ3MjM2Nw@@._V1_SX300.jpg,N/A,84 min,tt0091534,"Laurie Craig (story, Laurie Craig (screenplay, Anita Rosenberg (story)",893,"604,849",PG-13,USA,Modern Girls,N/A,"Cynthia Gibb, Virginia Madsen, Clayton Rohner, Daphne Zuniga",07 Nov 1986,English,Comedy
56fb9e7b71a0651ba006580e,movie,True,5.0,Dominic Orlando,N/A,N/A,87 min,tt0091351,Leon Isaac Kennedy,99,"601,451",R,USA,Knights of the City,N/A,"Leon Isaac Kennedy, Nicholas Campbell, John Mengatti, Stoney Jackson",14 Feb 1986,English,"Action, Music"
56fb9e7b71a0651ba006580f,movie,True,6.8,Fred Dekker,http://ia.media-imdb.com/images/M/MV5BMTIyNzg1ODY1Ml5BMl5BanBnXkFtZTYwMDM3Mjg5._V1_SX300.jpg,N/A,88 min,tt0091630,Fred Dekker,"13,933","591,366",R,USA,Night of the Creeps,N/A,"Jason Lively, Steve Marshall, Jill Whitlow, Tom Atkins",22 Aug 1986,English,"Comedy, Horror, Sci-Fi"
56fb9e7b71a0651ba0065810,movie,True,7.3,Fons Rademakers,http://ia.media-imdb.com/images/M/MV5BMTg0Nzc2MTcwNl5BMl5BanBnXkFtZTcwNjgwNjYxMw@@._V1_SX300.jpg,N/A,144 min,tt0090576,"Gerard Soeteman (scenario, Harry Mulisch (novel)","2,488","203,781",PG,Netherlands,The Assault,Won 1 Oscar. Another 4 wins.,"Derek de Lint, Marc van Uchelen, Monique van de Ven, John Kraaykamp",06 Feb 1986,"Dutch, English, German","Drama, History, Romance"
56fb9e7b71a0651ba0065811,movie,True,5.1,Alan J. Pakula,http://ia.media-imdb.com/images/M/MV5BODQ4MDI1ODQxMl5BMl5BanBnXkFtZTYwNzcwNTg5._V1_SX300.jpg,N/A,104 min,tt0090970,Jon Boorstin,359,"758,501",R,USA,Dream Lover,1 win.,"Kristy McNichol, Ben Masters, Paul Shenar, Justin Deas",02 Apr 1986,English,"Crime, Drama, Thriller"
56fb9e7b71a0651ba0065812,movie,True,7.6,Tom Moore,http://ia.media-imdb.com/images/M/MV5BMTcyNDEyOTI1OF5BMl5BanBnXkFtZTcwNzU0NzkxMQ@@._V1_SX300.jpg,N/A,96 min,tt0090556,"Marsha Norman (play, Marsha Norman (screenplay)","1,658","442,000",PG-13,USA,"'night, Mother",Nominated for 1 Golden Globe. Another 1 nomination.,"Sissy Spacek, Anne Bancroft, Ed Berke, Carol Robbins",29 Jan 1987,English,Drama
56fb9e7b71a0651ba0065813,movie,True,6.6,Eugene Corr,http://ia.media-imdb.com/images/M/MV5BMTY4MTg0MjY1NF5BMl5BanBnXkFtZTcwNTk4NzAwMQ@@._V1_SX300.jpg,N/A,105 min,tt0090934,"Linda Remy (screen story, Eugene Corr (story)",781,"416,393",PG,USA,Desert Bloom,1 win.,"Annabeth Gish, Jon Voight, JoBeth Williams, Ellen Barkin",18 Apr 1986,English,"Drama, Family, Romance"
56fb9e7b71a0651ba0065814,movie,True,4.5,Bert Convy,http://ia.media-imdb.com/images/M/MV5BMTgxNDUxNzg0MV5BMl5BanBnXkFtZTYwMDQ3Mjg5._V1_SX300.jpg,N/A,89 min,tt0092195,"Bruce Belland (story, Roy M. Rogosin (screenplay)",216,"351,623",R,USA,Weekend Warriors,N/A,"Chris Lemmon, Lloyd Bridges, Vic Tayback, Graham Jarvis",01 Oct 1986,English,"Action, Comedy, Music"
56fb9e7b71a0651ba0065815,movie,True,5.6,Ted Nicolaou,http://ia.media-imdb.com/images/M/MV5BMjIyNzM0MjYxOV5BMl5BanBnXkFtZTcwMzkyMTM4NA@@._V1_SX300.jpg,N/A,83 min,tt0092074,Ted Nicolaou,"3,822",,R,USA,TerrorVision,1 nomination.,"Diane Franklin, Gerrit Graham, Mary Woronov, Chad Allen",14 Feb 1986,English,"Comedy, Horror, Sci-Fi"
56fb9e7b71a0651ba0065816,movie,True,5.9,Moshé Mizrahi,http://ia.media-imdb.com/images/M/MV5BODcyMzIxMzkzN15BMl5BanBnXkFtZTcwMzY4NzIzMQ@@._V1_SX300.jpg,N/A,98 min,tt0091019,"Moshé Mizrahi (story, Moshé Mizrahi (screenplay, Rachel Fabien (screenplay, Leah Appet (screenplay)","1,661","278,623",PG-13,"Israel, USA",Every Time We Say Goodbye,N/A,"Tom Hanks, Cristina Marsillach, Benedict Taylor, Anat Atzmon",14 Nov 1986,"Ladino, English","Drama, Romance, War"
56fb9e7b71a0651ba0065817,movie,True,7.2,Trevor Nunn,http://ia.media-imdb.com/images/M/MV5BMTg0NDg4NTc2Nl5BMl5BanBnXkFtZTcwMjcxMjIyMQ@@._V1_SX300.jpg,N/A,142 min,tt0091374,"Chris Bryant (story, David Edgar","4,996","277,646",PG-13,UK,Lady Jane,N/A,"Helena Bonham Carter, Cary Elwes, John Wood, Michael Hordern",07 Feb 1986,English,"Biography, Drama, History"
56fb9e7b71a0651ba0065818,movie,True,5.4,Charles Jarrott,http://ia.media-imdb.com/images/M/MV5BMjAyMDQ3NTA0OV5BMl5BanBnXkFtZTcwNjEwNjA0MQ@@._V1_SX300.jpg,N/A,100 min,tt0090769,Douglas Bowie,842,"275,000",R,Canada,The Boy in Blue,3 nominations.,"Nicolas Cage, Cynthia Dale, Christopher Plummer, David Naughton",17 Jan 1986,English,"Biography, Drama, Sport"
56fb9e7b71a0651ba0065819,movie,True,6.1,Charles Gormley,http://ia.media-imdb.com/images/M/MV5BMTI4ODc3Mzg3OV5BMl5BanBnXkFtZTcwMjIwOTgwMw@@._V1_SX300.jpg,N/A,92 min,tt0089221,Charles Gormley,207,"267,249",PG,UK,The Gospel According to Vic,1 win & 1 nomination.,"Tom Conti, Helen Mirren, David Hayman, Brian Pettifer",13 Mar 1987,English,"Comedy, Drama"
56fb9e7b71a0651ba006581a,movie,True,5.2,Stuart Rosenberg,http://ia.media-imdb.com/images/M/MV5BMTMwOTYyOTk4M15BMl5BanBnXkFtZTcwNzE1NDAxMw@@._V1_SX300.jpg,N/A,102 min,tt0091400,"Mark Feldberg (story, Samuel Fuller (story, Charles Robert Carner (screenplay)",900,"140,980",R,USA,Let's Get Harry,N/A,"Fidel Abrego, Jere Burns, Gary Busey, Cecile Callan",31 Oct 1986,English,"Action, Adventure"
56fb9e7b71a0651ba006581b,movie,True,4.0,Ken Blancato,http://ia.media-imdb.com/images/M/MV5BMzQ0NTI1MTAxOF5BMl5BanBnXkFtZTcwNjM3ODgxMQ@@._V1_SX300.jpg,N/A,89 min,tt0094037,Ken Blancato,918,,R,USA,Stewardess School,N/A,"Brett Cullen, Mary Cadorette, Don Most, Sandahl Bergman",01 Aug 1986,English,"Action, Comedy"
56fb9e7b71a0651ba006581c,movie,True,3.3,Steve Carver,http://ia.media-imdb.com/images/M/MV5BMTQyMzE4MDkwMV5BMl5BanBnXkFtZTcwNTUzMTYyMQ@@._V1_SX300.jpg,N/A,91 min,tt0093315,"Michael Lanahan, David Oas",499,,R,USA,Jocks,N/A,"Scott Strader, Perry Lang, Mariska Hargitay, Richard Roundtree",14 Nov 1986,English,"Comedy, Sport"
