_id,Response,Language,imdbVotes,Runtime,Released,Actors,Writer,Director,Country,Genre,Poster,imdbRating,Metascore,Box_office,Type,Rated,Awards,Title,imdbID
56fb882271a0651a3c24f7ea,True,English,"14,899",122 min,27 Mar 1981,"James Caan, Tuesday Weld, Willie Nelson, James Belushi","Frank Hohimer (novel, Michael Mann (screen story, Michael Mann (screenplay)",Michael Mann,USA,"Action, Crime, Drama",http://ia.media-imdb.com/images/M/MV5BMTU0NTU2NTc4MV5BMl5BanBnXkFtZTcwOTU5MDQ3NA@@._V1_SX300.jpg,7.4,78,"4,300,000",movie,R,2 wins & 6 nominations.,Thief,tt0083190
56fb882271a0651a3c24f7eb,True,English,"6,467",155 min,25 Dec 1981,"James Cagney, Brad Dourif, Moses Gunn, Elizabeth McGovern","E.L. Doctorow (based on the novel by, Michael Weller (screenplay)",Milos Forman,USA,Drama,http://ia.media-imdb.com/images/M/MV5BMTQ5NjIzMDUwNV5BMl5BanBnXkFtZTYwODc5NjI5._V1_SX300.jpg,7.3,57,,movie,PG,Nominated for 8 Oscars. Another 2 wins & 13 nominations.,Ragtime,tt0082970
56fb882271a0651a3c24f7ec,True,English,"20,215",116 min,31 Jul 1981,"Sylvester Stallone, Michael Caine, Pele, Bobby Moore","Yabo Yablonsky (story, Djordje Milicevic (story, Jeff Maguire (story, Evan Jones (screenplay, Yabo Yablonsky (screenplay)",John Huston,"USA, UK","Action, Drama, Sport",http://ia.media-imdb.com/images/M/MV5BMTY5MTYwODI1MV5BMl5BanBnXkFtZTcwNDEyMDkxMQ@@._V1_SX300.jpg,6.6,N/A,,movie,PG,1 nomination.,Victory,tt0083284
56fb882271a0651a3c24f7ed,True,English,819,116 min,11 Dec 1981,"Jane Fonda, Kris Kristofferson, Hume Cronyn, Josef Sommer","Howard Kohn (story, David Shaber (screenplay, David Shaber (story, David Weir (story)",Alan J. Pakula,USA,"Drama, Mystery, Romance",http://ia.media-imdb.com/images/M/MV5BMTM5OTUyNzEzOV5BMl5BanBnXkFtZTcwMjMyMzAzMQ@@._V1_SX300.jpg,5.3,N/A,,movie,R,1 nomination.,Rollover,tt0083006
56fb882271a0651a3c24f7ee,True,English,"6,498",115 min,24 Jul 1981,"Albert Finney, Diane Venora, Edward James Olmos, Gregory Hines","Whitley Strieber (based on the novel by, David Eyre (screen story, Michael Wadleigh (screen story, David Eyre (screenplay, Michael Wadleigh (screenplay)",Michael Wadleigh,USA,"Horror, Thriller",http://ia.media-imdb.com/images/M/MV5BMTkwNDc4NDQ3Nl5BMl5BanBnXkFtZTYwNTM0MjI5._V1_SX300.jpg,6.3,N/A,,movie,R,2 wins & 4 nominations.,Wolfen,tt0083336
56fb882271a0651a3c24f7ef,True,"English, Spanish","1,806",92 min,25 Sep 1981,"George Segal, Susan Saint James, Jack Warden, Dick Martin",Stanley Shapiro,Michael Schultz,"USA, UK",Comedy,http://ia.media-imdb.com/images/M/MV5BMTM1MjQ1NzYzOF5BMl5BanBnXkFtZTYwNzA2Mjg5._V1_SX300.jpg,5.6,N/A,,movie,PG,N/A,Carbon Copy,tt0082138
56fb882271a0651a3c24f7f0,True,English,"4,110",108 min,01 Jan 1982,"Steve Martin, Bernadette Peters, Jessica Harper, Vernel Bagneris",Dennis Potter (written for the screen: based on original material by),Herbert Ross,USA,"Drama, Musical, Romance","http://ia.media-imdb.com/images/M/MV5BMjA1MjUzMTE1M15BMl5BanBnXkFtZTcwODgxODUyMQ@@._V1._CR18,16,282,396_SY132_CR2,0,89,132_AL_.jpg_V1_SX300.jpg",6.5,N/A,"3,600,000",movie,R,Nominated for 3 Oscars. Another 3 wins & 6 nominations.,Pennies from Heaven,tt0082894
56fb882271a0651a3c24f7f1,True,English,"3,125",100 min,14 Aug 1981,"Maren Jensen, Sharon Stone, Susan Buckner, Jeff East","Glenn M. Benest (story, Matthew Barr (story, Glenn M. Benest (screenplay, Matthew Barr (screenplay, Wes Craven (screenplay)",Wes Craven,USA,Horror,http://ia.media-imdb.com/images/M/MV5BNjE1ZTJjMDMtNjI2NS00MmQxLThlZTktYjZiN2U3MjkzNTBjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,5.5,N/A,,movie,R,2 nominations.,Deadly Blessing,tt0082245
56fb882271a0651a3c24f7f2,True,English,"2,124",119 min,22 Jan 1982,"Richard Dreyfuss, John Cassavetes, Christine Lahti, Bob Balaban","Brian Clark (play, Brian Clark (screenplay, Reginald Rose (screenplay)",John Badham,USA,Drama,http://ia.media-imdb.com/images/M/MV5BMTk0NTc5NTg4OV5BMl5BanBnXkFtZTcwOTM2ODI0MQ@@._V1_SX300.jpg,7.4,N/A,,movie,R,N/A,Whose Life Is It Anyway?,tt0083326
56fb882271a0651a3c24f7f3,True,"English, Spanish, Italian","4,996",167 min,21 Aug 1981,"Treat Williams, Jerry Orbach, Richard Foronjy, Don Billett","Jay Presson Allen (screenplay, Sidney Lumet (screenplay, Robert Daley (book)",Sidney Lumet,USA,"Crime, Drama",http://ia.media-imdb.com/images/M/MV5BMTkyMzU3MTEyNF5BMl5BanBnXkFtZTgwMDUyNjIzMTE@._V1_SX300.jpg,7.7,N/A,,movie,R,Nominated for 1 Oscar. Another 4 wins & 14 nominations.,Prince of the City,tt0082945
56fb882271a0651a3c24f7f4,True,English,"3,185",96 min,11 Dec 1981,"Jack Lemmon, Walter Matthau, Paula Prentiss, Klaus Kinski","Francis Veber (play, Francis Veber (story, Billy Wilder, I.A.L. Diamond",Billy Wilder,USA,Comedy,http://ia.media-imdb.com/images/M/MV5BMTk1ODcxNjY2OV5BMl5BanBnXkFtZTgwMjA1MjEyMDE@._V1_SX300.jpg,6.6,N/A,"5,000,000",movie,R,2 nominations.,Buddy Buddy,tt0082111
56fb882271a0651a3c24f7f5,True,English,"1,376",113 min,16 Oct 1981,"Peter Falk, Vicki Frederick, Laurene Landon, Burt Young",Mel Frohman,Robert Aldrich,USA,"Comedy, Drama, Sport",http://ia.media-imdb.com/images/M/MV5BMTM2Nzg0NTU3M15BMl5BanBnXkFtZTcwNDQwOTIxMw@@._V1_SX300.jpg,6.3,N/A,,movie,R,1 win.,...All the Marbles,tt0081964
56fb882271a0651a3c24f7f6,True,English,"2,964",103 min,13 Feb 1981,"William Hurt, Sigourney Weaver, Christopher Plummer, James Woods",Steve Tesich,Peter Yates,USA,"Romance, Thriller",http://ia.media-imdb.com/images/M/MV5BMTM1MTA1NDY3Ml5BMl5BanBnXkFtZTcwNzIzNjAzMQ@@._V1_SX300.jpg,6.1,N/A,,movie,R,N/A,Eyewitness,tt0082353
56fb882271a0651a3c24f7f7,True,English,"29,081",110 min,28 Aug 1981,"Mark Lee, Bill Kerr, Harold Hopkins, Charles Lathalu Yunipingu","Peter Weir (story, David Williamson (screenplay)",Peter Weir,Australia,"Adventure, Drama, History","http://ia.media-imdb.com/images/M/MV5BMTc2NDgyNDEzNF5BMl5BanBnXkFtZTcwMDExNTI3MQ@@._V1._CR13,56,329,443_SY132_CR4,0,89,132_AL_.jpg_V1_SX300.jpg",7.5,65,,movie,PG,Nominated for 1 Golden Globe. Another 11 wins & 5 nominations.,Gallipoli,tt0082432
56fb882271a0651a3c24f7f8,True,English,609,87 min,10 Apr 1981,"Tony Danza, Jessica Walter, Stacey Nelkin, Danny DeVito",Jeremy Joe Kronsberg,Jeremy Joe Kronsberg,"USA, UK","Comedy, Crime, Family",http://ia.media-imdb.com/images/M/MV5BODEyNzE4NjgzN15BMl5BanBnXkFtZTYwMDE2Mjg5._V1_SX300.jpg,3.6,N/A,,movie,PG,3 nominations.,Going Ape!,tt0082457
56fb882271a0651a3c24f7f9,True,English,"3,210",86 min,07 Aug 1981,"Kristen Riter, Matthew Goldsby, Jerry Belson, Joe Flood",Mickey Rose,"Mickey Rose, Michael Ritchie",USA,"Comedy, Horror",http://ia.media-imdb.com/images/M/MV5BMTI5ODcyNTE4MV5BMl5BanBnXkFtZTcwMDQ2NjcyMg@@._V1_SX300.jpg,5.7,N/A,,movie,R,N/A,Student Bodies,tt0083133
56fb882271a0651a3c24f7fa,True,English,"1,273",87 min,06 Mar 1981,"Gene Hackman, Barbra Streisand, Diane Ladd, Dennis Quaid",W.D. Richter,Jean-Claude Tramont,USA,"Comedy, Drama, Romance",http://ia.media-imdb.com/images/M/MV5BMTc5OTM5MzcxM15BMl5BanBnXkFtZTYwMjA2Mjg5._V1_SX300.jpg,6.0,N/A,,movie,R,2 nominations.,All Night Long,tt0082001
56fb882271a0651a3c24f7fb,True,English,747,100 min,13 Nov 1981,"Robert Duvall, Treat Williams, Kathryn Harrold, Ed Flanders","J.D. Reed (book, Jeffrey Alan Fiskin (screenplay)","Roger Spottiswoode, Buzz Kulik",USA,"Adventure, Crime, Thriller",http://ia.media-imdb.com/images/M/MV5BMTQ5NzQ2MTc1MF5BMl5BanBnXkFtZTYwMTMyOTg5._V1_SX300.jpg,5.7,N/A,,movie,PG,1 win.,The Pursuit of D.B. Cooper,tt0082958
56fb882271a0651a3c24f7fc,True,English,801,103 min,01 Jan 1982,"Daniel Valdez, Edward James Olmos, Charles Aidman, Tyne Daly",Luis Valdez (play),Luis Valdez,USA,"Drama, Musical",http://ia.media-imdb.com/images/M/MV5BMzUxMjEwNTQ5OV5BMl5BanBnXkFtZTcwMTIwOTkxMQ@@._V1_SX300.jpg,6.8,N/A,,movie,R,Nominated for 1 Golden Globe. Another 1 win.,Zoot Suit,tt0083365
56fb882271a0651a3c24f7fd,True,English,269,94 min,24 Jul 1981,"Susan Anspach, Howie Mandel, Sterling Hayden, Helen Shaver","Susan Scranton (story, Dick Wolf (screenplay, Dick Wolf (story)",Les Rose,Canada,Comedy,N/A,2.6,N/A,,movie,R,N/A,Gas,tt0082440
56fb882271a0651a3c24f7fe,True,English,"1,816",93 min,13 Mar 1981,"Albert Brooks, Kathryn Harrold, Tyann Means, Bruno Kirby","Albert Brooks, Monica Mcgowan Johnson",Albert Brooks,USA,"Comedy, Romance",http://ia.media-imdb.com/images/M/MV5BMjMwOTE1ODg0M15BMl5BanBnXkFtZTgwODU2NjAxMDE@._V1_SX300.jpg,7.0,N/A,,movie,R,N/A,Modern Romance,tt0082764
56fb882271a0651a3c24f7ff,True,English,"4,253",104 min,24 Apr 1981,"Michael Caine, Andrea Marcovicci, Annie McEnroe, Bruce McGill","Marc Brandel (novel, Oliver Stone (screenplay)",Oliver Stone,USA,"Drama, Horror, Thriller",http://ia.media-imdb.com/images/M/MV5BMTI1NjQyODc1MF5BMl5BanBnXkFtZTcwNTA2ODA1MQ@@._V1_SX300.jpg,5.4,N/A,,movie,R,2 nominations.,The Hand,tt0082497
56fb882271a0651a3c24f800,True,English,"1,017",78 min,18 Dec 1981,"Andy Kaufman, Bernadette Peters, Randy Quaid, Kenneth McMillan",John Hill,Allan Arkush,USA,"Sci-Fi, Comedy",http://ia.media-imdb.com/images/M/MV5BMjI2Mjk2MjYzMV5BMl5BanBnXkFtZTYwMzczNjg5._V1_SX300.jpg,4.2,N/A,,movie,PG,Nominated for 1 Oscar. Another 8 nominations.,Heartbeeps,tt0082507
56fb882271a0651a3c24f801,True,English,804,110 min,10 Apr 1981,"David Scott, Paul Boensch III, Johnny Harra, Lawrence Koller","Malcolm Leo, Andrew Solt","Malcolm Leo, Andrew Solt",USA,"Biography, Music",http://ia.media-imdb.com/images/M/MV5BNDczMDE3NTg5Nl5BMl5BanBnXkFtZTcwMjY0OTM1MQ@@._V1_SX300.jpg,7.4,N/A,,movie,PG,N/A,This Is Elvis,tt0083193
56fb882271a0651a3c24f802,True,English,864,118 min,11 Feb 1981,"Lesley-Anne Down, Frank Langella, Maurice Ronet, John Gielgud","John Byrum (screenplay, Robin Cook (novel)",Franklin J. Schaffner,"USA, Netherlands","Adventure, Mystery, Thriller",http://ia.media-imdb.com/images/M/MV5BMTMxMjk3NTc2OF5BMl5BanBnXkFtZTcwMTQ3NjYxNA@@._V1_SX300.jpg,5.2,N/A,"800,000",movie,PG,N/A,Sphinx,tt0083113
56fb882271a0651a3c24f803,True,English,696,107 min,21 Aug 1981,"David Rasche, Paul Jabara, Howard Hesseman, Teri Garr",Edward Clinton,John Schlesinger,"USA, UK","Action, Comedy",http://ia.media-imdb.com/images/M/MV5BNjk0MTA2MTA3MV5BMl5BanBnXkFtZTcwMjQ1MTQyMQ@@._V1_SX300.jpg,5.0,N/A,,movie,PG,4 nominations.,Honky Tonk Freeway,tt0082525
56fb882271a0651a3c24f804,True,English,"1,059",94 min,18 Sep 1981,"Sissy Spacek, Eric Roberts, Sam Shepard, William Sanderson",William D. Wittliff,Jack Fisk,USA,Drama,http://ia.media-imdb.com/images/M/MV5BMTY2NjU5NTAwNl5BMl5BanBnXkFtZTcwODMzMTcyMQ@@._V1_SX300.jpg,6.8,N/A,,movie,PG,Nominated for 1 Golden Globe. Another 1 nomination.,Raggedy Man,tt0082969
56fb882271a0651a3c24f805,True,English,197,90 min,01 May 1981,"Harry Hamlin, Joseph Bottoms, Deborah Van Valkenburgh, Richard Cox","David Barry (article, Leigh Chapman, H.R. Christian",Noel Nosseck,USA,Drama,http://ia.media-imdb.com/images/M/MV5BNGRlNmNjNzItMzZiYS00NzdiLTlkMzgtZDllYTA3MWZiZjE4XkEyXkFqcGdeQXVyMjUyNDk2ODc@._V1_SX300.jpg,5.8,N/A,,movie,PG,N/A,King of the Mountain,tt0082619
56fb882271a0651a3c24f806,True,English,"3,409",109 min,10 Feb 1982,"Jeff Bridges, John Heard, Lisa Eichhorn, Ann Dusenberry","Newton Thornburg (novel, Jeffrey Alan Fiskin (screenplay)",Ivan Passer,USA,"Crime, Drama, Mystery",http://ia.media-imdb.com/images/M/MV5BMTc1NDE5OTE1MV5BMl5BanBnXkFtZTcwMzQwMTYyMQ@@._V1_SX300.jpg,6.9,N/A,,movie,R,2 wins & 2 nominations.,Cutter's Way,tt0082220
56fb882271a0651a3c24f807,True,English,172,94 min,23 Oct 1981,"Ellen Burstyn, Tom Skerritt, Gordon Pinsent, Jennifer McKinney","Ben East (book, Olive Fredrickson (book, Patricia Louisianna Knop",Allan King,Canada,Drama,http://ia.media-imdb.com/images/M/MV5BMTkwOTE4NjkwMF5BMl5BanBnXkFtZTYwNjI2Mjg5._V1_SX300.jpg,6.7,N/A,,movie,PG,1 win & 8 nominations.,Silence of the North,tt0083079
56fb882271a0651a3c24f808,True,"English, Mandarin",338,84 min,10 Dec 1981,"Isaac Stern, David Golub, Li Delun, Ching-Ling Soong",N/A,Murray Lerner,USA,"Documentary, Music",http://ia.media-imdb.com/images/M/MV5BMTk4MzkwMjU0NV5BMl5BanBnXkFtZTcwNTE0MzcyMQ@@._V1_SX300.jpg,7.8,N/A,,movie,G,N/A,From Mao to Mozart: Isaac Stern in China,tt0080762
56fb882271a0651a3c24f809,True,English,"1,033",88 min,24 Apr 1981,"Leonard Mann, Rachel Ward, Drew Snyder, Joseph R. Sicari",Ruth Avergon,Ken Hughes,USA,"Horror, Mystery",http://ia.media-imdb.com/images/M/MV5BMjEyNjU0MzAxN15BMl5BanBnXkFtZTYwNzc0ODg5._V1_SX300.jpg,5.0,N/A,,movie,R,1 win & 1 nomination.,Night School,tt0082812
56fb882271a0651a3c24f80a,True,English,"1,232",84 min,27 Mar 1981,"Lauren Tewes, Jennifer Jason Leigh, John DiSanti, Peter DuPre","Eric L. Bloom, Ron Kurz",Ken Wiederhorn,USA,"Horror, Thriller",http://ia.media-imdb.com/images/M/MV5BMjE4NDc2MTExN15BMl5BanBnXkFtZTcwNDg1ODA1MQ@@._V1_SX300.jpg,5.9,N/A,,movie,R,N/A,Eyes of a Stranger,tt0082352
56fb882271a0651a3c24f80b,True,English,326,97 min,24 Apr 1981,"Scott Glenn, Diane Lane, Burt Lancaster, Amanda Plummer","David Eyre, Robert Ward (novel, Robert Ward (screen story)",Lamont Johnson,USA,"Drama, Western",N/A,6.1,N/A,,movie,PG,1 win.,Cattle Annie and Little Britches,tt0082145
56fb882271a0651a3c24f80c,True,English,373,104 min,01 Apr 1981,"Jan-Michael Vincent, Kim Basinger, Michael Parks, Gailard Sartain","Michael Kane (story, Michael Martin Murphey (story, Michael Kane",David Greene,USA,Drama,http://ia.media-imdb.com/images/M/MV5BMTM5OTE2NDc2MF5BMl5BanBnXkFtZTYwMTE2Mjg5._V1_SX300.jpg,6.2,N/A,,movie,R,1 nomination.,Hard Country,tt0082499
56fb882271a0651a3c24f80d,True,Polish,"1,996",153 min,27 Jul 1981,"Jerzy Radziwilowicz, Krystyna Janda, Marian Opania, Wieslawa Kosmalska",Aleksander Scibor-Rylski (scenario),Andrzej Wajda,Poland,"Drama, History",http://ia.media-imdb.com/images/M/MV5BMjIyMzAzNzIwOF5BMl5BanBnXkFtZTgwMjU0MjkwMTE@._V1_SX300.jpg,7.6,N/A,,movie,PG,Nominated for 1 Oscar. Another 6 wins & 3 nominations.,Man of Iron,tt0082222
56fb882271a0651a3c24f80e,True,English,32,94 min,20 Mar 1981,"Robert Logan, Twyla-Dawn Vokins, George Clutesi, Elaine Nalee",Robert Logan,Christopher Chapman,Canada,Drama,N/A,5.9,N/A,,movie,N/A,N/A,Kelly,tt0082606
56fb882271a0651a3c24f80f,True,English,92,102 min,15 Jan 1982,"Robert Blake, Barbara Harris, Collin Boone, Amber Rose Gold",Charles Eastman,Hal Ashby,USA,Comedy,http://ia.media-imdb.com/images/M/MV5BOGE0NmMwOWUtMDg5Mi00MjM5LWEwNmQtY2MzNjE3MTIzZDE0XkEyXkFqcGdeQXVyMjUyNDk2ODc@._V1_SX300.jpg,5.9,N/A,,movie,PG,N/A,Second-Hand Hearts,tt0083041
