_id,imdbID,Rated,Runtime,imdbVotes,Response,Type,Country,Genre,Awards,Box_office,Writer,Title,Metascore,Actors,imdbRating,Released,Director,Poster,Language
56fbd87371a065035853a3ad,tt0171804,R,118 min,"75,494",True,movie,USA,"Biography, Drama, Romance",Won 1 Oscar. Another 47 wins & 37 nominations.,"11,533,945","Kimberly Peirce, Andy Bienen",Boys Don't Cry,86,"Hilary Swank, Chloë Sevigny, Peter Sarsgaard, Brendan Sexton III",7.6,31 Mar 2000,Kimberly Peirce,http://ia.media-imdb.com/images/M/MV5BMTIxMjk0NjE1NV5BMl5BanBnXkFtZTYwMTU3MTc4._V1_SX300.jpg,English
56fbd87371a065035853a3ae,tt0163579,R,102 min,"8,284",True,movie,USA,"Action, Adventure, Comedy",N/A,,"Drew Gitlin, Mike Cheda",Chill Factor,33,"Cuba Gooding Jr., Skeet Ulrich, Peter Firth, David Paymer",5.2,01 Sep 1999,Hugh Johnson,http://ia.media-imdb.com/images/M/MV5BMTIwNjQzNjgwMV5BMl5BanBnXkFtZTcwMjM4NzEyMQ@@._V1_SX300.jpg,English
56fbd87371a065035853a3af,tt0126250,PG-13,118 min,"11,064",True,movie,USA,"Comedy, Drama",2 wins & 11 nominations.,"10,919,177",Anne Rapp,Cookie's Fortune,70,"Glenn Close, Julianne Moore, Liv Tyler, Chris O'Donnell",7.0,16 Apr 1999,Robert Altman,http://ia.media-imdb.com/images/M/MV5BMTI2MDQ4MTY3OV5BMl5BanBnXkFtZTcwMzQyNzEyMQ@@._V1_SX300.jpg,English
56fbd87371a065035853a3b0,tt0172396,R,102 min,"17,347",True,movie,"UK, USA","Drama, Romance",Nominated for 2 Oscars. Another 2 wins & 25 nominations.,,"Graham Greene (novel, Neil Jordan (screenplay)",The End of the Affair,65,"Ralph Fiennes, Stephen Rea, Julianne Moore, Heather-Jay Jones",7.2,21 Jan 2000,Neil Jordan,http://ia.media-imdb.com/images/M/MV5BMTc3Mzg3NzUxOV5BMl5BanBnXkFtZTYwNzY1NzE3._V1_SX300.jpg,English
56fbd87371a065035853a3b1,tt0151804,R,89 min,"194,772",True,movie,USA,Comedy,2 nominations.,,"Mike Judge (Milton animated shorts, Mike Judge (screenplay)",Office Space,68,"Ron Livingston, Jennifer Aniston, David Herman, Ajay Naidu",7.8,19 Feb 1999,Mike Judge,http://ia.media-imdb.com/images/M/MV5BOTA5MzQ3MzI1NV5BMl5BanBnXkFtZTgwNTcxNTYxMTE@._V1_SX300.jpg,English
56fbd87371a065035853a3b2,tt0138304,R,109 min,"44,560",True,movie,USA,"Drama, Sci-Fi, Thriller",1 nomination.,,Rand Ravich,The Astronaut's Wife,37,"Johnny Depp, Charlize Theron, Joe Morton, Clea DuVall",5.3,27 Aug 1999,Rand Ravich,http://ia.media-imdb.com/images/M/MV5BMTcxMzM3NTcyNV5BMl5BanBnXkFtZTYwODAwOTc5._V1_SX300.jpg,English
56fbd87371a065035853a3b3,tt0176269,R,83 min,"23,829",True,movie,USA,"Action, Sci-Fi",N/A,,"Richard Rothstein (characters, Christopher Leitch (characters, Dean Devlin (characters, William Malone, John Fasano",Universal Soldier: The Return,24,"Jean-Claude Van Damme, Michael Jai White, Heidi Schanz, Xander Berkeley",4.1,20 Aug 1999,Mic Rodgers,http://ia.media-imdb.com/images/M/MV5BMjAwNTk4NzYxNl5BMl5BanBnXkFtZTcwNDQ0ODUxMQ@@._V1_SX300.jpg,English
56fbd87371a065035853a3b4,tt0157503,PG-13,97 min,"26,834",True,movie,"Germany, USA",Comedy,2 wins & 1 nomination.,,Lona Williams,Drop Dead Gorgeous,28,"Kirsten Dunst, Ellen Barkin, Allison Janney, Denise Richards",6.5,23 Jul 1999,Michael Patrick Jann,http://ia.media-imdb.com/images/M/MV5BMTgzNzk3OTg2M15BMl5BanBnXkFtZTYwMTIyODc5._V1_SX300.jpg,English
56fbd87371a065035853a3b5,tt0144640,PG-13,98 min,"16,138",True,movie,"Australia, USA","Comedy, Romance",N/A,,"Rodney Patrick Vaccaro (story, Rodney Patrick Vaccaro (screenplay, Aline Brosh McKenna (screenplay)",Three to Tango,36,"Matthew Perry, Neve Campbell, Dylan McDermott, Oliver Platt",6.1,22 Oct 1999,Damon Santostefano,http://ia.media-imdb.com/images/M/MV5BMjAzNDY1NzU3OV5BMl5BanBnXkFtZTYwMDA5NzE5._V1_SX300.jpg,English
56fbd87371a065035853a3b6,tt0200469,PG-13,91 min,"8,197",True,movie,USA,"Horror, Sci-Fi, Thriller",N/A,"10,149,779",John Logan,Bats,23,"Lou Diamond Phillips, Dina Meyer, Bob Gunton, Leon",3.6,22 Oct 1999,Louis Morneau,http://ia.media-imdb.com/images/M/MV5BMTI5NDY2NjcxNl5BMl5BanBnXkFtZTcwMDQ2NzAyMQ@@._V1_SX300.jpg,English
56fbd87371a065035853a3b7,tt0120620,PG-13,100 min,"18,408",True,movie,USA,"Drama, Mystery, Thriller",N/A,"10,114,315","Adam Fields (story, David Arata (story, David Arata (screenplay)",Brokedown Palace,44,"Claire Danes, Kate Beckinsale, Bill Pullman, Jacqueline Kim",6.4,13 Aug 1999,Jonathan Kaplan,http://ia.media-imdb.com/images/M/MV5BMTIyNTQ1MjU4NF5BMl5BanBnXkFtZTcwNDE0NjkxMQ@@._V1_SX300.jpg,"English, Thai"
56fbd87371a065035853a3b8,tt0160236,PG,77 min,"7,980",True,movie,USA,"Comedy, Family, Romance",N/A,"9,694,105","Jay Ward (characters, Hugh Wilson",Dudley Do-Right,44,"Brendan Fraser, Sarah Jessica Parker, Alfred Molina, Eric Idle",3.8,27 Aug 1999,Hugh Wilson,http://ia.media-imdb.com/images/M/MV5BMjA1MzYxNzY0N15BMl5BanBnXkFtZTcwOTUyOTMyMQ@@._V1_SX300.jpg,English
56fbd87371a065035853a3b9,tt0160298,R,94 min,992,True,movie,USA,Comedy,N/A,"9,016,377",Gary Hardwick,Trippin',N/A,"Deon Richmond, Donald Faison, Guy Torry, Maia Campbell",5.2,12 May 1999,David Raynr,http://ia.media-imdb.com/images/M/MV5BMTIwNTEzNDI3Ml5BMl5BanBnXkFtZTcwNjM4NjcyMQ@@._V1_SX300.jpg,English
56fbd87371a065035853a3ba,tt0133046,PG-13,96 min,"16,972",True,movie,USA,"Comedy, Thriller",4 nominations.,"8,946,237",Kevin Williamson,Teaching Mrs. Tingle,35,"Helen Mirren, Katie Holmes, Jeffrey Tambor, Barry Watson",5.2,20 Aug 1999,Kevin Williamson,http://ia.media-imdb.com/images/M/MV5BMTI1MTMwNzYwM15BMl5BanBnXkFtZTYwMjk1NDQ5._V1_SX300.jpg,English
56fbd87371a065035853a3bb,tt0134618,R,119 min,"21,975",True,movie,"Canada, USA","Comedy, Drama, Sport",N/A,"8,888,143","David E. Kelley, Sean O'Byrne","Mystery, Alaska",49,"Russell Crowe, Hank Azaria, Mary McCormack, Burt Reynolds",6.7,01 Oct 1999,Jay Roach,http://ia.media-imdb.com/images/M/MV5BMjE2MDM2NzcyMl5BMl5BanBnXkFtZTYwMzA2NjQ3._V1_SX300.jpg,English
56fbd87371a065035853a3bc,tt0196857,R,124 min,"9,954",True,movie,USA,"Comedy, Drama, Sport",N/A,"8,427,204",Ron Shelton,Play It to the Bone,32,"Antonio Banderas, Woody Harrelson, Lolita Davidovich, Tom Sizemore",5.4,21 Jan 2000,Ron Shelton,http://ia.media-imdb.com/images/M/MV5BMTQwNjc4NjUwNl5BMl5BanBnXkFtZTcwMTkzMjAwMQ@@._V1_SX300.jpg,English
56fbd87371a065035853a3bd,tt0120797,R,124 min,"24,445",True,movie,"USA, Germany","Comedy, Drama, Romance",2 nominations.,,"Darcy Frey (article, Glen Charles (screenplay, Les Charles (screenplay)",Pushing Tin,47,"John Cusack, Billy Bob Thornton, Cate Blanchett, Angelina Jolie",6.0,23 Apr 1999,Mike Newell,http://ia.media-imdb.com/images/M/MV5BMjEwNDE5MTcwOF5BMl5BanBnXkFtZTcwMjk3NjIyMQ@@._V1_SX300.jpg,"English, French"
56fbd87371a065035853a3be,tt0166252,PG-13,88 min,"3,503",True,movie,USA,"Comedy, Drama, Romance",N/A,"8,276,228","Cathleen Schine (novel, Maria Maggenti (screenplay)",The Love Letter,N/A,"Kate Capshaw, Blythe Danner, Ellen DeGeneres, Julianne Nicholson",5.4,21 May 1999,Peter Ho-sun Chan,http://ia.media-imdb.com/images/M/MV5BMTMyOTcyNjk0Ml5BMl5BanBnXkFtZTcwNDc3NTkxMQ@@._V1_SX300.jpg,English
56fbd87371a065035853a3bf,tt0185125,R,101 min,"67,246",True,movie,"Spain, France",Drama,Won 1 Oscar. Another 55 wins & 37 nominations.,,Pedro Almodóvar,All About My Mother,87,"Cecilia Roth, Marisa Paredes, Candela Peña, Antonia San Juan",7.9,31 Mar 2000,Pedro Almodóvar,http://ia.media-imdb.com/images/M/MV5BMjE3OTg3MTk2NV5BMl5BanBnXkFtZTcwNzA4ODMyMQ@@._V1_SX300.jpg,"Spanish, Catalan"
56fbd87371a065035853a3c0,tt0125971,R,96 min,"7,652",True,movie,USA,"Comedy, Drama, Romance",1 nomination.,"7,292,175","Peter Farrelly (screenplay, Michael Corrente (screenplay, Bobby Farrelly (screenplay, Peter Farrelly (novel)",Outside Providence,62,"Shawn Hatosy, Tommy Bone, Samantha Lavigne, Jonathan Brandis",6.4,01 Sep 1999,Michael Corrente,http://ia.media-imdb.com/images/M/MV5BMTMyODE2NjA0Nl5BMl5BanBnXkFtZTcwNzIzODgxMQ@@._V1_SX300.jpg,English
56fbd87371a065035853a3c1,tt0186508,G,105 min,"12,860",True,movie,"Germany, USA, UK, France, Cuba","Documentary, Music",Nominated for 1 Oscar. Another 20 wins & 10 nominations.,"6,997,620","Wim Wenders (by, Nick Gold (original concept)",Buena Vista Social Club,81,"Compay Segundo, Eliades Ochoa, Ry Cooder, Joachim Cooder",7.6,04 Jun 1999,Wim Wenders,http://ia.media-imdb.com/images/M/MV5BMTgwMzEzNzY0Ml5BMl5BanBnXkFtZTcwMzY1MTYxMQ@@._V1_SX300.jpg,"English, Spanish"
56fbd87371a065035853a3c2,tt0137338,R,101 min,"12,873",True,movie,USA,"Comedy, Drama, Romance",N/A,"6,851,636",Shana Larsen,200 Cigarettes,33,"Ben Affleck, Casey Affleck, Jennifer Albano, Jenni Blong",5.9,26 Feb 1999,Risa Bramon Garcia,http://ia.media-imdb.com/images/M/MV5BMjA2NDgwMDg4Ml5BMl5BanBnXkFtZTcwMzc1NjUyMQ@@._V1_SX300.jpg,English
56fbd87371a065035853a3c3,tt0144168,PG-13,94 min,"15,822",True,movie,"France, Canada, USA",Comedy,4 nominations.,"6,241,697","Andrew Fleming, Sheryl Longin",Dick,65,"Kirsten Dunst, Michelle Williams, Dan Hedaya, Will Ferrell",6.1,04 Aug 1999,Andrew Fleming,http://ia.media-imdb.com/images/M/MV5BMTU4NzI5MDc4MF5BMl5BanBnXkFtZTgwMjgxNjU1MDE@._V1_SX300.jpg,English
56fbd87371a065035853a3c4,tt0151568,R,154 min,"9,892",True,movie,"UK, USA","Biography, Comedy, Drama",Won 2 Oscars. Another 11 wins & 27 nominations.,"6,201,757",Mike Leigh,Topsy-Turvy,90,"Allan Corduner, Dexter Fletcher, Sukie Smith, Roger Heathcott",7.4,11 Feb 2000,Mike Leigh,http://ia.media-imdb.com/images/M/MV5BMTQ0NjM2OTk2Ml5BMl5BanBnXkFtZTcwOTE3NjI2NA@@._V1_SX300.jpg,"English, French, German, Italian, Japanese"
56fbd87371a065035853a3c5,tt0166896,G,112 min,"62,539",True,movie,"France, UK, USA","Biography, Drama",Nominated for 1 Oscar. Another 14 wins & 37 nominations.,"6,197,866","John Roach, Mary Sweeney",The Straight Story,86,"Sissy Spacek, Jane Galloway Heitz, Joseph A. Carpenter, Donald Wiegert",8.0,03 Nov 1999,David Lynch,http://ia.media-imdb.com/images/M/MV5BMTMzNDYyNjQ5NV5BMl5BanBnXkFtZTYwNTk4NjA5._V1_SX300.jpg,English
56fbd87371a065035853a3c6,tt0166195,R,84 min,531,True,movie,USA,"Comedy, Drama",N/A,"6,026,908",Master P,Foolish,N/A,"Eddie Griffin, Master P, Amie Petersen, Frank Sivero",4.3,09 Apr 1999,Dave Meyers,http://ia.media-imdb.com/images/M/MV5BMjA4MDU0NTY4NV5BMl5BanBnXkFtZTcwODU3NDcyMQ@@._V1_SX300.jpg,English
56fbd87371a065035853a3c7,tt0172726,R,99 min,"3,064",True,movie,USA,"Drama, Thriller",5 nominations.,,Craig Bolotin,Light It Up,43,"Usher Raymond, Forest Whitaker, Rosario Dawson, Robert Ri'chard",6.0,10 Nov 1999,Craig Bolotin,http://ia.media-imdb.com/images/M/MV5BMTQ3ODc3NTQxNl5BMl5BanBnXkFtZTcwMTc2NjcxMQ@@._V1_SX300.jpg,English
56fbd87371a065035853a3c8,tt0182299,N/A,50 min,141,True,movie,USA,"Documentary, Biography",N/A,"5,231,283","Brett Leonard, Lyn Vaus",Siegfried & Roy: The Magic Box,N/A,"Siegfried Fischbacher, Roy Horn, Anthony Hopkins, John Summers",5.2,01 Oct 1999,Brett Leonard,http://ia.media-imdb.com/images/M/MV5BMTI5NjcwODkwMl5BMl5BanBnXkFtZTYwMDAwMzg5._V1_SX300.jpg,English
56fbd87371a065035853a3c9,tt0120716,PG-13,120 min,"12,296",True,movie,"France, Hungary, USA","Comedy, Drama, War",3 nominations.,"4,956,401","Jurek Becker (novel, Peter Kassovitz (screenplay, Didier Decoin (screenplay)",Jakob the Liar,40,"Robin Williams, Hannah Taylor Gordon, Éva Igó, István Bálint",6.5,24 Sep 1999,Peter Kassovitz,http://ia.media-imdb.com/images/M/MV5BMTYyMzA2ODA1OF5BMl5BanBnXkFtZTcwMjgyMjAyMQ@@._V1_SX300.jpg,English
56fbd87371a065035853a3ca,tt0178737,PG-13,112 min,"15,637",True,movie,UK,"Comedy, Drama, Romance",5 nominations.,,"Jane Austen (novel, Patricia Rozema",Mansfield Park,71,"Hannah Taylor Gordon, Talya Gordon, Lindsay Duncan, Bruce Byron",7.1,25 Dec 1999,Patricia Rozema,http://ia.media-imdb.com/images/M/MV5BMTUwMDIwNDMyN15BMl5BanBnXkFtZTcwNTAyNTEzMQ@@._V1_SX300.jpg,English
56fbd87371a065035853a3cb,tt0120613,R,107 min,"6,636",True,movie,"Australia, USA",Drama,1 win & 6 nominations.,"4,741,987",Pamela Gray,A Walk on the Moon,70,"Bobby Boriello, Diane Lane, Anna Paquin, Tovah Feldshuh",6.6,23 Apr 1999,Tony Goldwyn,http://ia.media-imdb.com/images/M/MV5BMTU0MzI4NTQzN15BMl5BanBnXkFtZTcwNTMzNDgxMQ@@._V1_SX300.jpg,English
56fbd87371a065035853a3cc,tt0140397,R,112 min,"8,069",True,movie,USA,"Comedy, Drama",1 win & 1 nomination.,"4,554,569",Lawrence Kasdan,Mumford,62,"Loren Dean, Hope Davis, Jason Lee, Alfre Woodard",6.9,24 Sep 1999,Lawrence Kasdan,http://ia.media-imdb.com/images/M/MV5BMTk1MzExMDU1Ml5BMl5BanBnXkFtZTcwMzg3MzkyMQ@@._V1_SX300.jpg,English
56fbd87371a065035853a3cd,tt0145893,PG-13,96 min,"11,202",True,movie,"Germany, USA","Comedy, Drama, Fantasy",N/A,"4,394,936",Judith Roberts,Simply Irresistible,27,"Sarah Michelle Gellar, Sean Patrick Flanery, Patricia Clarkson, Dylan Baker",5.3,05 Feb 1999,Mark Tarlov,http://ia.media-imdb.com/images/M/MV5BMTYyNTg3Mzg2M15BMl5BanBnXkFtZTcwNzczNjUyMQ@@._V1_SX300.jpg,"English, French"
56fbd87371a065035853a3ce,tt0165710,R,95 min,"30,212",True,movie,USA,"Comedy, Music",2 nominations.,,Carl V. Dupré,Detroit Rock City,33,"Giuseppe Andrews, James DeBello, Edward Furlong, Sam Huntington",6.8,13 Aug 1999,Adam Rifkin,http://ia.media-imdb.com/images/M/MV5BMzIwMTkzMjI2Ml5BMl5BanBnXkFtZTYwOTAxNjI3._V1_SX300.jpg,English
56fbd87371a065035853a3cf,tt0120683,R,108 min,"4,357",True,movie,USA,"Crime, Drama, Thriller",1 nomination.,"4,155,234","John Cassavetes, Steve Antin (screenplay)",Gloria,26,"Sharon Stone, Jean-Luke Figueroa, Jeremy Northam, Cathy Moriarty",5.1,22 Jan 1999,Sidney Lumet,http://ia.media-imdb.com/images/M/MV5BMTcyMzg4NDEyOV5BMl5BanBnXkFtZTcwMzA2MzUyMQ@@._V1_SX300.jpg,English
56fbd87371a065035853a3d0,tt0158371,PG-13,95 min,"27,204",True,movie,USA,"Comedy, Drama, Music",Nominated for 2 Oscars. Another 1 win & 13 nominations.,"13,708",Woody Allen,Sweet and Lowdown,70,"Woody Allen, Ben Duncan, Daniel Okrent, Dan Moran",7.3,10 Mar 2000,Woody Allen,http://ia.media-imdb.com/images/M/MV5BMjE2MzA5MDQ4NV5BMl5BanBnXkFtZTgwNjI4ODQxMDE@._V1_SX300.jpg,English
56fbd87371a065035853a3d1,tt0138510,R,92 min,"33,174",True,movie,USA,"Comedy, Horror, Thriller",2 nominations.,"4,002,955","Terri Hughes, Ron Milbauer",Idle Hands,31,"Devon Sawa, Seth Green, Elden Henson, Jessica Alba",6.2,30 Apr 1999,Rodman Flender,http://ia.media-imdb.com/images/M/MV5BMTIxODA1NjkyM15BMl5BanBnXkFtZTcwNjQ4NDEyMQ@@._V1_SX300.jpg,English
56fbd87371a065035853a3d2,tt0155388,G,104 min,"6,403",True,movie,"UK, USA","Drama, Romance",5 wins & 4 nominations.,,"Terence Rattigan (play, David Mamet (screenplay)",The Winslow Boy,79,"Matthew Pidgeon, Rebecca Pidgeon, Gemma Jones, Nigel Hawthorne",7.4,29 Oct 1999,David Mamet,http://ia.media-imdb.com/images/M/MV5BMTg2OTU2MTU2N15BMl5BanBnXkFtZTcwNzIyMjA0MQ@@._V1_SX300.jpg,English
56fbd87371a065035853a3d3,tt0165859,R,127 min,"5,727",True,movie,USA,"Drama, Music, Romance",2 nominations.,"3,732,398",Barry Levinson,Liberty Heights,75,"Adrien Brody, Ben Foster, Orlando Jones, Bebe Neuwirth",7.1,31 Dec 1999,Barry Levinson,http://ia.media-imdb.com/images/M/MV5BMjA1NTc3NTAzM15BMl5BanBnXkFtZTcwNjk0NTYyMQ@@._V1_SX300.jpg,"English, German, Yiddish"
56fbd87371a065035853a3d4,tt0165854,R,89 min,"23,968",True,movie,USA,"Crime, Drama, Mystery",1 win & 9 nominations.,"3,193,102",Lem Dobbs,The Limey,73,"Terence Stamp, Lesley Ann Warren, Luis Guzmán, Barry Newman",7.1,04 Aug 1999,Steven Soderbergh,http://ia.media-imdb.com/images/M/MV5BMTIwNDE3MjY4NF5BMl5BanBnXkFtZTcwNTI2NjYyMQ@@._V1_SX300.jpg,English
56fbd87371a065035853a3d5,tt0155776,R,87 min,"18,146",True,movie,USA,"Comedy, Crime, Thriller",1 nomination.,"3,071,947",Darren Stein,Jawbreaker,22,"Rose McGowan, Rebecca Gayheart, Julie Benz, Judy Greer",5.4,19 Feb 1999,Darren Stein,http://ia.media-imdb.com/images/M/MV5BMjA1MzQ4Mzk3MF5BMl5BanBnXkFtZTcwNTM1OTYxMQ@@._V1_SX300.jpg,English
56fbd87371a065035853a3d6,tt0188863,R,94 min,"4,321",True,movie,USA,Comedy,N/A,"2,800,000",Jeff Franklin,Love Stinks,23,"French Stewart, Bridgette Wilson-Sampras, Bill Bellamy, Tyra Banks",5.8,10 Sep 1999,Jeff Franklin,http://ia.media-imdb.com/images/M/MV5BMTE5OTI2ODk3NV5BMl5BanBnXkFtZTcwNzA1MTkxMQ@@._V1_SX300.jpg,English
56fbd87371a065035853a3d7,tt0150216,R,132 min,"7,929",True,movie,USA,Drama,5 wins & 7 nominations.,"2,899,970",Tim Robbins,Cradle Will Rock,64,"Hank Azaria, Rubén Blades, Joan Cusack, John Cusack",6.9,21 Jan 2000,Tim Robbins,http://ia.media-imdb.com/images/M/MV5BMTcwNzMzOTE2NV5BMl5BanBnXkFtZTcwMTk1OTMyMQ@@._V1_SX300.jpg,"English, Italian"
56fbd87371a065035853a3d8,tt0120907,R,97 min,"75,624",True,movie,"Canada, UK","Horror, Sci-Fi, Thriller",3 wins & 7 nominations.,"2,840,417",David Cronenberg,eXistenZ,68,"Jennifer Jason Leigh, Jude Law, Ian Holm, Willem Dafoe",6.8,23 Apr 1999,David Cronenberg,http://ia.media-imdb.com/images/M/MV5BMTUwMjc1NDM2N15BMl5BanBnXkFtZTcwMDQ0MTIyMQ@@._V1_SX300.jpg,English
56fbd87371a065035853a3d9,tt0160216,PG,100 min,760,True,movie,USA,"Family, Drama",1 win & 1 nomination.,"2,148,212","Ouida (story, Kevin Brodie (screenplay, Robert Singer (screenplay)",A Dog of Flanders,38,"Jack Warden, Jeremy James Kissner, Jesse James, Jon Voight",6.3,27 Aug 1999,Kevin Brodie,http://ia.media-imdb.com/images/M/MV5BMTI5Mzg1NTY1MF5BMl5BanBnXkFtZTcwMzczOTEyMQ@@._V1_SX300.jpg,English
56fbd87371a065035853a3da,tt0164085,R,126 min,"5,097",True,movie,USA,"Adventure, Drama, Thriller",2 wins & 5 nominations.,"1,997,807",John Sayles,Limbo,N/A,"Mary Elizabeth Mastrantonio, David Strathairn, Vanessa Martinez, Hermínio Ramos",7.1,07 Jul 1999,John Sayles,http://ia.media-imdb.com/images/M/MV5BMTY1ODkxMzYyM15BMl5BanBnXkFtZTgwNDQ0OTY2NDE@._V1_SX300.jpg,English
56fbd87371a065035853a3db,tt0162710,R,89 min,"6,766",True,movie,USA,"Comedy, Music, Romance",2 wins & 2 nominations.,"2,049,595",Jason Schafer,Trick,N/A,"Tori Spelling, Christian Campbell, John Paul Pitoc, Brad Beyer",7.2,23 Jul 1999,Jim Fall,http://ia.media-imdb.com/images/M/MV5BMjExNDM2NDk0OV5BMl5BanBnXkFtZTcwMjA1NzYxMQ@@._V1_SX300.jpg,English
56fbd87371a065035853a3dc,tt0129332,R,101 min,"29,215",True,movie,"Czech Republic, UK, USA","Fantasy, Horror, Thriller",1 win & 4 nominations.,,Ted Griffin,Ravenous,46,"Guy Pearce, Robert Carlyle, David Arquette, Jeremy Davies",7.1,19 Mar 1999,Antonia Bird,http://ia.media-imdb.com/images/M/MV5BMjExNTQ0MDE4N15BMl5BanBnXkFtZTcwNjI1NjAzMQ@@._V1_SX300.jpg,"English, Italian, Spanish, Washoe"
56fbd87371a065035853a3dd,tt0218043,R,102 min,"6,569",True,movie,USA,"Documentary, Biography, Sport",3 wins & 2 nominations.,"2,047,570",Barry W. Blaustein (narrative written by),Beyond the Mat,73,"Barry W. Blaustein, Vince McMahon, Jim Ross, Jim Bell",7.6,17 Mar 2000,Barry W. Blaustein,http://ia.media-imdb.com/images/M/MV5BMTQ5NDUzODkyOF5BMl5BanBnXkFtZTcwNjY3OTIyMQ@@._V1_SX300.jpg,English
56fbd87371a065035853a3de,tt0138874,PG-13,104 min,"2,716",True,movie,"Vietnam, USA",Drama,7 wins & 4 nominations.,"2,019,237","Timothy Linh Bui (story, Tony Bui (story, Tony Bui",Three Seasons,N/A,"Ngoc Hiep Nguyen, Ngoc Minh, Phat Trieu Hoang, Diem Kieu",7.3,30 Apr 1999,Tony Bui,http://ia.media-imdb.com/images/M/MV5BMTQwNTgwOTU2MF5BMl5BanBnXkFtZTcwMDUwMDYxMQ@@._V1_SX300.jpg,"English, Vietnamese"
56fbd87371a065035853a3df,tt0152836,N/A,179 min,"3,675",True,movie,India,"Musical, Romance",15 wins.,,"Sachin Bhowmick (screenplay, Subhash Ghai (dialogue, Subhash Ghai (screenplay, Subhash Ghai (story, Javed Siddiqui (dialogue)",Taal,N/A,"Anil Kapoor, Akshaye Khanna, Aishwarya Rai Bachchan, Alok Nath",6.8,13 Aug 1999,Subhash Ghai,http://ia.media-imdb.com/images/M/MV5BMTc3MTkwNTA2MF5BMl5BanBnXkFtZTcwMjk3MDAzMQ@@._V1_SX300.jpg,"Hindi, Tamil"
56fbd87371a065035853a3e0,tt0168987,R,101 min,"6,355",True,movie,Canada,"Comedy, Drama, Romance",1 win & 1 nomination.,"2,011,254",Peggy Thompson (screenplay),Better Than Chocolate,N/A,"Wendy Crewson, Karyn Dwyer, Christina Cox, Ann-Marie MacDonald",6.3,13 Aug 1999,Anne Wheeler,http://ia.media-imdb.com/images/M/MV5BMTg1NDIwMjkzOV5BMl5BanBnXkFtZTcwMjA4MTk0MQ@@._V1_SX300.jpg,English
56fbd87371a065035853a3e1,tt0120866,R,162 min,"16,957",True,movie,"Italy, USA, UK","Drama, History, Thriller",Nominated for 1 Oscar. Another 3 wins & 17 nominations.,"1,921,350","William Shakespeare (play, Julie Taymor (screenplay)",Titus,57,"Osheen Jones, Dario D'Ambrosi, Anthony Hopkins, Jessica Lange",7.3,11 Feb 2000,Julie Taymor,http://ia.media-imdb.com/images/M/MV5BMTgwNDU4MDcyOV5BMl5BanBnXkFtZTcwMDQxNzIzMQ@@._V1_SX300.jpg,"English, Latin"
56fbd87371a065035853a3e2,tt0142201,PG-13,111 min,"5,824",True,movie,"USA, Germany","Comedy, Crime, Drama",3 wins & 4 nominations.,"1,954,202","Mark Childress (novel, Mark Childress (screenplay)",Crazy in Alabama,46,"Melanie Griffith, David Morse, Lucas Black, Cathy Moriarty",6.3,22 Oct 1999,Antonio Banderas,http://ia.media-imdb.com/images/M/MV5BMTM2MzgwMjEwMl5BMl5BanBnXkFtZTYwMzgxOTE5._V1_SX300.jpg,English
56fbd87371a065035853a3e3,tt0162360,PG-13,98 min,"8,619",True,movie,USA,"Comedy, Crime, Romance",6 wins & 6 nominations.,"1,943,649","Ed Stone, Mark Illsley, Phil Reeves","Happy, Texas",62,"Steve Zahn, Jeremy Northam, William H. Macy, Ally Walker",6.3,03 Dec 1999,Mark Illsley,http://ia.media-imdb.com/images/M/MV5BMTg3MjE0ODkwOV5BMl5BanBnXkFtZTcwNjE4NzUxMQ@@._V1_SX300.jpg,English
56fbd87371a065035853a3e4,tt0444480,N/A,3 min,N/A,True,movie,Argentina,Short,N/A,,N/A,Tango,N/A,N/A,N/A,N/A,Mariano Brodsky,N/A,Spanish
56fbd87371a065035853a3e5,tt0144715,R,115 min,"11,947",True,movie,"USA, Australia","Drama, Comedy",1 win & 3 nominations.,,"Anna Campion, Jane Campion",Holy Smoke,57,"Kate Winslet, Harvey Keitel, Julie Hamilton, Sophie Lee",5.9,18 Feb 2000,Jane Campion,http://ia.media-imdb.com/images/M/MV5BMTgxNDk1NzI2Ml5BMl5BanBnXkFtZTcwMjg1MjkxMQ@@._V1_SX300.jpg,English
56fbd87371a065035853a3e6,tt1686305,N/A,24 min,12,True,movie,France,"Documentary, Short",N/A,,N/A,Astérix et Obélix contre César: L'envers du décor,N/A,"Alain Bévérini, Claude Berri, Giannetto De Rossi, Sylvie Gautrelet",6.9,15 Dec 1999,Pierre Bourgeois,N/A,"French, Italian, German"
56fbd87371a065035853a3e7,tt0161023,PG-13,102 min,"2,900",True,movie,USA,"Drama, Comedy",Nominated for 1 Oscar. Another 10 wins & 11 nominations.,"1,281,176","Angela Shelton (story, Gavin O'Connor (screenplay, Angela Shelton (screenplay)",Tumbleweeds,75,"Janet McTeer, Kimberly J. Brown, Jay O. Sanders, Gavin O'Connor",6.7,03 Mar 2000,Gavin O'Connor,http://ia.media-imdb.com/images/M/MV5BMjA5NzAzNTAwNl5BMl5BanBnXkFtZTcwMzExMzEzMQ@@._V1_SX300.jpg,English
