_id,Actors,Released,Poster,Language,imdbID,Box_office,imdbVotes,Country,Writer,imdbRating,Genre,Awards,Rated,Runtime,Title,Metascore,Director,Type,Response
5706098371a0651ac0e51470,Alex Scott,15 Sep 2000,http://ia.media-imdb.com/images/M/MV5BMTI1NzQ2NDYwNF5BMl5BanBnXkFtZTcwNjE5MTcyMQ@@._V1_SX300.jpg,"French, English, Mandarin, Norwegian, Japanese, Cantonese, Spanish, Danish",tt0177240,,213,Australia,John Weiley,6.8,"Short, Documentary",1 win.,N/A,38 min,Solarmax,N/A,John Weiley,movie,True
5706098371a0651ac0e51471,"Richard Gere, Helen Hunt, Farrah Fawcett, Laura Dern",13 Oct 2000,http://ia.media-imdb.com/images/M/MV5BMTQwMTk3NTM4Ml5BMl5BanBnXkFtZTcwMDYzNjk0MQ@@._V1_SX300.jpg,"English, German, Spanish",tt0205271,,"15,365","USA, Germany",Anne Rapp,4.6,"Comedy, Drama, Romance",2 nominations.,R,122 min,Dr. T and the Women,64,Robert Altman,movie,True
5706098371a0651ac0e51472,"Richard Dreyfuss, Burt Reynolds, Dan Hedaya, Seymour Cassel",25 Aug 2000,http://ia.media-imdb.com/images/M/MV5BMTk2NDA2NTY2MV5BMl5BanBnXkFtZTcwNjg2MjIyMQ@@._V1_SX300.jpg,"English, Spanish",tt0198386,"13,019,253","3,832",USA,Barry Fanaro,5.6,"Crime, Comedy",1 win.,PG-13,88 min,The Crew,37,Michael Dinner,movie,True
5706098371a0651ac0e51473,"Adrian Paul, Christopher Lambert, Bruce Payne, Lisa Barbuscia",01 Sep 2000,http://ia.media-imdb.com/images/M/MV5BNjE1ODkzNzgyOV5BMl5BanBnXkFtZTcwOTYzMzkxMQ@@._V1_SX300.jpg,"English, French, Scottish Gaelic",tt0144964,"12,801,190","15,965",USA,"Gregory Widen (characters, Eric Bernt (story, Gillian Horvath (story, William N. Panzer (story, Joel Soisson (screenplay)",4.6,"Action, Adventure, Fantasy",N/A,R,87 min,Highlander: Endgame,21,Douglas Aarniokoski,movie,True
5706098371a0651ac0e51474,"David Arquette, Oliver Platt, Scott Caan, Bill Goldberg",07 Apr 2000,http://ia.media-imdb.com/images/M/MV5BMTYwMjYyOTA4OV5BMl5BanBnXkFtZTYwMDAyNjE3._V1_SX300.jpg,English,tt0217756,"12,372,410","11,525",USA,Steven Brill,5.3,"Comedy, Sport",1 nomination.,PG-13,107 min,Ready to Rumble,23,Brian Robbins,movie,True
5706098371a0651ac0e51475,"Brenda Blethyn, Craig Ferguson, Martin Clunes, Tchéky Karyo",01 Sep 2000,http://ia.media-imdb.com/images/M/MV5BMjE1MTI4Mjk4Ml5BMl5BanBnXkFtZTcwODc0MzMyMQ@@._V1_SX300.jpg,"English, French",tt0195234,"12,115,757","15,126",UK,"Mark Crowdy (story, Craig Ferguson (screenplay, Mark Crowdy (screenplay)",6.9,"Comedy, Crime",Nominated for 1 Golden Globe. Another 4 wins & 8 nominations.,R,93 min,Saving Grace,62,Nigel Cole,movie,True
5706098371a0651ac0e51476,"Cate Blanchett, Giovanni Ribisi, Keanu Reeves, Katie Holmes",19 Jan 2001,http://ia.media-imdb.com/images/M/MV5BMTM5MTcwNjg5NF5BMl5BanBnXkFtZTYwNDAwOTg4._V1_SX300.jpg,English,tt0219699,"13,139,364","50,758",USA,"Billy Bob Thornton, Tom Epperson",6.7,"Drama, Fantasy, Mystery",8 nominations.,R,111 min,The Gift,62,Sam Raimi,movie,True
5706098371a0651ac0e51477,"Chris Klein, Leelee Sobieski, Josh Hartnett, Michael Rooker",24 Mar 2000,http://ia.media-imdb.com/images/M/MV5BOTc3MDk4NTk2Nl5BMl5BanBnXkFtZTcwMzc4NDE1MQ@@._V1_SX300.jpg,English,tt0195778,,"7,268",USA,Michael Seitzman,5.1,"Drama, Romance",2 nominations.,PG-13,96 min,Here on Earth,25,Mark Piznarski,movie,True
5706098371a0651ac0e51478,"John Travolta, Lisa Kudrow, Tim Roth, Ed O'Neill",27 Oct 2000,http://ia.media-imdb.com/images/M/MV5BMjExOTYzNjc2MF5BMl5BanBnXkFtZTcwNzI0ODUyMQ@@._V1_SX300.jpg,English,tt0219952,,"8,425","France, USA",Adam Resnick,5.0,"Comedy, Crime",1 win & 1 nomination.,R,105 min,Lucky Numbers,31,Nora Ephron,movie,True
5706098371a0651ac0e51479,"Brian Hooks, N'Bushe Wright, Faizon Love, E-40",01 Mar 2000,http://ia.media-imdb.com/images/M/MV5BMTIzOTU5NTIxMl5BMl5BanBnXkFtZTYwODM1Mzk5._V1_SX300.jpg,English,tt0199290,"9,821,335","1,392",USA,DJ Pooh,3.9,Comedy,N/A,R,82 min,3 Strikes,11,DJ Pooh,movie,True
5706098371a0651ac0e5147a,"Lara Jill Miller, Joshua Seth, Bob Papenbrook, David Lodge",06 Oct 2000,http://ia.media-imdb.com/images/M/MV5BMjE2NTAyMjUxMl5BMl5BanBnXkFtZTYwOTAwODQ3._V1_SX300.jpg,English,tt0259974,,"4,950","USA, Japan","Akiyoshi Hongo (original concept, Jeff Nimoy (adaptation, Bob Buchholz (adaptation, Jeff Nimoy (screenplay, Bob Buchholz (screenplay, Reiko Yoshida (scenario: original production)",5.9,"Animation, Action, Adventure",N/A,PG,82 min,Digimon: The Movie,20,"Mamoru Hosoda, Shigeyasu Yamauchi",movie,True
5706098371a0651ac0e5147b,"Laura Linney, Mark Ruffalo, Matthew Broderick, Rory Culkin",22 Dec 2000,http://ia.media-imdb.com/images/M/MV5BMTc3MzU3MjQ2MV5BMl5BanBnXkFtZTYwMzI0NTA5._V1_SX300.jpg,English,tt0203230,"9,180,275","21,760",USA,Kenneth Lonergan,7.7,Drama,Nominated for 2 Oscars. Another 30 wins & 41 nominations.,R,111 min,You Can Count on Me,85,Kenneth Lonergan,movie,True
5706098371a0651ac0e5147c,"Jodi Lyn O'Keefe, Shane West, Marla Sokoloff, Manu Intiraymi",24 Mar 2000,http://ia.media-imdb.com/images/M/MV5BMTUzNTIyNDEwNV5BMl5BanBnXkFtZTcwNDg3ODUyMQ@@._V1_SX300.jpg,English,tt0202402,,"7,890",USA,Mark Schwahn,5.5,"Comedy, Drama, Romance",3 nominations.,PG-13,94 min,Whatever It Takes,20,David Raynr,movie,True
5706098371a0651ac0e5147d,"Ed Harris, Robert Knott, Molly Regan, Marcia Gay Harden",23 Mar 2001,http://ia.media-imdb.com/images/M/MV5BMTM0MjU3NTM5OF5BMl5BanBnXkFtZTcwMDkxODAwMQ@@._V1_SX300.jpg,English,tt0183659,"8,596,914","22,530",USA,"Steven Naifeh (book, Gregory White Smith (book, Barbara Turner (screenplay, Susan Emshwiller (screenplay)",7.0,"Biography, Drama",Won 1 Oscar. Another 2 wins & 9 nominations.,R,122 min,Pollock,77,Ed Harris,movie,True
5706098371a0651ac0e5147e,"John Malkovich, Willem Dafoe, Udo Kier, Cary Elwes",26 Jan 2001,http://ia.media-imdb.com/images/M/MV5BMjAzNDgyODUzMl5BMl5BanBnXkFtZTYwNTcxMjE5._V1_SX300.jpg,"English, German, Luxembourgish",tt0189998,"8,279,017","33,756","UK, USA, Luxembourg",Steven Katz,6.9,"Drama, Horror",Nominated for 2 Oscars. Another 14 wins & 23 nominations.,R,92 min,Shadow of the Vampire,71,E. Elias Merhige,movie,True
5706098371a0651ac0e5147f,"Geoffrey Rush, Kate Winslet, Joaquin Phoenix, Michael Caine",25 Dec 2000,http://ia.media-imdb.com/images/M/MV5BMjAzMTYxMjc1Ml5BMl5BanBnXkFtZTcwNTE1ODkxMQ@@._V1_SX300.jpg,"English, Latin",tt0180073,,"44,108","UK, Germany, USA","Doug Wright (play, Doug Wright (screenplay)",7.4,"Biography, Drama",Nominated for 3 Oscars. Another 18 wins & 41 nominations.,R,124 min,Quills,70,Philip Kaufman,movie,True
5706098371a0651ac0e51480,"Norm MacDonald, Dave Chappelle, Elaine Stritch, Danny DeVito",12 May 2000,http://ia.media-imdb.com/images/M/MV5BNjMzNzcyMzU0OV5BMl5BanBnXkFtZTYwNDM5Mjg5._V1_SX300.jpg,English,tt0156323,,"6,895",USA,"Scott Alexander, Larry Karaszewski",5.7,"Comedy, Crime",N/A,PG-13,81 min,Screwed,7,"Scott Alexander, Larry Karaszewski",movie,True
5706098371a0651ac0e51481,"Michael Higgins, Michael Bradshaw, Morris Lamore, Allen Soule",12 Jan 2001,http://ia.media-imdb.com/images/M/MV5BMTk2NzA4MjI2OV5BMl5BanBnXkFtZTcwMTY3MTAyMQ@@._V1_SX300.jpg,"English, Italian",tt0120202,,"18,037","France, USA",David Mamet,6.8,"Comedy, Drama",7 wins & 8 nominations.,R,105 min,State and Main,75,David Mamet,movie,True
5706098371a0651ac0e51482,"Kim Basinger, Vincent Perez, Liam Aiken, Garrett Strommen",05 May 2000,http://ia.media-imdb.com/images/M/MV5BMjc3NzkyMjQzM15BMl5BanBnXkFtZTcwNjk1NzkxMQ@@._V1_SX300.jpg,English,tt0167203,,"3,673",USA,"Kuki Gallmann (book, Paula Milne (screenplay, Susan Shilliday (screenplay)",5.6,"Adventure, Drama, Romance",1 nomination.,PG-13,114 min,I Dreamed of Africa,33,Hugh Hudson,movie,True
5706098371a0651ac0e51483,"Garry Shandling, Annette Bening, John Goodman, Greg Kinnear",03 Mar 2000,http://ia.media-imdb.com/images/M/MV5BMTM4ODgzNDU2OF5BMl5BanBnXkFtZTYwMjI1Njc2._V1_SX300.jpg,English,tt0181151,,"7,956",USA,"Garry Shandling (story, Michael Leeson (story, Garry Shandling (screenplay, Michael Leeson (screenplay, Ed Solomon (screenplay, Peter Tolan (screenplay)",5.6,"Comedy, Sci-Fi",1 nomination.,R,105 min,What Planet Are You From?,41,Mike Nichols,movie,True
5706098371a0651ac0e51484,"Ryan Phillippe, Benicio Del Toro, Juliette Lewis, Taye Diggs",08 Sep 2000,http://ia.media-imdb.com/images/M/MV5BMTc0MjAwNTExNV5BMl5BanBnXkFtZTcwNzI4NjEyMQ@@._V1_SX300.jpg,"English, Spanish",tt0202677,"324,922","27,171",USA,Christopher McQuarrie,6.7,"Action, Crime, Drama",N/A,R,119 min,The Way of the Gun,49,Christopher McQuarrie,movie,True
5706098371a0651ac0e51485,"Paul Newman, Linda Fiorentino, Dermot Mulroney, Susan Barnes",14 Apr 2000,http://ia.media-imdb.com/images/M/MV5BMjE2MzY3NTExMF5BMl5BanBnXkFtZTcwNjU2ODkxMQ@@._V1_SX300.jpg,English,tt0149367,"5,658,940","4,463","Germany, USA, UK, Canada","E. Max Frye (story, E. Max Frye (screenplay, Topper Lilien (screenplay, Carroll Cartwright (screenplay)",6.3,"Drama, Comedy, Crime",N/A,PG-13,89 min,Where the Money Is,49,Marek Kanievska,movie,True
5706098371a0651ac0e51486,"Susan Ward, Lori Heuring, Matthew Settle, Nathan Bexton",19 Jul 2000,http://ia.media-imdb.com/images/M/MV5BMTIyNDIyOTM2N15BMl5BanBnXkFtZTYwNjcxOTk4._V1_SX300.jpg,English,tt0163676,"5,217,498","3,635",USA,"Mark Gibson, Philip Halprin",4.6,"Drama, Thriller, Mystery",N/A,PG-13,105 min,The In Crowd,14,Mary Lambert,movie,True
5706098371a0651ac0e51487,Vera Bílá,25 Mar 2000,N/A,Czech,tt0204193,,57,"Czech Republic, UK",N/A,4.9,Documentary,N/A,N/A,58 min,Black and White in Colour,N/A,Mira Erdevicki,movie,True
5706098371a0651ac0e51488,"James Marsden, Lena Headey, Norman Reedus, Kate Hudson",21 Apr 2000,http://ia.media-imdb.com/images/M/MV5BMTY5MTgxOTM5Nl5BMl5BanBnXkFtZTcwNzk4MDMyMQ@@._V1_SX300.jpg,"English, Italian",tt0176783,,"12,326",USA,"Gregory Poirier (story, Gregory Poirier (screenplay, Theresa Rebeck (screenplay)",5.9,"Drama, Mystery, Thriller",3 nominations.,R,90 min,Gossip,31,Davis Guggenheim,movie,True
5706098371a0651ac0e51489,"Penélope Cruz, Murilo Benício, Harold Perrineau, Mark Feuerstein",22 Sep 2000,http://ia.media-imdb.com/images/M/MV5BMTI4MTI0MzkyOV5BMl5BanBnXkFtZTYwOTQwMzg5._V1_SX300.jpg,"English, Portuguese",tt0206420,,"8,324",USA,Vera Blasi,5.3,"Comedy, Fantasy, Romance",2 nominations.,R,92 min,Woman on Top,41,Fina Torres,movie,True
5706098371a0651ac0e5148a,"Lochlyn Munro, Carol Alexander, Michael Rogers, Huey Lewis",15 Sep 2000,http://ia.media-imdb.com/images/M/MV5BMTcwNTIxMjg5OV5BMl5BanBnXkFtZTcwNjIxODgyMQ@@._V1_SX300.jpg,English,tt0134630,,"8,054",USA,John Byrum,6.0,"Comedy, Drama, Music",1 nomination.,R,112 min,Duets,40,Bruce Paltrow,movie,True
5706098371a0651ac0e5148b,"Donal Logue, Ayelet Kaznelson, John Hines, John Harrington Bland",01 Sep 2000,http://ia.media-imdb.com/images/M/MV5BMTc4MzQ2NDQ5N15BMl5BanBnXkFtZTcwOTMzNTcxMQ@@._V1_SX300.jpg,English,tt0234853,"4,340,373","6,740",USA,"Duncan North, Greer Goodman, Jenniphr Goodman, Duncan North (idea, Duncan North (story)",6.8,"Comedy, Drama, Romance",1 win & 1 nomination.,R,87 min,The Tao of Steve,70,Jenniphr Goodman,movie,True
5706098371a0651ac0e5148c,"Olatz López Garmendia, Giovanni Florido, Loló Navarro, Batan Silva",23 Feb 2001,http://ia.media-imdb.com/images/M/MV5BMjE2MzIzMDI5OF5BMl5BanBnXkFtZTcwODYzMzMzMQ@@._V1_SX300.jpg,"English, Spanish, Russian, French",tt0247196,,"20,558",USA,"Cunningham O'Keefe, Lázaro Gómez Carriles, Julian Schnabel, Reynaldo Arenas (memoir \",7.3,"Biography, Drama",Nominated for 1 Oscar. Another 15 wins & 20 nominations.,R,133 min,Before Night Falls,85,Julian Schnabel,movie,True
5706098371a0651ac0e5148d,"Björk, Catherine Deneuve, David Morse, Peter Stormare",06 Oct 2000,http://ia.media-imdb.com/images/M/MV5BMTIxNDMwNTQ3NV5BMl5BanBnXkFtZTYwMDU4MzQ5._V1_SX300.jpg,English,tt0168629,,"77,337","Denmark, Spain, Germany, Netherlands, Italy, USA, UK, France, Sweden, Finland, Iceland, Norway",Lars von Trier,8.0,"Crime, Drama, Musical",Nominated for 1 Oscar. Another 33 wins & 45 nominations.,R,140 min,Dancer in the Dark,61,Lars von Trier,movie,True
5706098371a0651ac0e5148e,"Amanda Peet, Brian Van Holt, Jonathan Abrahams, Zorie Barber",01 Sep 2000,http://ia.media-imdb.com/images/M/MV5BMjE1MzU3ODQxMV5BMl5BanBnXkFtZTcwNTczNzYxMQ@@._V1_SX300.jpg,"English, Italian",tt0174336,,"3,646",USA,Peter M. Cohen,4.4,"Comedy, Romance",1 nomination.,R,82 min,Whipped,10,Peter M. Cohen,movie,True
5706098371a0651ac0e5148f,"Ellen Burstyn, Jared Leto, Jennifer Connelly, Marlon Wayans",15 Dec 2000,http://ia.media-imdb.com/images/M/MV5BMTkzODMzODYwOF5BMl5BanBnXkFtZTcwODM2NjA2NQ@@._V1_SX300.jpg,English,tt0180093,,"551,577",USA,"Hubert Selby Jr. (based on the book by, Hubert Selby Jr. (screenplay, Darren Aronofsky (screenplay)",8.4,Drama,Nominated for 1 Oscar. Another 32 wins & 61 nominations.,R,102 min,Requiem for a Dream,68,Darren Aronofsky,movie,True
5706098371a0651ac0e51490,"Monica Bellucci, Giuseppe Sulfaro, Luciano Federico, Matilde Piana",02 Feb 2001,http://ia.media-imdb.com/images/M/MV5BMTI0MzgzMDQ1NV5BMl5BanBnXkFtZTcwODgwNjUxMQ@@._V1_SX300.jpg,"Italian, English, Latin, Greek,  Ancient (to 1453)",tt0213847,,"63,391","Italy, USA","Giuseppe Tornatore (screenplay, Luciano Vincenzoni (original story)",7.5,"Drama, Romance, War",Nominated for 2 Oscars. Another 6 wins & 15 nominations.,R,109 min,Malèna,54,Giuseppe Tornatore,movie,True
5706098371a0651ac0e51491,"Jimmy Smits, Maria del Mar, Jon Seda, Clifton Collins Jr.",31 Mar 2000,http://ia.media-imdb.com/images/M/MV5BMTIwMTMxMjYyMF5BMl5BanBnXkFtZTcwMDU0OTAyMQ@@._V1_SX300.jpg,English,tt0188160,,709,USA,Phil Berger,6.5,"Drama, Sport",1 win & 2 nominations.,PG-13,118 min,Price of Glory,32,Carlos Ávila,movie,True
5706098371a0651ac0e51492,"Minnie Driver, Joey Lauren Adams, Hallie Kate Eisenberg, Kathleen Turner",29 Sep 2000,http://ia.media-imdb.com/images/M/MV5BMTE5OTY1NDgxN15BMl5BanBnXkFtZTYwNDAwMjY3._V1_SX300.jpg,English,tt0210567,"3,060,963","3,222","USA, UK",Jon Bernstein,5.4,"Drama, Comedy",1 nomination.,PG-13,112 min,Beautiful,23,Sally Field,movie,True
5706098371a0651ac0e51493,"Gillian Anderson, Dan Aykroyd, Eleanor Bron, Terry Kinney",07 Mar 2001,http://ia.media-imdb.com/images/M/MV5BMjE1NjA4MTc3OV5BMl5BanBnXkFtZTcwODUyODgxMQ@@._V1_SX300.jpg,"English, French",tt0200720,"3,041,803","6,289","UK, USA, France, Germany","Edith Wharton (novel, Terence Davies",7.1,"Romance, Drama",Nominated for 1 BAFTA Film Award. Another 6 wins & 28 nominations.,PG,135 min,The House of Mirth,78,Terence Davies,movie,True
5706098371a0651ac0e51494,"Bette Midler, Nathan Lane, Stockard Channing, David Hyde Pierce",28 Jan 2000,http://ia.media-imdb.com/images/M/MV5BMTgyMTA3MTEwN15BMl5BanBnXkFtZTYwNTY4Njg5._V1_SX300.jpg,English,tt0141399,"2,954,405","1,949","USA, UK, Germany, Japan","Michael Korda (article, Paul Rudnick (screenplay)",5.3,"Biography, Comedy, Romance",1 nomination.,R,95 min,Isn't She Great,34,Andrew Bergman,movie,True
5706098371a0651ac0e51495,"Kristin Scott Thomas, Sean Penn, Anne Bancroft, James Fox",19 May 2000,http://ia.media-imdb.com/images/M/MV5BMTU1MzIzNzAwMF5BMl5BanBnXkFtZTcwODAxODAwMQ@@._V1_SX300.jpg,English,tt0153464,"2,927,319","2,239","UK, USA","W. Somerset Maugham (book, Belinda Haas (screenplay)",6.0,"Drama, Romance",N/A,PG-13,115 min,Up at the Villa,57,Philip Haas,movie,True
5706098371a0651ac0e51496,"Matthew A. Brown, Richard Dutcher, Jacque Gray, Jeffrey Scott Kelly",10 Mar 2000,http://ia.media-imdb.com/images/M/MV5BMTI3NTQwMTQ1MV5BMl5BanBnXkFtZTYwNzkwMzg5._V1_SX300.jpg,English,tt0238247,"2,628,829",861,USA,Richard Dutcher,6.6,Drama,N/A,PG,108 min,God's Army,38,Richard Dutcher,movie,True
5706098371a0651ac0e51497,"Damon Wayans, Savion Glover, Jada Pinkett Smith, Tommy Davidson",20 Oct 2000,http://ia.media-imdb.com/images/M/MV5BMTI2ODIzMjUyMV5BMl5BanBnXkFtZTYwNzEyMzY3._V1_SX300.jpg,English,tt0215545,,"8,614",USA,Spike Lee,6.5,"Comedy, Drama, Music",1 win & 9 nominations.,R,135 min,Bamboozled,50,Spike Lee,movie,True
5706098371a0651ac0e51498,"Christine Casarsa, Julia Butterfly Hill",01 Oct 2000,N/A,English,tt0257460,"1,500",72,USA,Doug Wolens,7.2,Documentary,1 win.,N/A,79 min,Butterfly,58,Doug Wolens,movie,True
5706098371a0651ac0e51499,"Amy Irving, Antônio Fagundes, Alexandre Borges, Débora Bloch",26 May 2000,http://ia.media-imdb.com/images/M/MV5BMjAwODA2NDc3MV5BMl5BanBnXkFtZTcwMTE3NjUyMQ@@._V1_SX300.jpg,"Portuguese, English, French, Spanish",tt0180837,,"1,542","Brazil, USA","Alexandre Machado, Sérgio Sant'Anna (story, Fernanda Young",6.5,"Comedy, Romance, Drama",3 nominations.,R,95 min,Bossa Nova,57,Bruno Barreto,movie,True
5706098371a0651ac0e5149a,"Ben Weber, Timothy Olyphant, Matt McGrath, Zach Braff",20 Oct 2000,http://ia.media-imdb.com/images/M/MV5BMTIzNjAzMzY5OF5BMl5BanBnXkFtZTcwMzE1OTUyMQ@@._V1_SX300.jpg,English,tt0222850,,"5,973",USA,Greg Berlanti,7.0,"Comedy, Drama, Romance",1 win & 1 nomination.,R,94 min,The Broken Hearts Club: A Romantic Comedy,51,Greg Berlanti,movie,True
5706098371a0651ac0e5149b,N/A,N/A,N/A,N/A,tt0265283,,20,N/A,N/A,6.5,"Short, Animation",N/A,N/A,6 min,Life,N/A,Mo Willems,movie,True
5706098371a0651ac0e5149c,"Liam Neeson, Oliver Platt, José Zúñiga, Michael DeLorenzo",04 Feb 2000,http://ia.media-imdb.com/images/M/MV5BMTc1MDYzMjI0Nl5BMl5BanBnXkFtZTcwODU3MjMyMQ@@._V1_SX300.jpg,English,tt0171356,"1,631,839","5,866",USA,Eric Blakeney,5.7,"Comedy, Crime, Romance",N/A,R,101 min,Gun Shy,42,Eric Blakeney,movie,True
5706098371a0651ac0e5149d,"Michelle Rodriguez, Jaime Tirelli, Paul Calderon, Santiago Douglas",06 Oct 2000,http://ia.media-imdb.com/images/M/MV5BMTg3NjczMzcyOF5BMl5BanBnXkFtZTcwODg0NDYxMQ@@._V1_SX300.jpg,"English, Spanish",tt0210075,,"8,027",USA,Karyn Kusama,6.8,"Drama, Sport",15 wins & 16 nominations.,R,110 min,Girlfight,70,Karyn Kusama,movie,True
5706098371a0651ac0e5149e,"Melanie Griffith, Stephen Dorff, Alicia Witt, Adrian Grenier",01 Sep 2000,http://ia.media-imdb.com/images/M/MV5BMTQ5MzczNTQzMl5BMl5BanBnXkFtZTYwOTA3Mzk4._V1_SX300.jpg,English,tt0173716,,"11,240","France, USA",John Waters,6.2,"Comedy, Crime, Thriller",1 nomination.,R,87 min,Cecil B. DeMented,57,John Waters,movie,True
5706098371a0651ac0e5149f,"Bernie, Louie, Mac, Russell Ferrier",20 Oct 2000,http://ia.media-imdb.com/images/M/MV5BMTkzMzM5MDk0NV5BMl5BanBnXkFtZTcwNTc3NzUyMQ@@._V1_SX300.jpg,English,tt0196106,"1,246,237","1,726","Canada, USA","Anne Vince, Robert Vince",3.8,"Comedy, Family, Sport",1 win & 2 nominations.,PG,93 min,MVP: Most Valuable Primate,43,Robert Vince,movie,True
5706098371a0651ac0e514a0,"Pras Michel, Ja Rule, Jason Statham, Vondie Curtis-Hall",06 Sep 2000,http://ia.media-imdb.com/images/M/MV5BMTYyMzI3NTMzNl5BMl5BanBnXkFtZTcwMTg0MjkxMQ@@._V1_SX300.jpg,English,tt0216772,"1,244,676",932,USA,"Ray 'Cory' Daniels (story, Chris Hudson (story, Kelly Hilaire (story, Robert Adetuyi (screenplay)",4.4,"Crime, Drama, Action",1 nomination.,R,86 min,Turn It Up,18,Robert Adetuyi,movie,True
5706098371a0651ac0e514a1,Margaret Cho,04 Aug 2000,http://ia.media-imdb.com/images/M/MV5BMTQ4MDIxMzUzOV5BMl5BanBnXkFtZTcwOTk4NjIyMQ@@._V1_SX300.jpg,English,tt0251739,"1,205,606","1,070",USA,Margaret Cho,7.5,"Documentary, Comedy",N/A,UNRATED,96 min,I'm the One That I Want,81,Lionel Coleman,movie,True
5706098371a0651ac0e514a2,"Jay Z, DMX, Method Man, Redman",06 Sep 2000,http://ia.media-imdb.com/images/M/MV5BMTg1ODA2OTI2MF5BMl5BanBnXkFtZTcwMzQ4MDYyMQ@@._V1_SX300.jpg,English,tt0259207,"1,184,727",265,USA,N/A,5.5,Documentary,1 nomination.,R,86 min,Backstage,29,Chris Fiore,movie,True
5706098371a0651ac0e514a3,"Gary Dourdan, Gretchen Palmer, Kenya Moore, Soloman K. Smith",10 Mar 2000,http://ia.media-imdb.com/images/M/MV5BMTAwNjQ1Mjg4MjJeQTJeQWpwZ15BbWU3MDkwMDI4NDE@._V1_SX300.jpg,English,tt0217107,"1,160,268",521,USA,"Rob Hardy, William Packer, Will Power (story, Valencia Walker",3.9,"Romance, Thriller",1 win.,R,93 min,Trois,N/A,Rob Hardy,movie,True
5706098371a0651ac0e514a4,"Sydnee Steele, Felecia, Envy, Allysin Chaynes",N/A,N/A,English,tt0308925,,N/A,USA,"P. Kay (screenplay, D. Cypher (screenplay)",N/A,Adult,N/A,N/A,113 min,Sorority Shower Cam,N/A,Jim Holliday,movie,True
5706098371a0651ac0e514a5,"Chris Ferreira, Mackenzie Firgens, Elizabeth Sun, Steve Van Wormer",19 Oct 2000,http://ia.media-imdb.com/images/M/MV5BMTczOTE4OTQ4OV5BMl5BanBnXkFtZTcwNTMzNDAyMQ@@._V1_SX300.jpg,English,tt0212974,"1,114,943","3,529",USA,Greg Harrison,6.5,"Drama, Music",2 nominations.,R,86 min,Groove,54,Greg Harrison,movie,True
5706098371a0651ac0e514a6,"Amitabh Bachchan, Shah Rukh Khan, Uday Chopra, Shamita Shetty",27 Oct 2000,http://ia.media-imdb.com/images/M/MV5BMTg2ODY3NjQxNF5BMl5BanBnXkFtZTcwOTE2MjYyMQ@@._V1_SX300.jpg,Hindi,tt0213890,,"17,195",India,"Aditya Chopra (dialogue, Aditya Chopra (screenplay, Aditya Chopra (story, Aditya Chopra",7.1,"Musical, Drama, Romance",11 wins & 22 nominations.,N/A,216 min,Mohabbatein,N/A,Aditya Chopra,movie,True
5706098371a0651ac0e514a7,"Harris Mann, Anita Keal",01 Aug 2000,http://ia.media-imdb.com/images/M/MV5BMTYwMTc0OTcxMF5BMl5BanBnXkFtZTcwODc4NTgyMQ@@._V1_SX300.jpg,English,tt0283995,,48,USA,"Roger Majkowski, Alex Turner, Jack Larson (play)",5.8,Short,N/A,N/A,15 min,Chuck,N/A,Alex Turner,movie,True
5706098371a0651ac0e514a8,"Mercedes Ruehl, Victor Rivers, Douglas Spain, Maria Carmen",01 Dec 2000,http://ia.media-imdb.com/images/M/MV5BMTYwMTc2NjA3OV5BMl5BanBnXkFtZTcwMDk1NTc0MQ@@._V1_SX300.jpg,"English, Spanish, Vietnamese, Yiddish",tt0197096,,"2,250","UK, USA","Gurinder Chadha, Paul Mayeda Berges",7.1,"Drama, Comedy",1 win & 3 nominations.,PG-13,109 min,What's Cooking?,57,Gurinder Chadha,movie,True
5706098371a0651ac0e514a9,"Dan Futterman, Sam Ball, Lothaire Bluteau, Alan Cumming",09 Aug 2001,http://ia.media-imdb.com/images/M/MV5BMTMxMTU4Mjc3OV5BMl5BanBnXkFtZTcwMjU1ODQyMQ@@._V1_SX300.jpg,English,tt0182508,"1,027,119","2,725",USA,"Daniel Reitz (play, Daniel Reitz (screenplay, Jon Shear (screenplay)",7.0,Drama,5 wins & 4 nominations.,R,103 min,Urbania,73,Jon Shear,movie,True
5706098371a0651ac0e514aa,"RuPaul, Tammy Faye Bakker, Virginia Fairchild, Johnny Grover",25 Jan 2000,http://ia.media-imdb.com/images/M/MV5BMTU5NTU0Mjc0M15BMl5BanBnXkFtZTcwMTI2NTc0MQ@@._V1_SX300.jpg,English,tt0233687,"1,025,234","1,322","UK, USA",N/A,7.2,"Documentary, Biography",3 wins & 6 nominations.,PG-13,79 min,The Eyes of Tammy Faye,69,"Fenton Bailey, Randy Barbato",movie,True
5706098371a0651ac0e514ab,"Michael Rispoli, Kelly Macdonald, Kathrine Narducci, Kevin Conway",27 Oct 2000,http://ia.media-imdb.com/images/M/MV5BMTQ3MTUzODAxOF5BMl5BanBnXkFtZTcwMjYyNjEyMQ@@._V1_SX300.jpg,English,tt0202641,"1,015,055","1,396",USA,Raymond De Felitta,7.3,"Comedy, Drama, Romance",3 wins & 4 nominations.,R,108 min,Two Family House,79,Raymond De Felitta,movie,True
