_id,Type,Genre,Runtime,Response,Metascore,Released,Rated,Title,imdbVotes,Country,Awards,imdbRating,Box_office,Poster,Language,Actors,Director,Writer,imdbID
57070b7471a06507080fa4e9,movie,"Drama, History, Romance",135 min,True,60,31 Mar 2006,PG-13,The White Countess,"5,250","UK, USA, Germany, China",2 nominations.,6.7,"1,666,262",http://ia.media-imdb.com/images/M/MV5BMzMzMDgxNzQ4MV5BMl5BanBnXkFtZTcwMTczNjEzMQ@@._V1_SX300.jpg,"English, French, Mandarin, Russian","Natasha Richardson, Lynn Redgrave, Madeleine Potter, Madeleine Daly",James Ivory,Kazuo Ishiguro,tt0384686
57070b7471a06507080fa4ea,movie,"Documentary, Sport",88 min,True,87,05 Aug 2005,R,Murderball,"8,911",USA,Nominated for 1 Oscar. Another 16 wins & 13 nominations.,7.8,"1,523,883",http://ia.media-imdb.com/images/M/MV5BMjE1NDgzOTg1MF5BMl5BanBnXkFtZTcwNDU5OTkyMQ@@._V1_SX300.jpg,English,"Joe Bishop, Keith Cavill, Andy Cohn, Scott Hogsett","Henry Alex Rubin, Dana Adam Shapiro",N/A,tt0436613
57070b7471a06507080fa4eb,movie,"Crime, Drama, Thriller",90 min,True,71,18 Nov 2005,PG-13,Paradise Now,"19,208","Palestine, France, Germany, Netherlands, Israel",Nominated for 1 Oscar. Another 13 wins & 15 nominations.,7.5,"15,806",http://ia.media-imdb.com/images/M/MV5BNDI5ODQxNTUxMV5BMl5BanBnXkFtZTcwMTgzMDEzMQ@@._V1_SX300.jpg,"Arabic, English","Lubna Azabal, Hamza Abu-Aiaash, Kais Nashif, Lutuf Nouasser",Hany Abu-Assad,"Hany Abu-Assad, Bero Beyer, Pierre Hodgson",tt0445620
57070b7471a06507080fa4ec,movie,"Comedy, Drama, Romance",158 min,True,N/A,09 Sep 2005,N/A,Salaam Namaste,"4,845",India,1 win & 7 nominations.,6.2,"1,411,065",http://ia.media-imdb.com/images/M/MV5BMTI4NjU1MjQyMV5BMl5BanBnXkFtZTcwMzU1MDc4MQ@@._V1_SX300.jpg,"Hindi, English","Saif Ali Khan, Preity Zinta, Arshad Warsi, Tania Zaetta",Siddharth Anand,"Siddharth Anand (screenplay, Abbas Tyrewala (dialogue)",tt0456165
57070b7471a06507080fa4ed,movie,"Fantasy, Romance",140 min,True,N/A,24 Jun 2005,N/A,Paheli,"9,455",India,2 wins & 7 nominations.,6.7,,http://ia.media-imdb.com/images/M/MV5BMTkwMDc2NTg3Nl5BMl5BanBnXkFtZTcwMjA5MTYzMQ@@._V1_SX300.jpg,Hindi,"Shah Rukh Khan, Anupam Kher, Rani Mukerji, Amitabh Bachchan",Amol Palekar,"Vijayadan Detha (novel, Vijayadan Detha (story, Sandhya Gokhale (dialogue, Sandhya Gokhale (screenplay, Amol Palekar (story)",tt0451850
57070b7471a06507080fa4ee,movie,"Comedy, Drama",96 min,True,69,07 Oct 2005,R,Thumbsucker,"18,614",USA,5 wins & 4 nominations.,6.7,"1,325,073",http://ia.media-imdb.com/images/M/MV5BMTI1MzAzMjkzM15BMl5BanBnXkFtZTcwODI1MDEzMQ@@._V1_SX300.jpg,English,"Ted Beckman, Benjamin Bratt, Vincent D'Onofrio, Arvin V. Entena",Mike Mills,"Walter Kirn (novel, Mike Mills",tt0318761
57070b7471a06507080fa4ef,movie,"Documentary, Comedy, Music",72 min,True,63,09 Dec 2005,NOT RATED,Sarah Silverman: Jesus Is Magic,"4,845",USA,N/A,6.6,"1,324,244",http://ia.media-imdb.com/images/M/MV5BMTYxOTUzOTU3N15BMl5BanBnXkFtZTcwNzE4ODUzMQ@@._V1_SX300.jpg,English,"Sarah Silverman, Brian Posehn, Laura Silverman, Bob Odenkirk",Liam Lynch,Sarah Silverman,tt0422528
57070b7471a06507080fa4f0,movie,"Comedy, Drama, Music",128 min,True,57,29 Jul 2005,R,Happy Endings,"8,034",USA,6 nominations.,6.5,"1,311,633",http://ia.media-imdb.com/images/M/MV5BMjA0NjY2MDM4Nl5BMl5BanBnXkFtZTcwMDUxMTkyMQ@@._V1_SX300.jpg,English,"Lisa Kudrow, Steve Coogan, Jesse Bradford, Bobby Cannavale",Don Roos,Don Roos,tt0361693
57070b7471a06507080fa4f1,movie,Comedy,90 min,True,N/A,21 Oct 2005,R,El vacilón: The Movie,91,"USA, Dominican Republic",N/A,6.7,"1,688,757",http://ia.media-imdb.com/images/M/MV5BOTc1OTI1MzM0M15BMl5BanBnXkFtZTcwMTUzODI5Nw@@._V1_SX300.jpg,Spanish,"Luis Jimenez, Moonshadow, Ruperto Vanderpool, Paul Rodriguez",Agustin,Luis Jimenez,tt0428003
57070b7471a06507080fa4f2,game,"Crime, Drama, Mystery",N/A,True,N/A,20 Sep 2005,N/A,Indigo Prophecy,"1,760",France,1 nomination.,8.8,,N/A,"English, French, German","David Gasman, Sharon Mann, Doug Rand, Jodie Forrest",David Cage,David Cage,tt0476990
57070b7471a06507080fa4f3,movie,Drama,104 min,True,54,23 Nov 2005,PG-13,Bee Season,"5,932","USA, Germany",1 nomination.,5.5,"1,177,082",http://ia.media-imdb.com/images/M/MV5BMTIxODcyMjI2MV5BMl5BanBnXkFtZTcwMjY0MjEzMQ@@._V1_SX300.jpg,"English, Hebrew","Richard Gere, Juliette Binoche, Flora Cross, Max Minghella","Scott McGehee, David Siegel","Myla Goldberg (novel, Naomi Foner (screenplay)",tt0387059
57070b7471a06507080fa4f4,movie,Drama,93 min,True,59,15 Jul 2005,R,Heights,"4,154",USA,1 win & 1 nomination.,7.0,"1,158,405",http://ia.media-imdb.com/images/M/MV5BMTQwNTgxMDA2MV5BMl5BanBnXkFtZTcwNTAxMDAzMQ@@._V1_SX300.jpg,"English, Spanish, Hebrew","Chandler Williams, Bess Wohl, Glenn Close, Elizabeth Banks",Chris Terrio,"Amy Fox (screenplay, Amy Fox (play, Chris Terrio (additional screenplay material)",tt0382073
57070b7471a06507080fa4f5,movie,"Comedy, Music, Romance",97 min,True,29,26 Aug 2005,PG-13,Undiscovered,"2,576","Germany, USA",3 nominations.,4.2,"1,046,166",http://ia.media-imdb.com/images/M/MV5BMjEzOTYzMjIxMF5BMl5BanBnXkFtZTcwNTUxNjAzMQ@@._V1_SX300.jpg,"English, Japanese, Spanish","Pell James, Steven Strait, Kip Pardue, Carrie Fisher",Meiert Avis,John Galt,tt0434424
57070b7471a06507080fa4f6,movie,"Action, Crime, Drama",108 min,True,75,16 Mar 2005,UNRATED,The Beat That My Heart Skipped,"15,157",France,Won 1 BAFTA Film Award. Another 20 wins & 11 nominations.,7.3,"152,280",http://ia.media-imdb.com/images/M/MV5BMjA5NzM5OTcxMF5BMl5BanBnXkFtZTcwMTExMjAzMQ@@._V1_SX300.jpg,"French, English, Russian, Vietnamese, Mandarin","Romain Duris, Niels Arestrup, Jonathan Zaccaï, Gilles Cohen",Jacques Audiard,"Jacques Audiard (scenario, Tonino Benacquista (scenario, James Toback (earlier screenplay: d'après le film \",tt0411270
57070b7471a06507080fa4f7,movie,"Adventure, Comedy, Crime",170 min,True,N/A,27 May 2005,N/A,Bunty Aur Babli,"4,282",India,9 wins & 9 nominations.,6.2,,http://ia.media-imdb.com/images/M/MV5BMTg5Mjc2ODczMF5BMl5BanBnXkFtZTcwMTc3NTk5Mw@@._V1_SX300.jpg,"Hindi, English","Amitabh Bachchan, Rani Mukerji, Abhishek Bachchan, Kiran Juneja",Shaad Ali,"Aditya Chopra (story, Jaideep Sahni (screenplay, Jaideep Sahni (dialogue)",tt0448206
57070b7471a06507080fa4f8,movie,"Drama, Romance, Thriller",85 min,True,71,18 Nov 2005,R,Separate Lies,"3,564",UK,1 win & 5 nominations.,6.5,"329,642",http://ia.media-imdb.com/images/M/MV5BMTIwMDE5NDcwMV5BMl5BanBnXkFtZTcwNjY0MjEzMQ@@._V1_SX300.jpg,"English, French","Tom Wilkinson, Emily Watson, Hermione Norris, John Warnaby",Julian Fellowes,Nigel Balchin (based on the novel by \,tt0369053
57070b7471a06507080fa4f9,movie,Horror,87 min,True,25,16 Sep 2005,R,Venom,"7,787",USA,N/A,4.7,"881,745",http://ia.media-imdb.com/images/M/MV5BNjMwNTU5NzUzMl5BMl5BanBnXkFtZTcwOTkwNDEzMQ@@._V1_SX300.jpg,English,"Agnes Bruckner, Jonathan Jackson, Laura Ramsey, D.J. Cotrona",Jim Gillespie,"Flint Dille (screenplay, John Zuur Platten (screenplay, Brandon Boyce (screenplay, Flint Dille (story, John Zuur Platten (story)",tt0428251
57070b7471a06507080fa4fa,movie,"Crime, Drama, Mystery",107 min,True,47,07 Oct 2005,R,Where the Truth Lies,"14,742","Canada, UK",2 wins & 10 nominations.,6.6,"18,023",http://ia.media-imdb.com/images/M/MV5BMTI2NzQ3ODc3OV5BMl5BanBnXkFtZTcwMjEzMTEzMQ@@._V1_SX300.jpg,English,"Kevin Bacon, Colin Firth, Alison Lohman, David Hayman",Atom Egoyan,"Atom Egoyan (screenplay, Rupert Holmes (novel)",tt0373450
57070b7471a06507080fa4fb,movie,"Adventure, Drama, Family",100 min,True,82,27 May 2005,PG,Duma,"6,334",USA,1 win.,7.3,"860,002",http://ia.media-imdb.com/images/M/MV5BMTIzMTg3NzQ1NV5BMl5BanBnXkFtZTYwNzg2NDc2._V1_SX300.jpg,English,"Alex Michaeletos, Campbell Scott, Mary Makhatho, Nthabiseng Kenoshi",Carroll Ballard,"Carol Cawthra Hopcraft (book, Xan Hopcraft (book, Carol Flint (story, Karen Janszen (story, Karen Janszen (screenplay, Mark St. Germain (screenplay)",tt0361715
57070b7471a06507080fa4fc,movie,"Adventure, Fantasy",101 min,True,55,03 Mar 2006,PG,Mirrormask,"19,991","UK, USA",5 wins & 2 nominations.,7.0,"864,959",http://ia.media-imdb.com/images/M/MV5BMTU1NDg3MzA5Ml5BMl5BanBnXkFtZTcwNzQwNDAwMQ@@._V1_SX300.jpg,English,"Stephanie Leonidas, Jason Barry, Rob Brydon, Gina McKee",Dave McKean,"Neil Gaiman (story, Dave McKean (story, Neil Gaiman (teleplay)",tt0366780
57070b7471a06507080fa4fd,movie,"Comedy, Drama",128 min,True,59,06 Jan 2006,R,Breakfast on Pluto,"17,047","Ireland, UK",Nominated for 1 Golden Globe. Another 6 wins & 15 nominations.,7.3,"58,727",http://ia.media-imdb.com/images/M/MV5BMTIyMDg3Nzk4Ml5BMl5BanBnXkFtZTcwMzI0NDczMQ@@._V1_SX300.jpg,English,"Cillian Murphy, Morgan Jones, Eva Birthistle, Liam Neeson",Neil Jordan,"Neil Jordan, Pat McCabe, Pat McCabe (book)",tt0411195
57070b7471a06507080fa4fe,movie,"Comedy, Drama",96 min,True,48,23 Sep 2005,PG-13,The Thing About My Folks,"2,117",USA,4 wins & 1 nomination.,6.7,"814,682",http://ia.media-imdb.com/images/M/MV5BMTY4MzY2Nzg1N15BMl5BanBnXkFtZTcwNTI2MTEzMQ@@._V1_SX300.jpg,English,"Peter Falk, Paul Reiser, Olympia Dukakis, Elizabeth Perkins",Raymond De Felitta,Paul Reiser,tt0429177
57070b7471a06507080fa4ff,movie,"Documentary, History, Music",118 min,True,81,19 Apr 2006,N/A,Ballets Russes,584,USA,2 wins & 2 nominations.,7.9,"815,848",http://ia.media-imdb.com/images/M/MV5BMTIyNDU2MzY0Nl5BMl5BanBnXkFtZTcwNDE0NTQzMQ@@._V1_SX300.jpg,English,"Irina Baronova, Kenneth Kynt Bryan, Yvonne Chouteau, Yvonne Craig","Daniel Geller, Dayna Goldfine","Daniel Geller, Dayna Goldfine, Celeste Schaefer Snyder, Gary Weimberg",tt0436095
57070b7471a06507080fa500,movie,"Comedy, Drama, Musical",153 min,True,N/A,22 Apr 2005,N/A,Waqt: The Race Against Time,"5,861",India,4 nominations.,7.0,,http://ia.media-imdb.com/images/M/MV5BMTUzMzAyMzI0M15BMl5BanBnXkFtZTcwNTc2ODgzMQ@@._V1_SX300.jpg,Hindi,"Amitabh Bachchan, Akshay Kumar, Priyanka Chopra, Shefali Shetty",Vipul Amrutlal Shah,Aatish Kapadia,tt0390614
57070b7471a06507080fa501,movie,"Drama, Musical, Romance",130 min,True,N/A,10 Jun 2005,N/A,Parineeta,"5,731",India,13 wins & 27 nominations.,7.4,"802,758",http://ia.media-imdb.com/images/M/MV5BMTcwOTEyMTYyM15BMl5BanBnXkFtZTcwMTEyMTAzMQ@@._V1_SX300.jpg,Hindi,"Saif Ali Khan, Vidya Balan, Sanjay Dutt, Dia Mirza",Pradeep Sarkar,"Saratchandra Chatterjee (novel, Vidhu Vinod Chopra (screenplay, Rekha Nigam (dialogue, Pradeep Sarkar (screenplay)",tt0437407
57070b7471a06507080fa502,movie,Drama,122 min,True,N/A,04 Feb 2005,N/A,Black,"22,453",India,28 wins & 3 nominations.,8.3,"733,094",http://ia.media-imdb.com/images/M/MV5BMTYxMjM0ODQ5MV5BMl5BanBnXkFtZTcwNjYwNjk5Mw@@._V1_SX300.jpg,"Hindi, English","Amitabh Bachchan, Rani Mukerji, Shernaz Patel, Ayesha Kapoor",Sanjay Leela Bhansali,"Sanjay Leela Bhansali (screenplay, Bhavani Iyer (English dialogue, Bhavani Iyer (screenplay, Prakash Kapadia (screenplay)",tt0375611
57070b7471a06507080fa503,movie,"Documentary, Sport",110 min,True,51,02 Dec 2005,PG-13,First Descent,992,USA,N/A,7.2,"739,690",http://ia.media-imdb.com/images/M/MV5BMTI1MTExNzMzOV5BMl5BanBnXkFtZTcwODA1MDkzMQ@@._V1_SX300.jpg,English,"Shawn Farmer, Terje Håkonsen, Nick Perata, Travis Rice","Kemp Curly, Kevin Harrison",N/A,tt0455475
57070b7471a06507080fa504,movie,Drama,112 min,True,59,08 Apr 2005,R,The Ballad of Jack and Rose,"9,246",USA,3 wins & 6 nominations.,6.7,"712,294",http://ia.media-imdb.com/images/M/MV5BMGNlZjAxYzUtNzUyYS00ZTcwLTg3YjctNjc1MmJlZGY1ZjE0XkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg,English,"Camilla Belle, Daniel Day-Lewis, Catherine Keener, Ryan McDonald",Rebecca Miller,Rebecca Miller,tt0357110
57070b7471a06507080fa505,movie,"Documentary, Biography, History",92 min,True,64,21 Apr 2005,NC-17,Inside Deep Throat,"5,533",USA,1 win.,6.8,"653,621",http://ia.media-imdb.com/images/M/MV5BMTYyOTkyMjk5MV5BMl5BanBnXkFtZTcwMzI2MDgyMQ@@._V1_SX300.jpg,English,"Dennis Hopper, Gerard Damiano, John Waters, Larry Flynt","Fenton Bailey, Randy Barbato","Fenton Bailey, Randy Barbato",tt0418753
57070b7471a06507080fa506,movie,"Comedy, Drama, Musical",158 min,True,N/A,26 Aug 2005,N/A,No Entry,"6,803",India,7 nominations.,6.7,"678,000",http://ia.media-imdb.com/images/M/MV5BMTA2MjIxNTUxNTdeQTJeQWpwZ15BbWU3MDQzNzg4MzE@._V1_SX300.jpg,Hindi,"Anil Kapoor, Salman Khan, Fardeen Khan, Bipasha Basu",Anees Bazmee,Anees Bazmee,tt0451833
57070b7471a06507080fa507,movie,"Documentary, Action, Adventure",97 min,True,61,22 Apr 2005,PG,Dust to Glory,829,USA,1 nomination.,7.5,"639,990",http://ia.media-imdb.com/images/M/MV5BMTU4OTE3MDQxMl5BMl5BanBnXkFtZTcwOTQxNzgyMQ@@._V1_SX300.jpg,English,"Mario Andretti, Sal Fish, James Garner, Robby Gordon",Dana Brown,Dana Brown,tt0386423
57070b7471a06507080fa508,movie,"Biography, Drama",99 min,True,58,01 Jun 2007,PG-13,"The Prize Winner of Defiance, Ohio","5,350",USA,1 win & 1 nomination.,7.3,"626,310",http://ia.media-imdb.com/images/M/MV5BMTQxOTA3NTUwOF5BMl5BanBnXkFtZTcwNDI3MzEzMQ@@._V1_SX300.jpg,English,"Julianne Moore, Woody Harrelson, Laura Dern, Trevor Morgan",Jane Anderson,"Terry Ryan (book, Jane Anderson (screenplay)",tt0406158
57070b7471a06507080fa509,movie,Comedy,91 min,True,38,21 Oct 2005,PG-13,Kids in America,"2,415",USA,N/A,5.9,"440,228",http://ia.media-imdb.com/images/M/MV5BMjE4NjE1MDQxNl5BMl5BanBnXkFtZTcwMzI3NTIzMQ@@._V1_SX300.jpg,English,"Gregory Smith, Stephanie Sherrin, Chris Morris, Caitlin Wachs",Josh Stolberg,"Andrew Shaifer, Josh Stolberg",tt0408961
57070b7471a06507080fa50a,movie,"Drama, Sport",99 min,True,43,22 Apr 2005,PG,Madison,"1,010",USA,N/A,6.5,"508,867",http://ia.media-imdb.com/images/M/MV5BMTMzNjQxNTUyMF5BMl5BanBnXkFtZTcwMzA3NzgyMQ@@._V1_SX300.jpg,English,"Jim Caviezel, Jake Lloyd, Mary McCormack, Bruce Dern",William Bindley,"William Bindley, Scott Bindley",tt0206113
57070b7471a06507080fa50b,movie,Drama,115 min,True,80,02 Sep 2005,R,Nine Lives,"5,772",USA,9 wins & 10 nominations.,6.9,"478,645",http://ia.media-imdb.com/images/M/MV5BMTU4MTQyMzg2M15BMl5BanBnXkFtZTcwODMyMjEzMQ@@._V1_SX300.jpg,"English, Spanish, American Sign Language","Elpidia Carrillo, Aomawa Baker, Miguel Sandoval, Mary Pat Dowhy",Rodrigo García,Rodrigo García,tt0420015
57070b7471a06507080fa50c,movie,"Biography, Drama, Music",97 min,True,67,13 May 2005,R,Last Days,"18,563",USA,1 win & 5 nominations.,5.8,"454,711",http://ia.media-imdb.com/images/M/MV5BNDMyMzM2MTYxNV5BMl5BanBnXkFtZTcwOTExNDAzMQ@@._V1_SX300.jpg,English,"Michael Pitt, Lukas Haas, Asia Argento, Scott Patrick Green",Gus Van Sant,Gus Van Sant,tt0403217
57070b7471a06507080fa50d,movie,"Short, Action, Thriller",5 min,True,N/A,28 Apr 2006,N/A,Lucky,286,Australia,6 wins.,6.7,,N/A,English,Nash Edgerton,Nash Edgerton,Nash Edgerton,tt0460496
57070b7471a06507080fa50e,movie,Comedy,90 min,True,N/A,09 Sep 2005,PG,Mobsters and Mormons,609,USA,N/A,6.3,"407,139",http://ia.media-imdb.com/images/M/MV5BMTQ1OTUzMTMwOF5BMl5BanBnXkFtZTcwNTUzMDkzMQ@@._V1_SX300.jpg,English,"Mark DeCarlo, Jeanette Puhich, Clayton Taylor, Scott Christopher",John E. Moyer,John E. Moyer,tt0439707
57070b7471a06507080fa50f,movie,"Documentary, Music",178 min,True,N/A,27 Jul 2005,N/A,Songs from Tsongas: Yes 35th Anniversary Concert,39,USA,N/A,8.2,,http://ia.media-imdb.com/images/M/MV5BMTg1ODc1MjM2M15BMl5BanBnXkFtZTcwMTE5NTE4MQ@@._V1_SX300.jpg,English,"Jon Anderson, Steve Howe, Chris Squire, Rick Wakeman",Thomas Joe,N/A,tt1006959
57070b7471a06507080fa510,movie,"Comedy, Family, Romance",90 min,True,52,05 Jan 2006,PG,Little Manhattan,"17,984",USA,N/A,7.6,"384,924",http://ia.media-imdb.com/images/M/MV5BMTg3NzEzNzE0N15BMl5BanBnXkFtZTcwNjMxMjEzMQ@@._V1_SX300.jpg,English,"Josh Hutcherson, Charlie Ray, Bradley Whitford, Cynthia Nixon",Mark Levin,Jennifer Flackett,tt0412922
57070b7471a06507080fa511,movie,"Drama, History, Sport",101 min,True,47,22 Apr 2005,PG,The Game of Their Lives,"2,517",USA,N/A,6.2,"375,474",http://ia.media-imdb.com/images/M/MV5BMjE1NTg3MDkxN15BMl5BanBnXkFtZTcwNTg4ODgyMQ@@._V1_SX300.jpg,"English, Spanish","Gerard Butler, Wes Bentley, Jay Rodan, Gavin Rossdale",David Anspaugh,"Geoffrey Douglas (book, Angelo Pizzo",tt0354595
57070b7471a06507080fa512,movie,"Drama, Romance, Thriller",99 min,True,51,09 Sep 2005,R,Asylum,"4,111","UK, Ireland",2 wins & 2 nominations.,6.2,"374,903",http://ia.media-imdb.com/images/M/MV5BMTc4Mzg3OTEwMl5BMl5BanBnXkFtZTcwMjA3OTEzMQ@@._V1_SX300.jpg,English,"Natasha Richardson, Hugh Bonneville, Gus Lewis, Ian McKellen",David Mackenzie,"Patrick McGrath (novel, Patrick Marber (screenplay, Chrysanthy Balis (screenplay)",tt0348505
57070b7471a06507080fa513,movie,"Comedy, Romance",N/A,True,N/A,25 Nov 2005,N/A,Deewane Huye Paagal,"2,187","Switzerland, India",N/A,5.0,"355,962",http://ia.media-imdb.com/images/M/MV5BNmFhZjM0MjEtMjViYy00ZmFkLTg5NjQtMTNhN2JhYmYzMzUwXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_SX300.jpg,Hindi,"Akshay Kumar, Sunil Shetty, Shahid Kapoor, Rimi Sen",Vikram Bhatt,"Kiran Kotrial (story, Neeraj Vora (dialogue, Abbas Hirapurwala (dialogue)",tt0444781
57070b7471a06507080fa514,movie,"Crime, Drama, Sport",109 min,True,55,09 Sep 2005,R,Green Street Hooligans,"114,781","USA, UK",3 wins.,7.5,"344,095",http://ia.media-imdb.com/images/M/MV5BMjExNTg3NzYwMV5BMl5BanBnXkFtZTcwMzcxMTEzMQ@@._V1_SX300.jpg,"English, Italian, German","Elijah Wood, Charlie Hunnam, Claire Forlani, Marc Warren",Lexi Alexander,"Lexi Alexander (story, Dougie Brimson (story, Dougie Brimson (screenplay, Josh Shelov (screenplay, Lexi Alexander (screenplay)",tt0385002
57070b7471a06507080fa515,movie,"Thriller, Adventure, Mystery",126 min,True,N/A,29 Apr 2005,PG-13,Kaal,"3,455",India,2 nominations.,4.5,"340,091",http://ia.media-imdb.com/images/M/MV5BZjczMjFhMTctZThmYi00ZjExLTgwMjUtYTNmNmU3MWQwZjQ5XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_SX300.jpg,Hindi,"Ajay Devgn, Vivek Oberoi, John Abraham, Lara Dutta",Soham Shah,"Soham Shah (dialogue, Soham Shah (screenplay, Soham Shah (story)",tt0415908
57070b7471a06507080fa516,movie,"Drama, Romance",101 min,True,62,01 Jan 2005,R,The Dying Gaul,"2,119",USA,1 win & 2 nominations.,6.6,"342,297",http://ia.media-imdb.com/images/M/MV5BMTkwNzA5NTA4Nl5BMl5BanBnXkFtZTcwNzk2MTYzMQ@@._V1_SX300.jpg,English,"Patricia Clarkson, Campbell Scott, Peter Sarsgaard, Ryan Miller",Craig Lucas,Craig Lucas (screenplay),tt0384929
57070b7471a06507080fa517,movie,Comedy,N/A,True,N/A,03 Nov 2005,N/A,Shaadi No. 1,625,India,N/A,3.4,,http://ia.media-imdb.com/images/M/MV5BOWYzZTEwNDctN2EyNS00N2FkLTg4NWQtZmM4OWU0Yjc2M2Y4XkEyXkFqcGdeQXVyMjU4NDY1ODA@._V1_SX300.jpg,Hindi,"Fardeen Khan, Zayed Khan, Sharman Joshi, Esha Deol",David Dhawan,N/A,tt0449389
57070b7471a06507080fa518,movie,Drama,132 min,True,N/A,22 Jul 2005,N/A,Viruddh... Family Comes First,"1,591",India,1 nomination.,7.2,"322,753",http://ia.media-imdb.com/images/M/MV5BMGJhY2I4NzYtZWViNS00OTk2LWI3ZGUtMmMxZjVlMzViY2M1XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_SX300.jpg,Hindi,"Amitabh Bachchan, Sharmila Tagore, John Abraham, Sanjay Dutt",Mahesh Manjrekar,"Mahesh Manjrekar, Sanjay Pawar (dialogue, Vinay (screenplay, Yash (screenplay)",tt0420304
57070b7471a06507080fa519,movie,Documentary,84 min,True,71,15 Oct 2005,R,The Boys of Baraka,713,USA,5 wins & 2 nominations.,7.7,"322,386",http://ia.media-imdb.com/images/M/MV5BMTgxMjYxNDg1Ml5BMl5BanBnXkFtZTcwODU3NzgyMQ@@._V1_SX300.jpg,English,"Devon Brown, Darius Chambers, Richard Keyser, Justin Mackall","Heidi Ewing, Rachel Grady",N/A,tt0444608
57070b7471a06507080fa51a,movie,"Action, Crime, Drama",86 min,True,48,10 Mar 2006,R,Secuestro express,"2,219",Venezuela,2 nominations.,6.6,,http://ia.media-imdb.com/images/M/MV5BMTg0MDc3NzUwMV5BMl5BanBnXkFtZTcwMzMzMTAzMQ@@._V1_SX300.jpg,Spanish,"Mía Maestro, Rubén Blades, Carlos Julio Molina, Pedro Perez",Jonathan Jakubowicz,Jonathan Jakubowicz,tt0371939
57070b7471a06507080fa51b,movie,"Comedy, Drama",104 min,True,45,25 May 2006,R,Pretty Persuasion,"8,544",USA,1 win & 2 nominations.,6.6,"305,688",http://ia.media-imdb.com/images/M/MV5BMTI0NTA1MDkyOF5BMl5BanBnXkFtZTcwOTg3NTAzMQ@@._V1_SX300.jpg,English,"Evan Rachel Wood, David Wagner, Brent Goldberg, Adi Schnall",Marcos Siega,Skander Halim,tt0381505
57070b7471a06507080fa51c,movie,Documentary,55 min,True,N/A,01 Nov 2005,N/A,"Distantes, crónicas documentales: Isla Chaullín",N/A,"Spain, Chile",N/A,N/A,,N/A,Spanish,N/A,"Felipe Correa, Mauricio García T., Mauricio García, Sebastián Melo","Felipe Correa, Mauricio García, Sebastián Melo",tt0499320
57070b7471a06507080fa51d,movie,"Comedy, Drama, Romance",N/A,True,N/A,N/A,N/A,Happily Ever After,13,Philippines,N/A,5.8,,N/A,"English, Filipino, Tagalog","Keempee de Leon, John Prats, Maxene Magalona, Rainier Castillo",Maryo J. De Los Reyes,"Aloy Adlawan (story, Galo Ador (story, John Roque (story)",tt0480152
57070b7471a06507080fa51e,movie,"Drama, Horror, Thriller",117 min,True,55,20 May 2005,R,Dominion: Prequel to the Exorcist,"7,856",USA,1 nomination.,5.3,"236,901",http://ia.media-imdb.com/images/M/MV5BMTUzNDgzMjg5MV5BMl5BanBnXkFtZTcwNjgzOTkyMQ@@._V1_SX300.jpg,English,"Stellan Skarsgård, Gabriel Mann, Clara Bellar, Billy Crawford",Paul Schrader,"William Wisher Jr., Caleb Carr",tt0449086
57070b7471a06507080fa51f,movie,Documentary,67 min,True,65,26 Apr 2005,NOT RATED,Gay Sex in the 70s,493,USA,2 wins.,7.0,,http://ia.media-imdb.com/images/M/MV5BMjE2ODQxODgyN15BMl5BanBnXkFtZTcwMTk1NDk2Mw@@._V1_SX300.jpg,English,"Robert Alvarez, Alvin Baltrop, Barton Benes, Tom Bianchi",Joseph F. Lovett,N/A,tt0455953
57070b7471a06507080fa520,movie,Animation,85 min,True,76,18 Feb 2005,NOT RATED,The Animation Show 2005,201,USA,N/A,7.1,,http://ia.media-imdb.com/images/M/MV5BMTI3MzE1NTU1M15BMl5BanBnXkFtZTcwNzg1NTA0MQ@@._V1_SX300.jpg,English,N/A,N/A,N/A,tt0436070
57070b7471a06507080fa521,movie,"Comedy, Family",90 min,True,45,24 Dec 2006,PG,Down and Derby,471,USA,N/A,5.6,"204,481",http://ia.media-imdb.com/images/M/MV5BMTc3MTI4MTMyMF5BMl5BanBnXkFtZTcwOTIxNzgyMQ@@._V1_SX300.jpg,English,"Greg Germann, Lauren Holly, Adam Hicks, Perry Anzilotti",Eric Hendershot,Eric Hendershot,tt0398971
57070b7471a06507080fa522,movie,"Adventure, Drama, Family",95 min,True,43,10 Jun 2005,PG,The Keeper: The Legend of Omar Khayyam,548,USA,N/A,7.0,"224,512",http://ia.media-imdb.com/images/M/MV5BMTMyMjU5Mjg0OV5BMl5BanBnXkFtZTcwNDY4MTkyMQ@@._V1_SX300.jpg,"Persian, English","Adam Echahly, Bruno Lastra, Moritz Bleibtreu, Rade Serbedzija",Kayvan Mashayekh,"Belle Avery, Kayvan Mashayekh",tt0294806
